player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,75.9,1,1,100.0,0,0,,0,0,,1,1,100.0,4,4,100.0,0,0,,2013,13
David Akers,295,K,1,DET,48.4,5,5,100.0,0,0,,1,1,100.0,0,1,0.0,0,0,,0,0,,2013,13
Phil Dawson,422,K,1,SF,64.8,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2013,13
Sebastian Janikowski,595,K,1,OAK,64.4,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2013,13
Rian Lindell,754,K,1,TB,53.2,0,0,,0,0,,1,1,100.0,0,0,,0,1,0.0,1,1,100.0,2013,13
Jay Feely,955,K,1,ARZ,60.9,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,13
Rob Bironas,1218,K,1,TEN,60.6,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,13
Matt Bryant,1223,K,1,ATL,66.2,4,4,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,13
Billy Cundiff,1230,K,1,CLV,50.3,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2013,13
Josh Brown,1520,K,1,NYG,62.4,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2013,13
Josh Scobee,1858,K,1,JAX,65.3,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2013,13
Mike Nugent,2264,K,1,CIN,64.6,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2013,13
Robbie Gould,2607,K,1,CHI,51.8,2,2,100.0,0,0,,0,0,,1,1,100.0,1,2,50.0,0,1,0.0,2013,13
Nick Novak,2726,K,1,SD,64.8,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2013,13
Shaun Suisham,2796,K,1,PIT,60.6,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,13
Stephen Gostkowski,3063,K,1,NE,56.3,4,4,100.0,0,0,,0,0,,0,0,,0,0,,2,3,66.7,2013,13
Matt Prater,3471,K,1,DEN,61.4,5,5,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,13
Nick Folk,3794,K,1,NYJ,60.1,0,0,,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2013,13
Mason Crosby,3809,K,1,GB,66.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2013,13
Stephen Hauschka,4655,K,1,SEA,61.9,4,4,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2013,13
Dan Carpenter,4697,K,1,BUF,61.9,4,4,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2013,13
Garrett Hartley,4900,K,1,NO,60.1,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,13
Ryan Succop,5180,K,1,KC,61.2,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,13
Graham Gano,5443,K,1,CAR,61.6,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2013,13
Alex Henery,6272,K,1,PHI,61.9,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2013,13
Dan Bailey,6796,K,1,DAL,61.4,4,4,100.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,2013,13
Kai Forbath,6860,K,1,WAS,61.8,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2013,13
Randy Bullock,7154,K,1,HST,63.8,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2013,13
Greg Zuerlein,7163,K,1,SL,64.7,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,13
Blair Walsh,7167,K,1,MIN,68.2,2,2,100.0,0,0,,0,0,,3,3,100.0,0,0,,0,1,0.0,2013,13
Justin Tucker,7604,K,1,BLT,72.0,1,1,100.0,0,0,,0,0,,2,2,100.0,3,3,100.0,0,0,,2013,13
Caleb Sturgis,7948,K,1,MIA,51.3,2,2,100.0,1,1,100.0,0,0,,1,1,100.0,1,2,50.0,0,0,,2013,13
