player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,63,3,29,31,62.1,56.4,52.7,76.9,60.3,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,4
London Fletcher,424,LB,1,WAS,60,4,23,33,63.8,72.4,42.2,66.8,53.6,1.0,0.0,1.0,0.0,0.0,6.0,2.0,2.0,3.0,1.0,3.0,2.0,21.0,10.5,26.0,14.0,0.0,0.0,0.0,86.8,0,0,2013,4
John Abraham,591,ED,1,ARZ,47,19,21,7,62.9,63.4,70.5,58.5,61.8,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,4
Justin Smith,776,DI,1,SF,43,33,10,0,50.6,59.9,71.4,57.5,,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2013,4
Shaun Rogers,828,DI,1,NYG,36,20,16,0,75.2,72.7,69.2,64.2,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,4
Julius Peppers,1010,ED,1,CHI,48,28,19,1,91.7,82.5,72.7,90.3,60.0,4.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2013,4
Quentin Jammer,1013,CB,1,DEN,1,0,0,1,60.6,,,,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,4
Dwight Freeney,1019,ED,1,SD,21,12,7,2,56.5,58.1,,56.0,60.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,4
Edward Reed,1031,S,1,HST,59,0,24,35,67.2,51.9,78.2,,69.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,4
Will Witherspoon,1079,LB,1,SL,39,2,23,14,64.2,61.5,78.6,57.9,65.4,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2013,4
