player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,79,1,27,51,52.7,73.9,28.6,58.3,49.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,6.0,1.0,6.0,0.0,0.0,1.0,91.7,0,0,2015,9
Julius Peppers,1010,ED,1,GB,37,22,11,4,52.5,51.4,71.7,56.0,67.6,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,1,2015,9
James Harrison,1251,ED,1,PIT,39,13,14,12,53.9,51.4,74.2,50.9,65.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,9
Terence Newman,1321,CB,1,MIN,42,0,21,21,50.4,73.4,75.1,,42.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,79.0,26.3,9.0,55.0,0.0,0.0,0.0,116.7,0,0,2015,9
Kevin Williams,1325,DI,1,NO,47,21,26,0,81.4,81.7,70.7,58.5,,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,9
Calvin Pace,1334,ED,1,NYJ,23,14,6,3,93.2,60.7,72.9,94.0,62.7,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,91.7,0,0,2015,9
Charles Tillman,1351,CB,1,CAR,74,1,14,59,60.0,92.7,81.1,60.0,51.3,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0,10.0,5.0,99.0,19.8,4.0,40.0,0.0,0.0,1.0,85.0,1,0,2015,9
Robert Mathis,1447,ED,1,IND,32,21,7,4,54.4,50.9,,57.6,61.5,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,9
Chris Clemons,1585,ED,1,JAX,28,20,6,2,55.9,50.7,69.2,59.1,61.9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,9
Cullen Jenkins,1637,DI,1,NYG,38,29,8,1,73.2,64.6,70.7,62.4,67.3,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,9
