player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Rashad Jennings,5174,HB,1,NYG,27,27,170,6.3,1,79.1,82.6,79.3,,104,3.85,35,9,5,0,0,0,2015,17
Devonta Freeman,8738,HB,1,ATL,25,25,77,3.1,0,54.0,50.6,28.2,,44,1.76,10,4,5,1,0,0,2015,17
Mike Gillislee,7946,HB,1,BUF,27,24,28,1.2,0,30.5,34.6,27.2,60.0,18,0.75,9,0,1,1,0,0,2015,17
Alfred Blue,8816,HB,1,HST,21,21,102,4.9,0,85.3,86.2,77.8,60.3,55,2.62,12,6,5,0,0,0,2015,17
Donald Brown,4950,HB,1,SD,22,21,81,3.9,0,69.3,68.7,77.9,60.0,56,2.67,20,4,1,0,0,0,2015,17
David Cobb,9571,HB,1,TEN,21,19,73,3.8,1,72.4,70.5,76.8,60.0,38,2.0,12,2,1,0,0,0,2015,17
Alfred Morris,7165,HB,1,WAS,20,19,100,5.3,0,61.1,63.2,76.8,60.0,71,3.74,23,6,3,0,0,0,2015,17
Lamar Miller,7097,HB,1,MIA,21,19,60,3.2,0,69.1,68.2,77.4,60.0,22,1.16,29,2,3,0,0,0,2015,17
Adrian Peterson,3623,HB,1,MIN,21,19,67,3.5,1,59.7,59.7,77.0,59.9,39,2.05,10,3,3,0,0,0,2015,17
Frank Gore,2282,HB,1,IND,22,19,76,4.0,0,54.4,66.4,77.1,60.0,32,1.68,15,4,1,0,1,0,2015,17
Tre Mason,8710,HB,1,SL,20,17,44,2.4,1,54.7,55.8,24.6,60.0,28,1.56,11,3,2,1,0,0,2015,17
Christine Michael,7843,HB,1,SEA,19,17,102,6.0,0,78.0,77.2,76.2,60.0,99,5.82,45,4,5,0,0,0,2015,17
Matt Forte,4358,HB,1,CHI,18,17,76,4.5,0,72.7,74.7,76.7,60.0,40,2.35,13,4,1,0,0,0,2015,17
Jeremy Hill,8690,HB,1,CIN,18,16,96,6.0,1,65.8,69.9,76.6,59.9,31,1.94,38,3,2,0,0,0,2015,17
Spencer Ware,7975,HB,1,KC,17,16,76,4.8,1,66.8,66.2,76.4,60.0,40,2.5,15,4,4,0,0,0,2015,17
Tim Hightower,4463,HB,1,NO,19,16,66,4.1,1,90.3,85.6,77.1,60.0,47,2.94,11,6,4,0,0,0,2015,17
