player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,64,1,26,37,48.3,40.6,52.1,60.0,57.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2015,1
Julius Peppers,1010,ED,1,GB,52,31,20,1,87.2,76.8,76.6,77.3,60.0,3.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
James Harrison,1251,ED,1,PIT,38,18,19,1,51.7,61.1,74.0,55.6,49.2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0,12.0,5.0,12.0,0.0,0.0,0.0,116.7,0,0,2015,1
Terence Newman,1321,CB,1,MIN,65,0,34,31,59.6,81.6,61.9,,48.6,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,4.0,3.0,20.0,6.7,21.0,9.0,0.0,0.0,0.0,85.4,1,0,2015,1
Kevin Williams,1325,DI,1,NO,24,12,12,0,55.9,59.3,66.8,52.9,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Terrell Suggs,1326,ED,1,BLT,48,27,14,7,62.5,44.8,,64.3,75.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Calvin Pace,1334,ED,1,NYJ,48,23,19,6,51.7,55.6,24.8,47.7,63.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Charles Tillman,1351,CB,1,CAR,55,1,18,36,64.1,67.4,78.1,59.0,62.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,27.0,27.0,2.0,27.0,0.0,0.0,0.0,67.4,0,0,2015,1
Rashean Mathis,1355,CB,1,DET,74,0,31,43,57.5,72.0,59.6,,53.6,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,3.0,0.0,10.0,8.0,84.0,10.5,32.0,20.0,0.0,0.0,0.0,101.7,0,0,2015,1
Cory Redding,1381,DI,1,ARZ,27,21,6,0,49.1,48.0,68.7,57.1,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Chris Clemons,1585,ED,1,JAX,38,27,11,0,62.9,46.4,69.2,69.7,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Colin Cole,1589,DI,1,CAR,15,10,5,0,50.0,53.6,,54.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Cullen Jenkins,1637,DI,1,NYG,46,34,11,1,42.2,55.7,69.2,49.5,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2015,1
DeAngelo Hall,1729,CB,1,WAS,49,0,19,30,69.9,68.1,81.0,,68.6,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,4.0,2.0,24.0,12.0,2.0,15.0,0.0,0.0,1.0,68.8,0,0,2015,1
Vince Wilfork,1742,DI,1,HST,53,27,26,0,56.6,67.9,65.9,52.6,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2015,1
Karlos Dansby,1754,LB,1,CLV,60,2,36,22,70.6,59.5,32.1,56.2,76.4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Daryl Smith,1760,LB,1,BLT,70,8,25,37,69.7,49.7,58.0,50.6,80.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,7.0,5.0,36.0,7.2,21.0,15.0,0.0,0.0,2.0,83.0,0,0,2015,1
Dwan Edwards,1772,DI,1,CAR,43,34,9,0,41.5,29.7,67.3,60.2,60.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Randy Starks,1792,DI,1,CLV,30,12,18,0,64.0,65.6,69.8,53.1,60.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Will Allen,1832,S,1,PIT,56,2,23,31,65.7,61.7,57.6,76.3,61.9,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,5.0,3.0,19.0,6.3,16.0,7.0,1.0,0.0,0.0,107.5,0,0,2015,1
Jared Allen,1847,ED,1,CHI,43,22,19,2,56.7,69.9,70.5,53.7,62.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,8.0,9.0,0.0,0.0,0.0,104.2,1,0,2015,1
Antonio Smith,1856,DI,1,DEN,32,23,9,0,73.0,75.1,69.0,60.0,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Mike Adams,1972,S,1,IND,59,1,36,22,52.9,47.2,27.6,59.1,59.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,2.0,2.0,26.0,13.0,30.0,22.0,0.0,0.0,0.0,118.8,0,0,2015,1
Adam Jones,2223,CB,1,CIN,49,0,15,34,84.2,92.0,82.6,,79.3,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,1.0,7.0,5.0,42.0,8.4,25.0,24.0,0.0,0.0,1.0,86.6,0,0,2015,1
Antrel Rolle,2225,S,1,CHI,59,0,25,34,66.3,73.3,58.4,,60.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,4.0,4.0,24.0,6.0,23.0,9.0,0.0,0.0,0.0,91.7,0,0,2015,1
DeMarcus Ware,2228,ED,1,DEN,44,25,15,4,92.8,67.2,71.2,93.2,61.5,11.0,1.0,3.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Thomas Davis Sr.,2231,LB,1,CAR,67,7,19,41,71.7,67.0,63.7,61.1,68.8,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,4.0,3.0,19.0,6.3,23.0,11.0,0.0,1.0,0.0,44.8,0,0,2015,1
Derrick Johnson,2232,LB,1,KC,77,7,22,48,83.5,79.3,79.1,61.1,74.1,2.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,4.0,1.0,9.0,9.0,12.0,9.0,0.0,0.0,0.0,39.6,0,0,2015,1
Jonathan Babineaux,2276,DI,1,ATL,40,30,10,0,65.7,60.4,69.0,58.5,62.3,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Justin Tuck,2291,DI,1,OAK,49,29,19,1,91.5,91.7,72.2,70.5,62.3,1.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Chris Canty,2349,DI,1,BLT,42,25,16,1,57.7,48.8,66.8,66.3,60.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Trent Cole,2363,ED,1,IND,46,15,27,4,58.2,53.7,25.4,62.0,61.6,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
C.J. Mosley,2408,DI,1,MIA,12,5,7,0,64.2,64.7,67.3,56.5,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Brandon Browner,2512,CB,1,NO,61,0,23,38,52.1,72.2,75.5,,52.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,36.0,18.0,12.0,22.0,0.0,0.0,1.0,65.4,0,0,2015,1
Ahmad Brooks,2945,ED,1,SF,48,23,11,14,49.3,50.3,38.2,50.4,57.4,4.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,7.0,3.0,0.0,0.0,0.0,79.2,1,0,2015,1
Mario Williams,2946,ED,1,BUF,69,54,14,1,57.8,59.5,,55.8,60.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
A.J. Hawk,2950,LB,1,CIN,21,0,10,11,52.7,56.7,40.7,,53.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,17.0,8.5,14.0,11.0,0.0,0.0,0.0,81.3,0,0,2015,1
Donte Whitner,2953,S,1,CLV,60,2,36,22,59.6,53.6,67.2,57.2,64.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,3.0,0.0,2.0,2.0,16.0,8.0,17.0,11.0,0.0,0.0,0.0,100.0,0,0,2015,1
Haloti Ngata,2957,DI,1,DET,50,27,23,0,61.2,53.2,69.0,68.6,,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Chad Greenway,2962,LB,1,MIN,62,1,38,23,42.7,48.4,49.0,61.7,45.8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,15.0,15.0,4.0,15.0,0.0,0.0,0.0,50.7,0,0,2015,1
Antonio Cromartie,2964,CB,1,NYJ,26,0,12,14,29.9,63.5,23.2,,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,54.0,20.0,54.0,1.0,0.0,0.0,158.3,0,0,2015,1
Tamba Hali,2965,ED,1,KC,64,37,17,10,48.2,64.3,42.1,51.2,40.9,4.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,26.0,13.0,7.0,19.0,0.0,0.0,0.0,93.8,0,0,2015,1
Manny Lawson,2967,LB,1,BUF,28,13,5,10,29.7,52.2,25.8,55.5,28.5,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,3.0,8.0,0.0,0.0,0.0,100.0,0,0,2015,1
Johnathan Joseph,2969,CB,1,HST,67,0,30,37,57.6,51.4,27.5,,59.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,5.0,2.0,11.0,5.5,6.0,9.0,0.0,0.0,0.0,47.9,0,0,2015,1
DeMeco Ryans,2978,LB,1,PHI,26,2,12,12,40.3,56.3,32.3,55.8,41.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,16.0,8.0,9.0,12.0,0.0,0.0,0.0,100.0,0,0,2015,1
D'Qwell Jackson,2979,LB,1,IND,50,2,34,14,47.4,51.9,48.9,55.5,52.5,1.0,0.0,0.0,1.0,0.0,6.0,2.0,3.0,5.0,0.0,2.0,2.0,16.0,8.0,9.0,11.0,0.0,0.0,0.0,100.0,0,0,2015,1
Roman Harper,2988,S,1,CAR,63,2,17,44,40.1,52.4,76.1,57.1,44.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,39.0,19.5,22.0,24.0,0.0,0.0,0.0,109.7,0,0,2015,1
Tim Jennings,3007,CB,1,TB,29,0,18,11,69.7,65.9,73.3,,67.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
Darryl Tapp,3008,ED,1,DET,21,11,10,0,76.9,67.8,73.8,59.6,61.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2015,1
