player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,74.9,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,11
Phil Dawson,422,K,1,SF,62.6,1,1,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2015,11
Sebastian Janikowski,595,K,1,OAK,77.3,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,2015,11
Matt Bryant,1223,K,1,ATL,49.9,3,3,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2015,11
Mike Nugent,2264,K,1,CIN,75.0,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,11
Robbie Gould,2607,K,1,CHI,66.9,0,0,,0,0,,0,0,,2,2,100.0,1,1,100.0,0,0,,2015,11
Nick Novak,2726,K,1,HST,63.7,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,11
Stephen Gostkowski,3063,K,1,NE,53.8,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,1,0.0,2015,11
Matt Prater,3471,K,1,DET,69.9,1,1,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,2015,11
Mason Crosby,3809,K,1,GB,76.0,1,1,100.0,0,0,,0,0,,0,0,,4,4,100.0,1,1,100.0,2015,11
Stephen Hauschka,4655,K,1,SEA,47.2,2,4,50.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,11
Dan Carpenter,4697,K,1,BUF,55.0,1,1,100.0,0,0,,0,0,,1,1,100.0,0,1,0.0,1,1,100.0,2015,11
Connor Barth,4777,K,1,TB,66.2,6,6,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,11
Ryan Succop,5180,K,1,TEN,58.3,1,1,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,1,0.0,2015,11
Graham Gano,5443,K,1,CAR,70.3,5,5,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2015,11
Dan Bailey,6796,K,1,DAL,64.3,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,11
Randy Bullock,7154,K,1,NYJ,64.6,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,11
Greg Zuerlein,7163,K,1,SL,40.3,1,2,50.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2015,11
Blair Walsh,7167,K,1,MIN,44.5,1,2,50.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,11
Justin Tucker,7604,K,1,BLT,44.7,1,1,100.0,0,0,,2,2,100.0,0,0,,1,1,100.0,0,2,0.0,2015,11
Caleb Sturgis,7948,K,1,PHI,65.5,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,11
Dustin Hopkins,7958,K,1,WAS,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,11
Brandon McManus,8437,K,1,DEN,62.9,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,11
Cairo Santos,8932,K,1,KC,58.6,3,4,75.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2015,11
Chandler Catanzaro,9140,K,1,ARZ,72.9,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2015,11
Andrew Franks,9814,K,1,MIA,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,11
Josh Lambo,10133,K,1,SD,62.0,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2015,11
Jason Myers,10207,K,1,JAX,64.5,1,1,100.0,0,0,,1,1,100.0,3,3,100.0,0,0,,0,0,,2015,11
