player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,27.0,1,2,50.0,0,0,,0,1,0.0,0,0,,1,2,50.0,0,0,,2019,1
Robbie Gould,2607,K,1,SF,56.4,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,1,0.0,2019,1
Stephen Gostkowski,3063,K,1,NE,67.5,3,3,100.0,0,0,,1,1,100.0,2,2,100.0,1,1,100.0,0,0,,2019,1
Matt Prater,3471,K,1,DET,80.4,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2019,1
Mason Crosby,3809,K,1,GB,62.7,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2019,1
Stephen Hauschka,4655,K,1,BUF,65.5,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2019,1
Dan Bailey,6796,K,1,MIN,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2019,1
Randy Bullock,7154,K,1,CIN,51.3,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,0,0,,2019,1
Greg Zuerlein,7163,K,1,LA,64.0,3,3,100.0,0,0,,1,1,100.0,0,0,,1,2,50.0,1,1,100.0,2019,1
Justin Tucker,7604,K,1,BLT,67.6,8,8,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2019,1
Dustin Hopkins,7958,K,1,WAS,69.4,3,3,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2019,1
Brandon McManus,8437,K,1,DEN,64.0,1,1,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,1,0.0,2019,1
Brett Maher,8585,K,1,DAL,65.3,5,5,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2019,1
Cairo Santos,8932,K,1,TEN,70.6,5,5,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2019,1
Chris Boswell,8990,K,1,PIT,60.1,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,2019,1
Ty Long,9728,K,1,LAC,65.5,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2019,1
Josh Lambo,10133,K,1,JAX,64.1,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2019,1
Jason Myers,10207,K,1,SEA,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2019,1
Wil Lutz,11096,K,1,NO,74.7,3,3,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,1,2,50.0,2019,1
Ka'imi Fairbairn,11161,K,1,HST,41.0,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2019,1
Aldrick Rosas,11331,K,1,NYG,63.2,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2019,1
Jake Elliott,11908,K,1,PHI,63.8,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2019,1
Zane Gonzalez,11979,K,1,ARZ,65.7,1,1,100.0,0,0,,2,2,100.0,1,1,100.0,1,1,100.0,0,0,,2019,1
Harrison Butker,11988,K,1,KC,68.5,4,4,100.0,0,0,,2,2,100.0,1,1,100.0,1,1,100.0,0,0,,2019,1
Austin Seibert,13701,K,1,CLV,44.5,1,2,50.0,0,0,,0,0,,0,0,,0,0,,0,0,,2019,1
Daniel Carlson,28121,K,1,OAK,64.2,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2019,1
Kaare Vedvik,28782,P,1,NYJ,29.8,0,1,0.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2019,1
Jason Sanders,29578,K,1,MIA,67.2,1,1,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2019,1
Joey Slye,39235,K,1,CAR,61.1,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,1,2,50.0,2019,1
Eddy Pineiro,44140,K,1,CHI,60.5,0,0,,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2019,1
Matt Gay,57643,K,1,TB,63.4,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2019,1
