player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Antonio Brown,5718,WR,1,PIT,23,17,73.9,284,0,93.7,93.2,82.7,24.9,,16.7,115,6.8,59,9,0,1,0,3,97.0,0,0,2015,9
Mike Evans,8642,WR,1,TB,19,8,42.1,150,0,64.1,65.7,26.5,70.1,,18.8,70,8.8,68,5,5,0,1,0,70.1,0,0,2015,9
Odell Beckham Jr.,8647,WR,1,NYG,16,9,56.3,105,0,74.2,73.5,77.3,22.8,,11.7,23,2.6,24,7,0,2,1,2,36.7,0,0,2015,9
Julio Jones,6158,WR,1,ATL,16,10,62.5,137,0,77.5,73.6,58.5,71.1,,13.7,31,3.1,54,5,1,0,0,1,89.8,0,0,2015,9
Alshon Jeffery,7048,WR,1,CHI,16,10,62.5,151,0,90.0,88.3,58.5,71.1,,15.1,42,4.2,47,9,1,1,0,2,67.4,0,0,2015,9
Randall Cobb,6216,WR,1,GB,13,4,30.8,99,1,64.4,66.5,28.7,67.0,,24.8,43,10.8,53,4,2,0,0,3,85.1,0,0,2015,9
Amari Cooper,9437,WR,1,OAK,13,7,53.8,88,1,66.8,66.0,31.8,69.5,,12.6,6,0.9,21,5,2,0,0,0,100.8,0,0,2015,9
Jordan Matthews,8677,WR,1,PHI,12,9,75.0,133,1,89.9,85.0,77.3,70.6,,14.8,78,8.7,41,5,0,0,0,2,138.5,1,0,2015,9
Jarvis Landry,8698,WR,1,MIA,12,10,83.3,67,0,84.7,82.9,60.2,75.7,,6.7,48,4.8,24,6,1,0,0,1,89.9,0,0,2015,9
Michael Crabtree,4933,WR,1,OAK,12,7,58.3,108,2,79.7,77.3,52.1,69.5,,15.4,30,4.3,38,5,1,0,0,1,127.8,0,0,2015,9
Davante Adams,8688,WR,1,GB,11,7,63.6,93,0,68.2,67.4,76.5,70.1,,13.3,-1,-0.1,40,4,0,0,0,0,90.3,0,0,2015,9
Cole Beasley,7330,WR,1,DAL,11,9,81.8,112,2,76.6,78.9,78.0,71.1,,12.4,77,8.6,30,5,0,0,0,1,148.7,1,1,2015,9
Allen Robinson II,8696,WR,1,JAX,11,6,54.5,121,0,70.5,69.4,49.2,68.8,,20.2,24,4.0,44,4,1,1,0,0,55.5,0,0,2015,9
Jacob Tamme,4441,TE,1,ATL,10,6,60.0,61,0,63.1,63.2,75.6,69.5,75.0,10.2,17,2.8,26,3,0,0,0,4,77.5,0,0,2015,9
Dorial Green-Beckham,9473,WR,1,TEN,10,5,50.0,77,0,87.1,83.9,45.8,68.0,,15.4,34,6.8,20,5,1,0,0,1,75.8,0,0,2015,9
Emmanuel Sanders,5606,WR,1,DEN,10,6,60.0,90,1,67.5,66.6,29.8,68.8,,15.0,30,5.0,64,3,2,0,0,0,122.9,0,0,2015,9
Devonta Freeman,8738,HB,1,ATL,9,8,88.9,67,1,69.8,80.5,76.5,76.4,52.1,8.4,50,6.3,17,4,0,0,0,2,134.7,0,0,2015,9
Antonio Gates,1609,TE,1,SD,9,6,66.7,69,0,64.1,63.6,75.6,69.5,,11.5,36,6.0,40,1,0,0,0,2,89.6,0,0,2015,9
Willie Snead IV,8999,WR,1,NO,9,6,66.7,95,0,72.2,71.3,74.6,68.8,,15.8,22,3.7,32,4,0,0,0,0,101.6,0,0,2015,9
Richard Rodgers,8733,TE,1,GB,9,5,55.6,19,2,62.1,57.8,73.4,68.0,37.0,3.8,14,2.8,7,2,0,0,0,0,100.5,0,0,2015,9
Martellus Bennett,4375,TE,1,CHI,9,8,88.9,57,1,90.0,81.9,76.5,70.1,58.4,7.1,39,4.9,17,4,0,0,0,1,130.1,0,0,2015,9
