player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,3,60.0,,,,,29.4,0,0,0,0,0,2019,2
Matt Bryant,1223,,1,ATL,0,5,0,0,0,5,60.0,60.0,,,,57.2,0,0,0,0,0,2019,2
Jason Witten,1384,TE,1,DAL,1,0,0,0,0,5,60.2,,,,,,0,0,0,0,0,2019,2
Andy Lee,1906,P,1,ARZ,0,0,0,5,0,3,60.4,,,66.0,,,0,0,0,0,0,2019,2
Don Muhlbach,2130,LS,1,DET,0,0,0,4,0,3,54.3,,,,,,0,0,0,0,0,2019,2
Dustin Colquitt,2316,P,1,KC,0,0,0,5,0,4,60.5,,,54.0,,,0,0,0,0,0,2019,2
Darren Sproles,2347,HB,1,PHI,0,0,3,0,0,0,60.0,,,,60.7,,0,0,0,0,0,2019,2
Lorenzo Alexander,2476,ED,1,BUF,0,5,0,7,3,0,76.5,,,,,,0,0,2,0,0,2019,2
Robbie Gould,2607,K,1,SF,0,1,0,0,0,8,60.0,60.0,,,,54.1,0,0,0,0,0,2019,2
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,2,0,5,63.9,,,,,,0,0,0,0,0,2019,2
Marcedes Lewis,2973,TE,1,GB,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0,2019,2
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2019,2
Stephen Gostkowski,3063,K,1,NE,0,8,0,0,0,8,60.1,63.3,,,,29.8,0,0,1,0,0,2019,2
Sam Koch,3148,P,1,BLT,0,0,0,3,0,5,60.5,,,63.0,,,0,0,0,0,0,2019,2
Donald Penn,3459,T,1,WAS,0,0,0,0,0,2,60.1,,,,,,0,0,0,0,0,2019,2
Matt Prater,3471,K,1,DET,0,0,0,0,0,3,60.0,,,,,29.6,0,0,0,0,0,2019,2
Tramon Williams,3558,CB,1,GB,0,0,2,0,0,0,60.0,,,,,,0,0,0,0,0,2019,2
Joe Staley,3644,T,1,SF,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2019,2
Eric Weddle,3653,S,1,LA,0,1,0,0,0,0,60.0,,,,,,0,0,0,0,0,2019,2
Zak DeOssie,3732,LS,1,NYG,0,0,0,5,0,3,59.7,,,,,,0,0,0,0,0,2019,2
Mason Crosby,3809,K,1,GB,0,4,0,0,0,3,60.0,60.0,,,,63.5,0,0,0,0,0,2019,2
Clark Harris,3859,LS,1,CIN,0,0,0,5,0,4,60.1,,,,,,0,0,0,0,0,2019,2
Dominique Rodgers-Cromartie,4330,CB,1,WAS,0,0,2,0,0,0,60.0,,,,,,0,0,0,0,0,2019,2
Joe Flacco,4332,QB,1,DEN,0,0,0,0,0,0,60.0,,,,,,1,0,0,0,0,2019,2
Duane Brown,4340,T,1,SEA,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2019,2
Calais Campbell,4364,DI,1,JAX,0,0,0,0,3,2,59.6,,,,,,0,0,0,0,0,2019,2
Matthew Slater,4467,WR,1,NE,1,8,7,3,0,0,79.3,,,,,,1,0,2,0,0,2019,2
Brett Kern,4580,P,1,TEN,0,0,0,6,0,4,60.6,,,64.3,,,0,0,0,0,0,2019,2
Wesley Woodyard,4583,LB,1,TEN,4,0,5,6,0,0,59.3,,,,,,0,0,0,0,0,2019,2
Stephen Hauschka,4655,K,1,BUF,0,5,0,0,0,5,60.0,60.0,,,,64.5,0,0,0,0,0,2019,2
J.J. Jansen,4712,LS,1,CAR,0,0,0,5,0,4,54.7,,,,,,0,0,0,0,0,2019,2
Danny Amendola,4717,WR,1,DET,0,0,2,0,0,0,60.0,,,,62.2,,0,0,0,0,0,2019,2
Andre Smith,4929,T,1,CIN,0,0,0,0,0,3,60.3,,,,,,0,0,0,0,0,2019,2
Malcolm Jenkins,4937,S,1,PHI,0,0,0,0,5,0,60.0,,,,,,0,0,0,0,0,2019,2
Clay Matthews,4949,ED,1,LA,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2019,2
Patrick Chung,4957,S,1,NE,0,6,0,0,0,0,44.2,,,,,,0,0,0,0,0,2019,2
Kevin Huber,5066,P,1,CIN,0,0,0,5,0,4,60.5,,,64.2,,,0,0,0,0,0,2019,2
Thomas Morstead,5088,P,1,NO,0,0,0,5,0,3,60.4,,,64.2,,,0,0,0,0,0,2019,2
Jason McCourty,5127,CB,1,NE,0,1,1,0,0,0,60.0,,,,,,0,0,0,0,0,2019,2
Clinton McDonald,5173,DI,1,ARZ,0,0,0,0,5,0,29.9,,,,,,1,0,0,0,0,2019,2
Britton Colquitt,5192,P,1,MIN,0,0,0,6,0,4,60.6,,,60.2,,,0,0,0,0,0,2019,2
Ramon Foster,5229,G,1,PIT,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2019,2
Steve McLendon,5232,DI,1,NYJ,0,0,3,0,5,0,29.8,,,,,,1,0,0,0,0,2019,2
Nick Sundberg,5512,LS,1,WAS,0,0,0,4,0,3,63.9,,,,,,0,0,0,0,0,2019,2
Ndamukong Suh,5527,DI,1,TB,0,0,0,0,4,0,59.4,,,,,,0,0,0,0,0,2019,2
Gerald McCoy,5528,DI,1,CAR,0,0,1,0,5,0,59.9,,,,,,0,0,0,0,0,2019,2
Joe Haden,5532,CB,1,PIT,0,0,0,0,6,0,60.5,,,,,,0,0,0,0,0,2019,2
Tyson Alualu,5535,DI,1,PIT,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2019,2
Brandon Graham,5538,ED,1,PHI,0,0,0,0,5,0,60.2,,,,,,0,0,0,0,0,2019,2
Mike Iupati,5542,G,1,SEA,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2019,2
Bryan Bulaga,5548,T,1,GB,0,0,0,0,0,3,60.2,,,,,,0,0,0,0,0,2019,2
Devin McCourty,5552,S,1,NE,0,7,0,0,0,0,60.1,,,,,,0,0,0,0,0,2019,2
Patrick Robinson,5557,S,1,NO,6,4,3,0,0,0,64.9,,,,,,0,0,0,0,0,2019,2
Rodger Saffold,5558,G,1,TEN,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2019,2
Linval Joseph,5571,DI,1,MIN,0,0,0,0,3,0,59.1,,,,,,0,0,0,0,0,2019,2
Carlos Dunlap,5579,ED,1,CIN,0,0,1,0,8,0,59.4,,,,,,0,0,0,0,0,2019,2
Sean Lee,5580,LB,1,DAL,1,0,1,0,3,0,60.5,,,,,,0,0,0,0,0,2019,2
Morgan Burnett,5596,S,1,CLV,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2019,2
John Jerry,5598,T,1,CIN,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2019,2
Emmanuel Sanders,5606,WR,1,DEN,0,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2019,2
Corey Peters,5607,DI,1,ARZ,0,0,0,0,4,3,60.4,,,,,,0,0,0,0,0,2019,2
Everson Griffen,5624,ED,1,MIN,0,0,0,0,3,0,60.2,,,,,,0,0,0,0,0,2019,2
Al Woods,5646,DI,1,SEA,0,0,0,0,4,0,59.0,,,,,,0,0,0,0,0,2019,2
Marshall Newhouse,5692,T,1,NE,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2019,2
Ted Larsen,5728,G,1,CHI,0,0,0,0,0,4,61.0,,,,,,0,0,0,0,0,2019,2
Kurt Coleman,5767,S,1,BUF,3,5,5,7,0,0,50.8,,,,,,0,0,0,0,0,2019,2
Jon Weeks,5800,LS,1,HST,0,0,0,7,0,3,60.7,,,,,,0,0,0,0,0,2019,2
Darian Stewart,5820,S,1,TB,0,0,3,0,0,0,60.0,,,,,,0,0,0,0,0,2019,2
Ben Garland,5839,G,1,SF,0,0,0,0,0,2,60.1,,,,,,0,0,0,0,0,2019,2
Anthony Levine,6013,S,1,BLT,5,6,5,3,3,0,51.5,,,,,,1,0,0,0,0,2019,2
Morgan Cox,6020,LS,1,BLT,0,0,0,3,0,5,64.2,,,,,,0,0,0,0,0,2019,2
Albert McClellan,6022,LB,1,NYJ,5,2,6,7,0,0,68.0,,,,,,0,0,0,0,0,2019,2
Andrew Sendejo,6118,S,1,PHI,5,4,0,4,5,0,54.7,,,,,,0,0,0,0,0,2019,2
James Develin,6142,FB,1,NE,1,0,0,3,0,0,58.6,,,,,,0,0,0,0,0,2019,2
Tyron Smith,6161,T,1,DAL,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2019,2
J.J. Watt,6163,ED,1,HST,0,0,1,0,2,0,60.3,,,,,,0,0,0,0,0,2019,2
Nate Solder,6169,T,1,NYG,0,0,0,0,0,3,60.2,,,,,,0,0,0,0,0,2019,2
Prince Amukamara,6171,CB,1,CHI,0,0,3,0,0,0,61.0,,,,,,0,0,0,0,0,2019,2
Anthony Castonzo,6174,T,1,IND,0,0,0,0,0,3,60.2,,,,,,0,0,0,0,0,2019,2
