player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Cameron Meredith,10008,WR,1,CHI,15,11,73.3,113,0,70.2,71.7,78.7,71.5,,10.3,73,6.6,36,5,0,0,0,2,94.6,1,0,2016,6
DeAndre Hopkins,7808,WR,1,HST,14,9,64.3,71,0,78.9,78.3,77.3,70.6,,7.9,6,0.7,12,5,0,1,0,1,47.0,1,0,2016,6
Amari Cooper,9437,WR,1,OAK,13,10,76.9,129,0,89.9,87.8,78.0,71.1,,12.9,23,2.3,24,7,0,0,0,1,107.5,0,0,2016,6
Alshon Jeffery,7048,WR,1,CHI,13,7,53.8,93,0,69.8,68.0,75.6,69.5,,13.3,39,5.6,26,5,1,0,0,1,76.8,1,1,2016,6
Kelvin Benjamin,8663,WR,1,CAR,13,8,61.5,86,0,67.4,66.9,36.0,70.1,,10.8,14,1.8,20,5,2,0,0,0,80.9,0,0,2016,6
Terrelle Pryor Sr.,6944,WR,1,CLV,13,9,69.2,75,2,74.5,76.6,77.3,71.8,,8.3,2,0.2,16,4,0,0,0,0,123.4,0,0,2016,6
Randall Cobb,6216,WR,1,GB,11,7,63.6,53,1,64.5,64.2,75.6,69.5,,7.6,30,4.3,17,4,0,1,0,1,67.6,0,0,2016,6
Pierre Garcon,4519,WR,1,WAS,11,6,54.5,77,0,68.9,69.1,74.6,68.8,,12.8,35,5.8,22,4,0,0,0,0,76.7,1,0,2016,6
Odell Beckham Jr.,8647,WR,1,NYG,10,8,80.0,222,2,75.8,76.8,76.5,18.5,,27.8,127,15.9,75,4,0,0,1,3,158.3,1,0,2016,6
Ty Montgomery,9527,HB,1,GB,10,10,100.0,98,0,53.3,66.9,78.0,15.9,,9.8,77,7.7,15,5,0,0,1,0,107.5,0,0,2016,6
Mohamed Sanu,7084,WR,1,ATL,10,5,50.0,47,1,67.2,69.2,73.4,68.0,,9.4,6,1.2,14,3,0,0,0,0,96.7,0,0,2016,6
Demaryius Thomas,5547,WR,1,DEN,10,5,50.0,35,0,47.4,46.3,49.2,16.9,,7.0,16,3.2,11,1,1,0,1,0,58.3,0,0,2016,6
