player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,3,60.0,,,,,60.9,0,0,0,0,0,2013,1
David Akers,295,K,1,DET,0,0,0,0,0,6,60.0,,,,,64.3,0,0,0,0,0,2013,1
Charles Woodson,330,S,1,OAK,0,0,0,0,3,0,59.9,,,,,,0,0,0,0,0,2013,1
Patrick Mannelly,410,LS,1,CHI,0,0,0,5,0,4,51.6,,,,,,0,0,0,0,0,2013,1
Phil Dawson,422,K,1,SF,0,7,0,0,0,7,60.0,59.9,,,,51.8,0,0,0,0,0,2013,1
London Fletcher,424,LB,1,WAS,0,0,1,0,5,0,60.1,,,,,,0,0,0,0,0,2013,1
John Abraham,591,ED,1,ARZ,0,0,1,0,1,0,59.9,,,,,,0,0,0,0,0,2013,1
Sebastian Janikowski,595,K,1,OAK,0,4,0,0,0,4,60.0,60.0,,,,49.1,0,0,0,0,0,2013,1
Shane Lechler,673,P,1,HST,0,0,0,3,0,7,60.8,,,65.7,,,0,0,0,0,0,2013,1
Mike Leach,750,LS,1,ARZ,0,0,0,4,0,5,51.6,,,,,,0,0,0,0,0,2013,1
Paris Lenon,751,LB,1,DEN,0,3,9,1,0,0,45.6,,,,,,0,0,0,0,0,2013,1
Rian Lindell,754,K,1,TB,0,0,0,0,0,3,60.0,,,,,80.3,0,0,0,0,0,2013,1
Justin Smith,776,DI,1,SF,0,0,0,0,4,0,60.0,,,,,,0,0,0,0,0,2013,1
Santana Moss,786,WR,1,WAS,0,0,3,0,0,0,60.0,,,,60.7,,0,0,0,0,0,2013,1
Dominic Raiola,820,C,1,DET,0,0,0,0,0,6,60.4,,,,,,0,0,0,0,0,2013,1
Shaun Rogers,828,DI,1,NYG,0,0,0,0,6,0,59.0,,,,,,0,0,0,0,0,2013,1
