player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,63.5,3,4,75.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,6
Phil Dawson,422,K,1,SF,70.5,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,1,1,100.0,2015,6
Matt Bryant,1223,K,1,ATL,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,6
Josh Brown,1520,K,1,NYG,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,6
Mike Nugent,2264,K,1,CIN,68.8,4,4,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,6
Robbie Gould,2607,K,1,CHI,65.0,2,2,100.0,0,0,,3,3,100.0,1,1,100.0,0,0,,0,0,,2015,6
Nick Novak,2726,K,1,HST,66.7,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,6
Stephen Gostkowski,3063,K,1,NE,66.9,4,4,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,6
Matt Prater,3471,K,1,DET,66.4,4,4,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2015,6
Nick Folk,3794,K,1,NYJ,55.5,4,4,100.0,0,0,,0,0,,2,2,100.0,0,1,0.0,0,0,,2015,6
Mason Crosby,3809,K,1,GB,64.3,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2015,6
Stephen Hauschka,4655,K,1,SEA,70.8,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,2015,6
Dan Carpenter,4697,K,1,BUF,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,6
Ryan Succop,5180,K,1,TEN,62.6,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,6
Graham Gano,5443,K,1,CAR,47.2,3,4,75.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,6
Blair Walsh,7167,K,1,MIN,68.6,1,1,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2015,6
Justin Tucker,7604,K,1,BLT,58.9,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,0,0,,2015,6
Caleb Sturgis,7948,K,1,PHI,65.9,3,3,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2015,6
Dustin Hopkins,7958,K,1,WAS,69.0,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2015,6
Brandon McManus,8437,K,1,DEN,62.8,2,2,100.0,0,0,,2,2,100.0,2,2,100.0,0,0,,0,1,0.0,2015,6
Zach Hocker,8862,K,1,NO,44.2,4,4,100.0,0,0,,0,0,,1,1,100.0,0,1,0.0,0,1,0.0,2015,6
Cairo Santos,8932,K,1,KC,65.6,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,6
Chris Boswell,8990,K,1,PIT,75.3,1,1,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,1,1,100.0,2015,6
Chandler Catanzaro,9140,K,1,ARZ,50.4,1,1,100.0,0,0,,0,0,,2,2,100.0,0,1,0.0,0,0,,2015,6
Travis Coons,9268,K,1,CLV,63.1,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,6
Andrew Franks,9814,K,1,MIA,65.7,5,5,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,6
Josh Lambo,10133,K,1,SD,64.6,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2015,6
Jason Myers,10207,K,1,JAX,45.4,2,3,66.7,0,0,,0,0,,0,0,,0,0,,0,0,,2015,6
