player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Mark Ingram II,6180,HB,1,NO,31,30,100,3.3,2,63.0,63.3,79.6,60.0,47,1.57,19,5,3,0,0,0,2014,9
Jeremy Hill,8690,HB,1,CIN,27,24,154,6.4,2,65.1,64.5,78.3,60.0,56,2.33,60,10,4,0,0,0,2014,9
LeSean McCoy,4976,HB,1,PHI,25,23,117,5.1,0,59.3,61.3,78.4,60.0,30,1.3,26,5,1,0,0,0,2014,9
Andre Ellington,7968,HB,1,ARZ,22,21,95,4.5,0,84.1,78.2,78.5,60.0,63,3.0,20,4,3,0,0,0,2014,9
Marshawn Lynch,3628,HB,1,SEA,23,21,67,3.2,2,72.9,60.4,78.9,60.0,40,1.9,11,5,5,0,0,0,2014,9
Jamaal Charles,4387,HB,1,KC,21,20,78,3.9,1,68.5,73.2,77.4,60.0,35,1.75,11,4,6,0,0,0,2014,9
DeMarco Murray,6223,HB,1,DAL,19,19,79,4.2,0,75.5,73.3,78.0,,64,3.37,17,4,2,0,0,0,2014,9
Bobby Rainey Jr.,7511,HB,1,TB,19,19,87,4.6,0,68.5,71.0,77.3,,32,1.68,21,6,2,0,0,0,2014,9
Tre Mason,8710,HB,1,SL,22,19,65,3.4,0,68.5,67.3,77.7,60.0,39,2.05,21,3,3,0,0,0,2014,9
Alfred Morris,7165,HB,1,WAS,24,19,92,4.8,2,68.6,71.4,77.1,60.0,52,2.74,14,3,3,0,0,0,2014,9
Denard Robinson,7917,HB,1,JAX,19,17,94,5.5,1,62.6,59.5,76.9,60.0,45,2.65,39,3,0,0,0,0,2014,9
Terrance West,8729,HB,1,CLV,17,15,48,3.2,0,61.8,59.3,75.7,60.0,22,1.47,10,2,2,0,0,0,2014,9
Arian Foster,5398,HB,1,HST,16,15,56,3.7,0,61.0,64.7,75.9,60.0,15,1.0,18,3,0,0,0,0,2014,9
Frank Gore,2282,HB,1,SF,16,14,49,3.5,0,44.4,50.0,75.7,60.0,33,2.36,11,3,2,0,1,0,2014,9
Jerick McKinnon,8731,HB,1,MIN,15,14,54,3.9,0,61.9,61.9,75.9,60.0,29,2.07,15,1,0,0,0,0,2014,9
Darren McFadden,4318,HB,1,OAK,14,13,20,1.5,0,61.9,49.7,75.6,60.0,18,1.38,9,0,0,0,0,0,2014,9
Andre Williams,8748,HB,1,NYG,13,12,22,1.8,1,56.1,51.7,22.4,60.0,20,1.67,9,1,1,1,0,0,2014,9
Jonas Gray,7393,HB,1,NE,12,12,33,2.8,0,60.6,60.0,74.3,,26,2.17,13,1,3,0,0,0,2014,9
Branden Oliver,9286,HB,1,SD,12,12,18,1.5,0,62.2,59.6,75.3,,9,0.75,11,1,0,0,0,0,2014,9
Chris Johnson,4338,HB,1,NYJ,15,11,69,6.3,0,67.4,63.2,74.4,60.0,34,3.09,21,5,1,0,0,0,2014,9
Lamar Miller,7097,HB,1,MIA,14,11,49,4.5,1,53.6,63.3,74.1,60.0,29,2.64,14,5,3,0,0,0,2014,9
Damien Williams,9205,HB,1,MIA,11,11,28,2.5,0,55.6,55.7,74.4,,18,1.64,9,2,3,0,0,0,2014,9
Shane Vereen,6208,HB,1,NE,13,11,29,2.6,0,58.5,55.3,75.1,60.0,19,1.73,9,1,2,0,0,0,2014,9
Ben Tate,5583,HB,1,CLV,10,10,3,0.3,0,54.1,45.2,74.4,,16,1.6,4,0,1,0,0,0,2014,9
Matt Asiata,6432,HB,1,MIN,10,10,26,2.6,3,53.8,50.0,75.1,,17,1.7,7,3,0,0,0,0,2014,9
Le'Veon Bell,7829,HB,1,PIT,13,10,20,2.0,0,73.4,68.6,74.7,60.0,10,1.0,5,0,3,0,0,0,2014,9
Ronnie Hillman,7069,HB,1,DEN,11,10,16,1.6,1,47.8,56.4,75.5,60.0,16,1.6,4,1,5,0,0,0,2014,9
LeGarrette Blount,5863,HB,1,PIT,11,10,23,2.3,0,63.8,62.6,74.5,60.0,16,1.6,9,2,2,0,0,0,2014,9
Justin Forsett,4547,HB,1,BLT,9,9,38,4.2,0,71.4,65.9,74.3,,16,1.78,12,1,2,0,0,0,2014,9
Daniel Thomas,6214,HB,1,MIA,9,9,8,0.9,0,52.5,49.6,73.4,,11,1.22,5,0,0,0,0,0,2014,9
Chris Polk,7532,HB,1,PHI,10,8,50,6.3,1,93.9,91.4,72.1,60.0,29,3.63,22,5,2,0,0,0,2014,9
Chris Ivory,6007,HB,1,NYJ,9,8,22,2.8,0,52.3,53.4,72.1,60.0,8,1.0,6,0,0,0,0,0,2014,9
Russell Wilson,7077,QB,1,SEA,36,6,31,3.9,0,55.0,56.8,80.5,60.0,2,0.25,19,1,0,0,0,0,2014,9
Dan Herron,7179,HB,1,IND,8,8,10,1.3,0,50.0,50.7,81.4,,9,1.13,5,0,0,0,0,0,2014,9
Jonathan Stewart,4327,HB,1,CAR,10,8,36,4.5,0,82.1,87.4,72.1,60.0,20,2.5,12,4,2,0,0,0,2014,9
Lorenzo Taliaferro,8773,HB,1,BLT,8,7,21,3.0,0,47.5,42.3,21.1,60.0,8,1.14,6,0,0,1,0,0,2014,9
DeAngelo Williams,2972,HB,1,CAR,8,7,20,2.9,0,61.1,57.4,73.1,60.0,12,1.71,7,0,0,0,0,0,2014,9
Robert Griffin III,7008,QB,1,WAS,28,6,24,3.4,0,56.4,54.0,44.4,60.0,3,0.43,14,1,0,0,0,0,2014,9
Cam Newton,6153,QB,1,CAR,18,3,43,6.1,1,60.2,76.6,28.5,60.0,5,0.71,14,4,0,1,0,0,2014,9
Ahmad Bradshaw,3866,HB,1,IND,8,7,50,7.1,0,71.6,80.7,73.2,60.0,39,5.57,17,2,6,0,0,0,2014,9
Alfred Blue,8816,HB,1,HST,7,7,13,1.9,0,47.9,60.5,72.1,,15,2.14,7,1,1,0,0,0,2014,9
Trent Richardson,7009,HB,1,IND,7,7,33,4.7,0,65.7,64.4,72.9,,23,3.29,9,1,3,0,0,0,2014,9
Ryan Fitzpatrick,2467,QB,1,HST,22,0,49,8.2,0,42.3,63.1,28.1,60.0,29,4.83,16,1,2,1,0,0,2014,9
Mark Sanchez,4928,QB,1,PHI,34,3,5,1.0,0,62.8,57.1,77.8,60.0,0,0.0,3,1,0,0,0,0,2014,9
Cedric Peerman,5109,HB,1,CIN,6,5,9,1.8,0,60.4,55.8,70.9,60.0,6,1.2,4,0,0,0,0,0,2014,9
Colin Kaepernick,6188,QB,1,SF,19,3,14,2.8,0,38.7,28.6,22.9,60.0,6,1.2,9,0,1,3,0,0,2014,9
Bilal Powell,6278,HB,1,NYJ,5,5,20,4.0,0,57.7,57.8,69.7,,11,2.2,12,1,1,0,0,0,2014,9
Robert Turbin,7106,HB,1,SEA,12,5,35,7.0,0,71.5,72.9,70.3,60.8,18,3.6,17,2,1,0,0,0,2014,9
Marion Grice,8835,HB,1,ARZ,7,5,12,2.4,1,71.2,68.3,69.7,60.0,8,1.6,5,1,0,0,0,0,2014,9
Ryan Tannehill,7014,QB,1,MIA,21,3,47,11.8,0,85.2,41.1,28.7,60.0,11,2.75,22,3,0,1,0,0,2014,9
Drew Brees,802,QB,1,NO,36,3,2,0.5,1,86.1,63.1,28.9,60.0,0,0.0,3,1,0,2,0,0,2014,9
Peyton Hillis,4541,HB,1,NYG,4,4,20,5.0,0,64.9,63.5,71.6,,4,1.0,16,1,0,0,0,0,2014,9
Christine Michael,7843,HB,1,SEA,7,4,16,4.0,0,62.3,61.3,68.6,60.0,12,3.0,8,0,2,0,0,0,2014,9
Blake Bortles,8638,QB,1,JAX,24,3,10,2.5,0,41.5,45.1,79.4,60.0,5,1.25,5,0,0,0,0,0,2014,9
Michael Vick,773,QB,1,NYJ,24,1,18,4.5,0,66.7,53.2,27.2,60.9,1,0.25,6,2,1,1,0,0,2014,9
Donald Brown,4950,HB,1,SD,4,4,23,5.8,0,53.5,61.4,70.3,,15,3.75,16,1,1,0,0,0,2014,9
Benny Cunningham,8283,HB,1,SL,4,4,10,2.5,0,61.8,52.5,73.4,,4,1.0,8,0,0,0,0,0,2014,9
Mike James,7970,HB,1,TB,5,4,9,2.3,0,74.6,74.8,68.6,60.0,12,3.0,6,0,3,0,0,0,2014,9
Toby Gerhart,5576,HB,1,JAX,4,3,19,6.3,0,60.4,62.2,69.7,60.0,12,4.0,12,1,0,0,0,0,2014,9
