player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Peyton Manning,327,QB,1,DEN,56,54,34,63.0,389,7.2,1,2,56.7,56.5,60.0,81.6,2,3,3,0,0,75.3,0,19,2014,11
Brian Hoyer,5277,QB,1,CLV,52,50,20,40.0,330,6.6,1,1,41.8,44.2,48.0,49.5,2,1,4,2,0,61.3,0,19,2014,11
Eli Manning,1722,QB,1,NYG,47,45,22,48.9,280,6.2,1,5,50.7,50.8,,80.1,2,0,5,4,0,36.6,0,14,2014,11
Matt Ryan,4317,QB,1,ATL,48,45,31,68.9,268,6.0,1,0,81.8,80.9,58.3,80.1,2,0,2,2,0,91.7,1,18,2014,11
Mark Sanchez,4928,QB,1,PHI,47,44,26,59.1,346,7.9,2,2,46.2,54.3,34.2,24.6,3,1,2,1,0,80.3,0,18,2014,11
Jay Cutler,2956,QB,1,CHI,46,43,31,72.1,330,7.7,3,2,65.8,69.5,50.8,80.4,0,1,0,1,1,98.0,3,17,2014,11
Drew Brees,802,QB,1,NO,42,41,33,80.5,255,6.2,1,0,76.7,75.9,59.0,79.9,0,2,1,0,0,100.7,1,18,2014,11
Andrew Luck,7007,QB,1,IND,43,39,23,59.0,303,7.8,2,1,84.0,85.8,49.0,79.5,1,1,2,1,2,90.0,3,14,2014,11
Kyle Orton,2323,QB,1,BUF,42,39,22,56.4,193,4.9,0,0,31.8,33.7,54.6,79.7,2,2,3,3,0,69.7,1,9,2014,11
Cam Newton,6153,QB,1,CAR,39,37,23,62.2,292,7.9,2,2,64.8,63.4,63.4,80.2,2,0,2,0,0,82.3,0,15,2014,11
Aaron Rodgers,2241,QB,1,GB,39,36,22,61.1,341,9.5,3,0,94.9,92.8,78.2,28.4,1,1,2,2,0,120.3,2,19,2014,11
Ryan Tannehill,7014,QB,1,MIA,41,34,26,76.5,240,7.1,2,0,49.6,56.0,35.6,29.6,5,0,0,1,0,114.8,2,15,2014,11
Philip Rivers,1725,QB,1,SD,36,34,22,64.7,193,5.7,1,0,60.5,59.5,60.0,79.1,2,0,1,2,0,89.5,0,11,2014,11
Derek Carr,8671,QB,1,OAK,36,34,16,47.1,172,5.1,0,0,59.6,63.8,47.1,28.3,2,1,2,1,0,62.4,0,7,2014,11
Robert Griffin III,7008,QB,1,WAS,42,32,23,71.9,207,6.5,1,2,52.5,50.3,61.8,79.9,6,0,2,1,1,73.3,4,11,2014,11
Russell Wilson,7077,QB,1,SEA,40,32,20,62.5,178,5.6,2,0,81.7,74.3,85.0,79.6,2,1,1,3,0,98.2,6,14,2014,11
Ben Roethlisberger,1732,QB,1,PIT,38,32,21,65.6,207,6.5,1,1,74.3,71.9,65.3,79.2,5,0,0,0,0,81.1,1,15,2014,11
Drew Stanton,3659,QB,1,ARZ,32,32,21,65.6,306,9.6,2,2,49.5,50.6,61.0,79.2,0,1,0,0,0,91.4,0,13,2014,11
Matthew Stafford,4924,QB,1,DET,34,30,18,60.0,183,6.1,0,1,45.4,45.6,,78.4,4,0,2,0,0,63.6,0,6,2014,11
Tom Brady,698,QB,1,NE,30,30,19,63.3,257,8.6,2,2,76.7,75.1,60.0,78.2,0,0,2,2,0,85.0,0,13,2014,11
Ryan Mallett,6226,QB,1,HST,30,30,20,66.7,211,7.0,2,1,75.0,75.1,57.0,78.5,0,0,3,0,0,95.3,0,12,2014,11
Colin Kaepernick,6188,QB,1,SF,31,29,15,51.7,193,6.7,1,0,55.5,62.9,40.7,40.4,0,0,1,2,0,84.4,2,11,2014,11
Shaun Hill,1255,QB,1,SL,32,29,20,69.0,220,7.6,1,0,69.6,68.4,,26.7,3,0,0,1,0,102.7,0,12,2014,11
Teddy Bridgewater,8667,QB,1,MIN,32,28,18,64.3,158,5.6,1,1,60.2,62.9,50.8,78.4,2,0,2,4,0,76.2,2,7,2014,11
Zach Mettenberger,8813,QB,1,TEN,24,24,15,62.5,263,11.0,2,1,73.8,72.4,,76.1,0,2,1,1,1,110.2,0,10,2014,11
Josh McCown,1085,QB,1,TB,27,23,15,65.2,288,12.5,2,0,80.0,81.0,62.9,26.3,2,0,1,1,0,137.5,2,8,2014,11
Andy Dalton,6187,QB,1,CIN,25,22,16,72.7,220,10.0,3,0,94.8,94.4,64.7,77.6,1,0,2,1,0,143.9,2,14,2014,11
Alex Smith,2218,QB,1,KC,16,16,11,68.8,108,6.8,0,0,61.1,59.9,60.0,74.8,0,1,1,1,0,87.5,0,5,2014,11
Matt Flynn,4523,QB,1,GB,2,2,2,100.0,26,13.0,0,0,56.7,55.3,60.5,69.8,0,0,0,0,0,118.8,0,1,2014,11
Andy Lee,1906,P,1,SF,1,1,0,0.0,0,0.0,0,0,20.7,27.0,,60.4,0,0,0,0,0,39.6,0,0,2014,11
