player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Nick Chubb,45783,HB,1,CLV,29,28,84,3.0,1,63.0,57.9,79.4,60.0,79,2.82,27,5,3,0,0,0,2018,12
Ezekiel Elliott,10638,HB,1,DAL,30,26,121,4.7,1,66.5,66.3,79.2,60.0,45,1.73,16,5,1,0,0,0,2018,12
Gus Edwards,46027,HB,1,BLT,29,23,118,5.1,0,62.4,63.9,77.9,59.9,73,3.17,19,5,5,0,0,0,2018,12
Josh Adams,45662,HB,1,PHI,23,22,84,3.8,1,68.7,76.0,77.9,60.0,61,2.77,19,5,5,0,0,0,2018,12
Sony Michel,27589,HB,1,NE,21,21,133,6.3,1,90.3,86.0,77.9,,67,3.19,33,7,6,0,0,0,2018,12
LeGarrette Blount,5863,HB,1,DET,20,19,88,4.6,2,71.2,68.7,77.0,60.0,77,4.05,27,4,5,0,0,0,2018,12
Peyton Barber,10927,HB,1,TB,19,18,47,2.6,1,67.9,69.4,77.1,60.0,47,2.61,14,5,4,0,0,0,2018,12
Leonard Fournette,11759,HB,1,JAX,21,18,95,5.3,2,79.5,76.7,77.0,59.9,76,4.22,16,5,4,0,0,0,2018,12
Aaron Jones,11937,HB,1,GB,18,17,72,4.2,1,64.9,63.3,76.7,60.0,44,2.59,11,5,2,0,0,0,2018,12
David Johnson,9519,HB,1,ARZ,18,17,63,3.7,0,51.9,54.1,76.9,60.0,24,1.41,12,5,0,0,0,0,2018,12
LeSean McCoy,4976,HB,1,BUF,22,17,46,2.7,0,68.4,69.0,76.4,60.0,33,1.94,7,4,1,0,0,0,2018,12
Christian McCaffrey,11763,HB,1,CAR,26,17,125,7.4,1,54.2,55.3,17.5,53.6,28,1.65,59,6,1,3,0,0,2018,12
Chris Carson,12004,HB,1,SEA,18,16,55,3.4,1,56.5,55.9,24.6,60.0,57,3.56,16,6,3,1,0,0,2018,12
Marlon Mack,11898,HB,1,IND,15,15,85,5.7,0,54.0,56.7,76.2,,35,2.33,25,3,0,0,0,0,2018,12
Phillip Lindsay,12660,HB,1,DEN,17,14,110,7.9,1,63.4,70.5,75.5,60.0,36,2.57,32,4,0,0,0,0,2018,12
Joe Mixon,11803,HB,1,CIN,16,14,89,6.4,0,70.4,69.0,77.0,60.0,54,3.86,32,4,3,0,0,0,2018,12
Frank Gore,2282,HB,1,MIA,15,14,67,4.8,0,70.8,72.7,75.7,60.0,62,4.43,23,4,1,0,0,0,2018,12
Matt Breida,12271,HB,1,SF,16,14,106,7.6,0,81.3,77.1,75.8,60.0,53,3.79,33,6,3,0,0,0,2018,12
Alvin Kamara,11822,HB,1,NO,21,14,89,6.4,0,83.7,87.0,76.8,57.8,44,3.14,18,6,4,0,0,0,2018,12
James Conner,11860,HB,1,PIT,13,13,53,4.1,0,53.8,57.4,24.0,,29,2.23,11,3,0,1,0,0,2018,12
Alfred Blue,8816,HB,1,HST,15,13,49,3.8,0,66.3,68.6,74.9,60.0,35,2.69,9,1,0,0,0,0,2018,12
Josh Allen,46601,QB,1,BUF,27,5,99,7.6,1,79.1,67.7,28.1,60.0,42,3.23,45,4,3,1,0,0,2018,12
Saquon Barkley,45791,HB,1,NYG,13,13,101,7.8,1,84.6,86.9,76.8,,88,6.77,51,2,5,0,0,0,2018,12
Lamar Miller,7097,HB,1,HST,13,12,162,13.5,1,87.8,90.7,75.3,60.0,142,11.83,97,4,6,0,0,0,2018,12
Adrian Peterson,3623,HB,1,WAS,12,12,35,2.9,0,58.7,56.1,75.2,,22,1.83,9,1,2,0,0,0,2018,12
Mark Ingram II,6180,HB,1,NO,15,11,52,4.7,0,67.1,66.7,74.4,60.0,31,2.82,12,1,2,0,0,0,2018,12
Doug Martin,7035,HB,1,OAK,12,11,51,4.6,1,69.6,64.0,74.6,60.0,33,3.0,14,2,2,0,0,0,2018,12
Latavius Murray,7962,HB,1,MIN,14,11,33,3.0,0,57.3,58.1,73.8,60.0,25,2.27,8,2,0,0,0,0,2018,12
Lamar Jackson,46416,QB,1,BLT,42,10,71,6.5,1,68.5,58.2,28.9,60.0,3,0.27,39,4,0,1,1,0,2018,12
Melvin Gordon III,9448,HB,1,LAC,11,10,61,6.1,2,83.6,87.0,74.8,60.0,25,2.5,28,5,3,0,0,0,2018,12
