player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,7,60.0,,,,,75.6,0,0,0,0,0,2013,7
David Akers,295,K,1,DET,0,0,0,0,0,5,60.0,,,,,63.2,0,0,0,0,0,2013,7
Patrick Mannelly,410,LS,1,CHI,0,0,0,3,0,8,50.2,,,,,,0,0,0,0,0,2013,7
Phil Dawson,422,K,1,SF,0,6,0,0,0,5,60.0,60.0,,,,64.1,0,0,0,0,0,2013,7
London Fletcher,424,LB,1,WAS,0,0,2,0,8,0,60.2,,,,,,0,0,0,0,0,2013,7
Brian Moorman,562,P,1,BUF,0,0,0,7,0,5,60.7,,,63.2,,,0,0,0,0,0,2013,7
Brian Waters,575,G,1,DAL,0,0,0,0,0,3,60.7,,,,,,0,0,0,0,0,2013,7
John Abraham,591,ED,1,ARZ,0,0,0,0,6,0,60.5,,,,,,0,0,0,0,0,2013,7
Shane Lechler,673,P,1,HST,0,0,0,5,0,4,60.5,,,68.9,,,0,0,0,0,0,2013,7
Mike Leach,750,LS,1,ARZ,0,0,0,4,0,4,65.6,,,,,,0,0,0,1,0,2013,7
Paris Lenon,751,LB,1,DEN,1,0,1,0,7,0,60.2,,,,,,0,0,0,0,0,2013,7
Rian Lindell,754,K,1,TB,0,0,0,0,0,5,60.0,,,,,65.2,0,0,0,0,0,2013,7
Justin Smith,776,DI,1,SF,0,0,2,0,3,0,59.8,,,,,,0,0,0,0,0,2013,7
Ryan Pickett,799,DI,1,GB,0,0,1,0,0,0,59.8,,,,,,0,0,0,0,0,2013,7
Reggie Wayne,800,WR,1,IND,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0,2013,7
Dominic Raiola,820,C,1,DET,0,0,0,0,0,5,60.5,,,,,,0,0,0,0,0,2013,7
Shaun Rogers,828,DI,1,NYG,0,0,1,0,2,0,59.6,,,,,,0,0,0,0,0,2013,7
Roberto Garza,856,C,1,CHI,0,0,0,0,0,8,61.0,,,,,,0,0,0,0,0,2013,7
