player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Adrian Peterson,3623,HB,1,MIN,37,35,211,6.0,0,84.0,82.9,80.6,60.0,99,2.83,23,12,9,0,0,0,2013,13
Matt Forte,4358,HB,1,CHI,24,23,120,5.2,0,69.6,62.4,78.4,60.0,58,2.52,41,6,1,0,0,0,2013,13
Steven Jackson,1745,HB,1,ATL,24,23,84,3.7,2,70.2,69.5,78.3,60.0,34,1.48,27,4,1,0,0,0,2013,13
Maurice Jones-Drew,3005,HB,1,JAX,24,23,77,3.3,0,54.6,54.4,78.4,59.9,48,2.09,18,3,1,0,0,0,2013,13
Lamar Miller,7097,HB,1,MIA,23,22,72,3.3,0,66.6,62.9,78.2,60.0,45,2.05,17,3,3,0,0,0,2013,13
Ben Tate,5583,HB,1,HST,25,22,102,4.6,3,72.2,73.2,77.7,59.1,48,2.18,20,5,5,0,0,0,2013,13
BenJarvus Green-Ellis,4599,HB,1,CIN,22,20,92,4.6,1,67.2,68.7,26.1,58.1,47,2.35,13,7,2,1,0,0,2013,13
Reggie Bush,2947,HB,1,DET,21,20,117,5.9,1,76.0,65.4,27.2,59.6,45,2.25,23,6,5,1,0,0,2013,13
LeSean McCoy,4976,HB,1,PHI,28,19,79,4.2,0,69.1,71.1,77.9,58.5,35,1.84,19,5,3,0,0,0,2013,13
Zac Stacy,7942,HB,1,SL,20,19,72,3.8,0,56.7,59.2,77.3,60.0,30,1.58,11,2,0,0,0,0,2013,13
Jamaal Charles,4387,HB,1,KC,20,19,93,4.9,1,71.2,68.1,26.1,60.0,41,2.16,15,8,4,1,0,0,2013,13
Joique Bell,5797,HB,1,DET,20,19,94,4.9,1,66.6,69.8,77.3,60.0,50,2.63,19,6,2,0,0,0,2013,13
Rashard Mendenhall,4337,HB,1,ARZ,18,18,76,4.2,0,91.5,91.2,76.8,,41,2.28,14,6,3,0,0,0,2013,13
Chris Johnson,4338,HB,1,TEN,21,18,69,3.8,0,68.1,67.5,77.5,60.0,25,1.39,9,3,1,0,0,0,2013,13
Bobby Rainey Jr.,7511,HB,1,TB,18,17,63,3.7,0,58.8,57.0,77.0,60.0,26,1.53,16,4,1,0,0,0,2013,13
Rashad Jennings,5174,HB,1,OAK,20,17,35,2.1,2,63.8,60.8,76.6,59.2,29,1.71,9,4,3,0,0,0,2013,13
DeMarco Murray,6223,HB,1,DAL,18,17,63,3.7,3,77.4,77.4,77.3,59.7,49,2.88,11,7,3,0,0,0,2013,13
Le'Veon Bell,7829,HB,1,PIT,16,16,73,4.6,1,80.3,71.8,77.1,72.5,35,2.19,43,4,0,0,0,0,2013,13
Marshawn Lynch,3628,HB,1,SEA,19,16,45,2.8,0,49.7,54.4,24.9,60.4,26,1.63,14,1,2,1,0,0,2013,13
Frank Gore,2282,HB,1,SF,16,15,42,2.8,1,48.3,44.4,24.4,60.0,25,1.67,10,2,2,1,0,0,2013,13
Knowshon Moreno,4935,HB,1,DEN,15,15,18,1.2,0,62.1,51.7,76.4,60.0,20,1.33,13,1,1,0,1,0,2013,13
C.J. Spiller,5534,HB,1,BUF,15,15,149,9.9,1,90.9,90.0,75.9,,91,6.07,77,3,7,0,0,0,2013,13
Andre Brown,5053,HB,1,NYG,16,14,35,2.5,2,59.2,61.7,75.8,59.2,14,1.0,23,2,0,0,0,0,2013,13
Ryan Mathews,5537,HB,1,SD,15,14,60,4.3,0,66.5,66.4,76.3,60.0,31,2.21,13,2,4,0,1,0,2013,13
Willis McGahee,1339,HB,1,CLV,14,14,57,4.1,1,76.9,74.6,75.5,,29,2.07,11,7,2,0,0,0,2013,13
Donald Brown,4950,HB,1,IND,17,14,54,3.9,1,71.5,74.9,75.5,58.7,41,2.93,14,3,4,0,0,0,2013,13
Giovani Bernard,7818,HB,1,CIN,14,14,57,4.1,0,62.9,67.6,75.3,,24,1.71,19,4,1,0,0,0,2013,13
Jonathan Stewart,4327,HB,1,CAR,15,14,39,2.8,0,71.5,71.5,75.9,60.0,38,2.71,6,0,6,0,0,0,2013,13
Montee Ball,7839,HB,1,DEN,16,13,117,9.0,0,89.0,85.1,74.9,59.2,73,5.62,45,5,3,0,0,0,2013,13
Lance Dunbar,7332,HB,1,DAL,12,12,82,6.8,0,82.8,78.4,74.5,,71,5.92,45,3,4,0,0,0,2013,13
Chris Ivory,6007,HB,1,NYJ,13,12,61,5.1,0,87.4,85.9,74.5,60.0,65,5.42,32,2,1,0,0,0,2013,13
Ray Rice,4369,HB,1,BLT,15,12,32,2.7,0,58.5,58.8,75.7,59.3,14,1.17,9,1,0,0,1,0,2013,13
