player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,6,60.0,,,,,65.6,0,0,0,0,0,2016,7
Phil Dawson,422,K,1,SF,0,2,0,0,0,3,60.0,60.0,,,,63.2,0,0,0,0,0,2016,7
Sebastian Janikowski,595,K,1,OAK,0,9,0,0,0,7,60.1,52.4,,,,71.6,0,0,0,0,0,2016,7
Shane Lechler,673,P,1,HST,0,0,0,5,0,4,60.5,,,64.5,,,0,0,0,0,0,2016,7
Julius Peppers,1010,ED,1,GB,0,0,0,0,2,6,60.5,,,,,,0,0,0,0,0,2016,7
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,7,60.0,,,,,57.9,0,0,0,0,0,2016,7
James Harrison,1251,ED,1,PIT,0,0,0,0,3,0,60.1,,,,,,0,0,0,0,0,2016,7
Terence Newman,1321,CB,1,MIN,0,0,0,0,3,0,60.5,,,,,,0,0,0,0,0,2016,7
Jon Dorenbos,1600,LS,1,PHI,0,0,0,4,0,4,58.4,,,,,,0,0,0,0,0,2016,7
Cullen Jenkins,1637,DI,1,WAS,0,0,0,0,5,0,60.2,,,,,,0,0,0,0,0,2016,7
Vince Wilfork,1742,DI,1,HST,0,0,0,0,4,0,59.5,,,,,,0,0,0,0,0,2016,7
Karlos Dansby,1754,LB,1,CIN,0,0,1,0,3,0,60.1,,,,,,0,0,0,0,0,2016,7
Daryl Smith,1760,LB,1,TB,0,0,0,0,3,0,60.1,,,,,,0,0,0,0,0,2016,7
Donnie Jones,1939,P,1,PHI,0,0,0,4,0,4,60.5,,,67.5,,,0,0,0,0,0,2016,7
Mike Adams,1972,S,1,IND,1,0,2,0,4,0,60.2,,,,,,0,0,0,0,0,2016,7
Don Muhlbach,2130,LS,1,DET,0,0,0,3,0,5,54.6,,,,,,0,0,0,0,0,2016,7
Adam Jones,2223,CB,1,CIN,2,0,1,0,0,0,60.0,,59.5,,60.0,,0,0,0,0,0,2016,7
Derrick Johnson,2232,LB,1,KC,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2016,7
Mike Nugent,2264,K,1,CIN,0,5,0,0,0,7,60.0,60.0,,,,40.9,0,0,0,0,0,2016,7
Jonathan Babineaux,2276,DI,1,ATL,0,0,0,0,0,7,60.8,,,,,,0,0,0,0,0,2016,7
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,3,60.4,,,,,,0,0,0,0,0,2016,7
Dustin Colquitt,2316,P,1,KC,0,0,0,4,0,5,60.6,,,72.8,,,0,0,0,0,0,2016,7
Darren Sproles,2347,HB,1,PHI,1,0,5,0,0,0,60.1,,,,61.0,,0,0,0,0,0,2016,7
Joe Berger,2424,C,1,MIN,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2016,7
Lorenzo Alexander,2476,ED,1,BUF,0,6,5,7,4,0,66.0,,,,,,0,0,1,0,1,2016,7
Jon Condo,2539,LS,1,OAK,0,0,0,5,0,7,30.0,,,,,,0,0,0,0,0,2016,7
