player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,62.0,1,1,100.0,0,0,,0,0,,2,3,66.7,1,1,100.0,0,1,0.0,2017,16
Phil Dawson,422,K,1,ARZ,46.5,2,3,66.7,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,16
Matt Bryant,1223,K,1,ATL,85.4,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2017,16
Mike Nugent,2264,K,1,CHI,62.3,2,3,66.7,0,0,,0,0,,0,0,,0,0,,0,0,,2017,16
Robbie Gould,2607,K,1,SF,65.6,5,6,83.3,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,16
Stephen Gostkowski,3063,K,1,NE,66.7,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2017,16
Matt Prater,3471,K,1,DET,50.9,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,1,0.0,2017,16
Stephen Hauschka,4655,K,1,BUF,53.5,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,1,0.0,2017,16
Ryan Succop,5180,K,1,TEN,52.3,2,2,100.0,0,0,,2,2,100.0,1,1,100.0,0,1,0.0,0,0,,2017,16
Graham Gano,5443,K,1,CAR,63.4,1,2,50.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,0,,2017,16
Dan Bailey,6796,K,1,DAL,39.0,0,0,,0,0,,0,0,,2,3,66.7,0,1,0.0,2,2,100.0,2017,16
Kai Forbath,6860,K,1,MIN,66.7,1,1,100.0,0,0,,2,2,100.0,0,0,,1,1,100.0,0,0,,2017,16
Randy Bullock,7154,K,1,CIN,69.3,2,2,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,1,1,100.0,2017,16
Blair Walsh,7167,K,1,SEA,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,16
Giorgio Tavecchio,7278,K,1,OAK,48.2,1,1,100.0,0,0,,1,1,100.0,0,0,,0,1,0.0,0,0,,2017,16
Justin Tucker,7604,K,1,BLT,65.6,2,2,100.0,0,0,,0,0,,3,3,100.0,0,0,,0,0,,2017,16
Dustin Hopkins,7958,K,1,WAS,64.6,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2017,16
Brandon McManus,8437,K,1,DEN,60.3,0,0,,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,16
Chris Boswell,8990,K,1,PIT,66.2,4,4,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2017,16
Cody Parkey,9030,K,1,MIA,52.2,1,1,100.0,0,0,,1,1,100.0,0,0,,1,2,50.0,0,0,,2017,16
Chandler Catanzaro,9140,K,1,NYJ,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,16
Patrick Murray,9389,K,1,TB,54.5,1,1,100.0,0,0,,2,2,100.0,1,1,100.0,1,1,100.0,0,1,0.0,2017,16
Josh Lambo,10133,K,1,JAX,49.6,2,3,66.7,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,16
Nick Rose,11091,K,1,LAC,48.4,2,2,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2017,16
Wil Lutz,11096,K,1,NO,68.1,2,2,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2017,16
Aldrick Rosas,11331,K,1,NYG,54.4,0,0,,0,0,,0,0,,0,1,0.0,0,0,,0,0,,2017,16
Sam Ficken,11437,K,1,LA,33.1,3,4,75.0,0,0,,0,0,,0,1,0.0,0,0,,0,0,,2017,16
Jake Elliott,11908,K,1,PHI,59.2,1,1,100.0,0,0,,0,0,,1,2,50.0,1,1,100.0,0,0,,2017,16
Zane Gonzalez,11979,K,1,CLV,61.5,0,0,,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,16
Harrison Butker,11988,K,1,KC,57.3,2,2,100.0,0,0,,2,2,100.0,2,2,100.0,1,2,50.0,0,0,,2017,16
