player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Melvin Gordon III,9448,HB,1,SD,24,24,70,2.9,0,58.9,57.6,78.8,,35,1.46,19,3,3,0,0,0,2016,10
Devontae Booker,10770,HB,1,DEN,28,24,76,3.2,0,55.8,51.7,78.4,60.0,62,2.58,11,1,0,0,0,0,2016,10
Rob Kelley,11090,HB,1,WAS,24,22,97,4.4,0,59.1,58.8,77.8,60.0,76,3.45,21,5,8,0,0,0,2016,10
Terrance West,8729,HB,1,BLT,21,21,65,3.1,0,71.5,68.7,77.5,,53,2.52,17,2,4,0,0,0,2016,10
LeGarrette Blount,5863,HB,1,NE,25,21,69,3.3,3,62.8,63.4,77.4,60.0,48,2.29,13,6,1,0,0,0,2016,10
Todd Gurley II,9443,HB,1,LA,24,21,64,3.0,0,57.8,56.2,77.9,60.0,34,1.62,13,2,1,0,0,0,2016,10
Ezekiel Elliott,10638,HB,1,DAL,21,21,114,5.4,2,76.7,74.0,78.2,,48,2.29,32,7,2,0,0,0,2016,10
Matt Forte,4358,HB,1,NYJ,21,20,98,4.9,0,61.7,66.0,77.4,60.0,71,3.55,28,4,3,0,0,0,2016,10
David Johnson,9519,HB,1,ARZ,20,19,55,2.9,1,67.0,55.5,77.9,60.0,36,1.89,18,2,2,0,0,0,2016,10
Ryan Mathews,5537,HB,1,PHI,19,19,109,5.7,2,81.6,77.6,77.4,,47,2.47,21,8,1,0,0,0,2016,10
Jay Ajayi,9582,HB,1,MIA,22,19,79,4.2,0,63.9,62.9,77.0,60.0,46,2.42,40,3,5,0,0,0,2016,10
C.J. Prosise,10724,HB,1,SEA,19,17,66,3.9,0,78.2,62.2,77.4,60.0,42,2.47,10,2,3,0,0,0,2016,10
Le'Veon Bell,7829,HB,1,PIT,18,17,56,3.3,1,66.1,55.9,27.0,60.0,45,2.65,16,5,3,1,0,0,2016,10
DeMarco Murray,6223,HB,1,TEN,22,17,123,7.2,1,66.7,59.6,76.8,59.3,23,1.35,75,2,0,0,0,0,2016,10
Doug Martin,7035,HB,1,TB,17,16,33,2.1,1,55.0,54.7,76.4,60.0,29,1.81,10,1,0,0,0,0,2016,10
Rashad Jennings,5174,HB,1,NYG,17,15,87,5.8,0,73.3,81.0,76.1,60.0,41,2.73,25,4,5,0,0,0,2016,10
Jordan Howard,10784,HB,1,CHI,15,15,100,6.7,0,78.3,77.2,23.4,,62,4.13,15,5,5,1,0,0,2016,10
Jeremy Hill,8690,HB,1,CIN,15,15,46,3.1,1,49.7,51.0,75.8,,22,1.47,9,3,0,0,0,0,2016,10
Lamar Miller,7097,HB,1,HST,15,15,83,5.5,0,60.3,61.4,75.5,,61,4.07,45,3,2,0,0,0,2016,10
Carlos Hyde,8692,HB,1,SF,15,13,14,1.1,0,48.4,47.8,74.7,60.0,30,2.31,5,1,4,0,0,0,2016,10
Spencer Ware,7975,HB,1,KC,15,13,61,4.7,0,65.1,65.8,75.4,60.0,35,2.69,12,7,2,0,0,0,2016,10
Jonathan Stewart,4327,HB,1,CAR,23,13,39,3.0,0,53.1,53.0,75.1,59.2,33,2.54,10,2,1,0,0,0,2016,10
Wendell Smallwood,10787,HB,1,PHI,13,13,70,5.4,0,54.0,64.1,75.9,,49,3.77,19,2,1,0,0,0,2016,10
Cam Newton,6153,QB,1,CAR,29,12,54,4.5,1,69.3,58.6,81.6,60.0,22,1.83,28,4,1,0,0,0,2016,10
Devonta Freeman,8738,HB,1,ATL,12,12,49,4.1,0,64.8,61.8,75.2,,30,2.5,17,3,4,0,0,0,2016,10
Peyton Barber,10927,HB,1,TB,12,12,38,3.2,0,63.0,62.2,74.3,,25,2.08,7,1,0,0,0,0,2016,10
Mark Ingram II,6180,HB,1,NO,12,11,50,4.5,0,61.4,59.5,74.4,60.0,34,3.09,10,3,2,0,0,0,2016,10
Colin Kaepernick,6188,QB,1,SF,21,3,55,5.5,1,66.5,62.0,79.8,60.0,27,2.7,19,3,1,0,0,0,2016,10
Matt Asiata,6432,HB,1,MIN,10,9,13,1.4,1,61.2,59.6,73.1,60.0,6,0.67,6,2,0,0,0,0,2016,10
Chris Ivory,6007,HB,1,JAX,11,9,31,3.4,0,59.3,58.9,74.4,60.0,29,3.22,13,1,5,0,0,0,2016,10
T.J. Yeldon,9469,HB,1,JAX,9,9,32,3.6,0,73.4,74.4,73.7,,35,3.89,7,1,4,0,0,0,2016,10
Isaiah Crowell,9295,HB,1,CLV,9,9,23,2.6,0,43.9,38.9,74.2,,7,0.78,9,1,0,0,0,0,2016,10
Derrick Henry,10679,HB,1,TEN,12,9,31,3.4,0,54.1,55.2,72.7,60.0,24,2.67,19,1,1,0,0,0,2016,10
Paul Perkins,10783,HB,1,NYG,9,9,31,3.4,0,57.2,58.1,72.7,,21,2.33,9,0,1,0,0,0,2016,10
Tim Hightower,4463,HB,1,NO,8,8,21,2.6,0,54.4,47.8,74.3,,18,2.25,3,0,0,0,0,0,2016,10
Akeem Hunt,9839,HB,1,HST,8,8,52,6.5,0,66.1,67.7,72.5,,14,1.75,17,2,2,0,0,0,2016,10
James Starks,5716,HB,1,GB,8,7,33,4.7,0,64.2,62.8,74.2,60.0,21,3.0,11,3,0,0,0,0,2016,10
Kapri Bibbs,8906,HB,1,DEN,7,7,22,3.1,0,52.3,52.2,71.4,,14,2.0,9,0,0,0,0,0,2016,10
Alfred Blue,8816,HB,1,HST,7,7,23,3.3,0,77.6,77.2,71.4,,19,2.71,12,2,0,0,0,0,2016,10
Giovani Bernard,7818,HB,1,CIN,7,7,17,2.4,0,49.7,58.3,72.7,,14,2.0,7,0,1,0,1,0,2016,10
Kenneth Dixon,10768,HB,1,BLT,7,6,38,6.3,0,76.4,88.9,73.3,60.0,28,4.67,11,3,3,0,0,0,2016,10
Jerick McKinnon,8731,HB,1,MIN,7,6,16,2.7,0,55.3,54.0,72.0,60.0,6,1.0,13,1,0,0,1,0,2016,10
Trevor Siemian,9683,QB,1,DEN,35,4,5,0.8,0,38.1,49.8,80.8,60.0,7,1.17,3,2,0,0,0,0,2016,10
Benny Cunningham,8283,HB,1,LA,6,6,40,6.7,0,53.0,41.2,20.6,,12,2.0,24,3,1,1,0,0,2016,10
Tom Brady,698,QB,1,NE,27,4,7,1.4,0,66.8,42.2,28.9,60.0,1,0.2,3,2,0,1,0,0,2016,10
DuJuan Harris,6595,HB,1,SF,6,5,14,2.8,0,56.5,56.7,70.6,60.0,13,2.6,8,0,0,0,0,0,2016,10
Case Keenum,7323,QB,1,LA,32,3,11,2.2,0,66.1,64.7,79.1,60.3,0,0.0,7,1,0,0,0,0,2016,10
Christine Michael,7843,HB,1,SEA,5,5,22,4.4,0,65.4,65.8,70.3,,12,2.4,9,1,4,0,0,0,2016,10
Marcus Mariota,9435,QB,1,TEN,30,4,0,0.0,0,83.7,54.6,78.2,60.0,0,0.0,6,0,0,0,0,0,2016,10
Chris Thompson,7936,HB,1,WAS,4,4,25,6.3,0,61.6,57.6,19.1,,16,4.0,9,0,0,1,0,0,2016,10
Ronnie Hillman,7069,HB,1,MIN,5,4,4,1.0,0,60.3,63.7,69.7,60.0,8,2.0,11,0,0,0,0,0,2016,10
Alex Smith,2218,QB,1,KC,17,1,13,3.3,0,53.1,63.7,80.2,60.0,14,3.5,6,0,0,0,1,0,2016,10
Alfred Morris,7165,HB,1,DAL,4,4,13,3.3,0,51.5,51.7,71.1,,9,2.25,6,0,0,0,0,0,2016,10
Bilal Powell,6278,HB,1,NYJ,6,4,37,9.3,0,71.5,58.1,71.8,58.0,23,5.75,17,2,3,0,0,0,2016,10
Carson Wentz,10636,QB,1,PHI,37,3,10,2.5,0,68.4,70.0,29.5,60.0,2,0.5,13,1,0,1,1,0,2016,10
Blake Bortles,8638,QB,1,JAX,20,2,11,3.7,0,55.1,44.5,25.9,60.0,19,6.33,11,1,1,2,0,0,2016,10
Eli Manning,1722,QB,1,NYG,26,2,4,1.3,0,68.6,66.5,80.6,60.0,13,4.33,6,1,0,0,0,0,2016,10
Russell Wilson,7077,QB,1,SEA,25,2,6,2.0,0,77.2,51.5,80.1,60.0,5,1.67,6,0,0,0,1,0,2016,10
Aaron Rodgers,2241,QB,1,GB,11,1,27,9.0,1,75.0,63.6,81.7,60.0,0,0.0,20,0,0,0,1,0,2016,10
Brock Osweiler,7059,QB,1,HST,30,0,23,7.7,0,72.4,79.7,77.9,60.0,0,0.0,11,2,0,0,0,0,2016,10
Ryan Tannehill,7014,QB,1,MIA,24,2,16,5.3,0,94.3,72.4,77.1,60.0,30,10.0,18,1,1,1,0,0,2016,10
Ty Montgomery,9527,HB,1,GB,3,3,9,3.0,0,60.5,60.8,70.4,,6,2.0,5,0,0,0,0,0,2016,10
