player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Andy Dalton,6187,QB,1,CIN,57,54,31,57.4,366,6.8,1,0,68.2,70.0,54.5,81.5,1,1,4,3,0,84.3,2,17,2016,2
Jameis Winston,9434,QB,1,TB,57,52,27,51.9,243,4.7,1,4,59.4,56.9,66.6,38.4,3,1,2,2,1,39.2,2,14,2016,2
Blake Bortles,8638,QB,1,JAX,55,50,31,62.0,329,6.6,2,2,55.9,54.4,65.8,35.6,2,2,1,0,1,77.8,3,16,2016,2
Kirk Cousins,7102,QB,1,WAS,50,46,28,60.9,364,7.9,1,1,62.3,58.0,78.2,80.5,2,1,1,2,0,84.0,2,20,2016,2
Joe Flacco,4332,QB,1,BLT,45,45,25,55.6,302,6.7,2,2,80.4,79.2,60.0,80.3,0,0,3,3,2,72.6,0,17,2016,2
Derek Carr,8671,QB,1,OAK,48,45,34,75.6,299,6.6,3,0,68.3,68.6,54.5,80.4,1,0,1,2,0,115.0,2,17,2016,2
Ryan Tannehill,7014,QB,1,MIA,49,45,32,71.1,387,8.6,2,2,85.1,83.0,66.3,81.0,0,1,0,1,0,93.5,4,20,2016,2
Drew Brees,802,QB,1,NO,46,44,29,65.9,263,6.0,1,0,72.8,71.6,,80.1,2,1,3,0,0,89.5,0,15,2016,2
Eli Manning,1722,QB,1,NYG,43,41,32,78.0,368,9.0,0,0,87.4,85.6,61.0,32.5,2,1,3,0,0,104.1,0,15,2016,2
Cam Newton,6153,QB,1,CAR,42,40,24,60.0,353,8.8,4,1,81.5,81.4,60.0,32.8,1,2,4,1,0,111.8,1,15,2016,2
Andrew Luck,7007,QB,1,IND,47,40,21,52.5,197,4.9,1,1,57.5,53.6,80.2,80.8,5,3,2,2,1,64.3,2,13,2016,2
Matthew Stafford,4924,QB,1,DET,46,40,22,55.0,260,6.5,1,1,77.6,75.9,62.5,80.9,4,0,7,2,0,72.9,2,12,2016,2
Ben Roethlisberger,1732,QB,1,PIT,39,37,19,51.4,259,7.0,3,2,60.8,57.8,65.9,78.9,1,0,3,3,0,78.5,1,13,2016,2
Alex Smith,2218,QB,1,KC,42,37,20,54.1,186,5.0,0,0,54.3,58.3,43.4,24.0,4,1,3,0,0,68.1,1,10,2016,2
Blaine Gabbert,6162,QB,1,SF,41,36,17,47.2,243,6.8,2,2,55.3,55.0,59.1,79.5,2,1,4,1,0,64.9,2,13,2016,2
Aaron Rodgers,2241,QB,1,GB,45,36,20,55.6,213,5.9,1,1,41.3,41.2,60.0,18.8,5,0,0,2,0,70.7,3,12,2016,2
Russell Wilson,7077,QB,1,SEA,41,35,22,62.9,254,7.3,0,0,64.3,67.8,46.9,29.9,2,2,1,0,3,84.7,4,10,2016,2
Matt Ryan,4317,QB,1,ATL,35,34,26,76.5,396,11.6,3,1,73.6,71.0,63.0,78.7,1,0,1,0,1,131.5,0,18,2016,2
Carson Wentz,10636,QB,1,PHI,39,34,21,61.8,190,5.6,1,0,85.6,87.6,53.3,79.8,2,2,1,0,0,86.6,3,12,2016,2
Ryan Fitzpatrick,2467,QB,1,NYJ,39,34,24,70.6,374,11.0,1,0,92.2,92.7,53.4,79.4,1,0,3,1,0,116.5,4,19,2016,2
Trevor Siemian,9683,QB,1,DEN,35,33,22,66.7,266,8.1,0,1,59.7,59.6,58.3,79.0,1,0,1,3,1,78.6,1,13,2016,2
Marcus Mariota,9435,QB,1,TEN,38,33,25,75.8,238,7.2,2,1,69.0,67.5,62.5,79.3,3,1,0,1,0,102.8,2,13,2016,2
Brock Osweiler,7059,QB,1,HST,35,33,19,57.6,268,8.1,1,2,66.8,65.7,60.0,78.9,2,0,0,2,0,68.8,0,12,2016,2
Josh McCown,1085,QB,1,CLV,36,33,20,60.6,260,7.9,2,2,79.0,78.2,58.6,79.1,3,0,0,2,1,80.4,0,15,2016,2
