player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Chris Carson,12004,HB,1,SEA,27,27,116,4.3,2,74.0,72.1,78.9,,103,3.81,17,8,7,0,0,0,2018,16
Adrian Peterson,3623,HB,1,WAS,27,26,119,4.6,0,81.3,80.2,78.8,60.0,83,3.19,13,4,5,0,0,0,2018,16
Doug Martin,7035,HB,1,OAK,22,21,107,5.1,1,63.7,62.3,77.8,60.0,65,3.1,24,5,5,0,0,0,2018,16
Christian McCaffrey,11763,HB,1,CAR,23,21,101,4.8,0,79.4,75.8,79.3,59.6,57,2.71,13,5,2,0,0,0,2018,16
Derrick Henry,10679,HB,1,TEN,23,21,84,4.0,1,67.4,71.3,77.7,59.9,61,2.9,18,6,2,0,0,0,2018,16
Saquon Barkley,45791,HB,1,NYG,25,21,43,2.0,1,57.9,56.2,78.2,60.0,32,1.52,6,1,0,0,0,0,2018,16
C.J. Anderson,8101,HB,1,LA,26,20,167,8.4,1,82.9,90.2,77.3,59.9,128,6.4,46,9,4,0,0,0,2018,16
Nick Chubb,45783,HB,1,CLV,19,19,112,5.9,0,83.8,85.7,77.4,,100,5.26,22,5,2,0,0,0,2018,16
Sony Michel,27589,HB,1,NE,20,18,116,6.4,1,83.1,79.7,77.3,60.0,60,3.33,19,5,4,0,0,0,2018,16
Ezekiel Elliott,10638,HB,1,DAL,22,18,85,4.7,0,54.0,55.5,26.6,60.0,55,3.06,17,5,1,1,0,0,2018,16
Leonard Fournette,11759,HB,1,JAX,19,18,43,2.4,1,64.1,69.3,77.6,60.0,43,2.39,9,3,6,0,0,0,2018,16
Joe Mixon,11803,HB,1,CIN,18,17,68,4.0,0,59.3,62.8,76.6,60.0,38,2.24,20,5,1,0,0,0,2018,16
Peyton Barber,10927,HB,1,TB,18,17,43,2.5,0,63.8,64.7,77.0,60.0,31,1.82,8,0,3,0,0,0,2018,16
Dalvin Cook,11796,HB,1,MIN,19,16,73,4.6,0,70.3,69.1,76.7,60.0,49,3.06,18,3,5,0,0,0,2018,16
Jamaal Williams,11889,HB,1,GB,17,15,95,6.3,1,77.6,82.1,76.9,60.0,63,4.2,19,6,5,0,0,0,2018,16
Gus Edwards,46027,HB,1,BLT,17,14,92,6.6,0,57.0,52.8,75.7,60.0,34,2.43,43,2,1,0,0,0,2018,16
Elijah McGuire,11943,HB,1,NYJ,17,14,35,2.5,1,61.6,63.5,76.4,60.0,27,1.93,10,2,1,0,0,0,2018,16
Jordan Howard,10784,HB,1,CHI,19,13,53,4.1,1,59.0,57.2,75.5,59.8,30,2.31,9,5,1,0,0,0,2018,16
Lamar Jackson,46416,QB,1,BLT,32,10,39,3.0,0,60.4,55.4,28.8,60.0,57,4.38,27,3,2,1,1,0,2018,16
Rex Burkhead,7971,HB,1,NE,14,13,39,3.0,0,58.4,66.9,24.0,60.0,32,2.46,10,3,2,1,0,0,2018,16
Damien Williams,9205,HB,1,KC,14,13,103,7.9,0,82.6,80.1,25.1,72.5,68,5.23,25,4,5,1,0,0,2018,16
Marlon Mack,11898,HB,1,IND,13,12,34,2.8,1,59.6,63.2,74.5,60.0,19,1.58,11,3,1,0,0,0,2018,16
