player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Pierre Garcon,4519,WR,1,WAS,16,11,68.8,138,1,89.8,88.7,60.6,71.5,,12.5,22,2.0,43,7,1,0,0,2,116.1,1,0,2014,3
Emmanuel Sanders,5606,WR,1,DEN,15,11,73.3,149,0,86.2,86.9,78.7,72.4,,13.5,30,2.7,42,8,0,0,0,0,104.6,0,0,2014,3
Alshon Jeffery,7048,WR,1,CHI,13,8,61.5,105,0,74.2,76.1,54.5,71.5,,13.1,34,4.3,42,6,1,0,0,0,87.0,0,0,2014,3
Kelvin Benjamin,8663,WR,1,CAR,11,8,72.7,115,1,74.7,73.2,54.5,70.1,,14.4,15,1.9,35,5,1,0,0,1,136.6,0,0,2014,3
DeSean Jackson,4363,WR,1,WAS,11,5,45.5,117,1,69.4,68.7,45.8,68.0,,23.4,30,6.0,81,3,1,0,0,1,114.6,0,0,2014,3
Julian Edelman,5156,WR,1,NE,11,10,90.9,84,0,76.3,76.8,78.0,72.7,,8.4,28,2.8,15,5,0,0,0,0,98.5,0,0,2014,3
Michael Crabtree,4933,WR,1,SF,11,10,90.9,80,1,70.9,71.5,78.0,71.7,,8.0,32,3.2,20,6,0,0,0,2,127.3,0,0,2014,3
Julio Jones,6158,WR,1,ATL,11,9,81.8,161,2,92.0,91.8,77.3,70.6,,17.9,13,1.4,40,8,0,0,0,0,158.3,0,0,2014,3
Antonio Brown,5718,WR,1,PIT,10,10,100.0,90,2,81.1,81.2,78.0,73.1,,9.0,52,5.2,30,5,0,0,0,0,143.8,1,0,2014,3
Cecil Shorts,6266,WR,1,JAX,10,5,50.0,35,1,59.0,58.8,73.4,68.0,,7.0,15,3.0,10,3,0,0,0,0,91.7,0,0,2014,3
Vincent Jackson,2278,WR,1,TB,10,2,20.0,15,1,51.3,51.2,30.0,64.0,,7.5,0,0.0,12,2,1,1,0,0,33.3,0,0,2014,3
Jeremy Maclin,4942,WR,1,PHI,10,8,80.0,154,1,85.9,84.0,76.5,70.1,,19.3,83,10.4,50,6,0,0,0,0,152.1,0,0,2014,3
Mike Wallace,5007,WR,1,MIA,10,5,50.0,74,0,68.4,66.4,45.8,69.1,,14.8,28,5.6,30,3,1,0,0,1,74.6,0,0,2014,3
Allen Robinson II,8696,WR,1,JAX,10,7,70.0,79,0,60.6,60.3,75.6,69.5,,11.3,31,4.4,21,3,0,1,0,1,53.8,0,0,2014,3
Jeremy Kerley,6305,WR,1,NYJ,10,7,70.0,81,1,74.3,72.5,75.6,72.0,,11.6,35,5.0,19,4,0,0,0,0,127.5,0,0,2014,3
Brandin Cooks,8655,WR,1,NO,10,8,80.0,74,0,70.0,70.7,76.5,71.3,,9.3,50,6.3,19,4,0,0,0,0,97.5,0,0,2014,3
Fred Jackson,3368,HB,1,BUF,10,8,80.0,78,1,70.6,78.1,76.5,74.1,78.1,9.8,77,9.6,21,4,0,0,0,0,132.5,0,0,2014,3
Jared Cook,5012,TE,1,SL,9,7,77.8,75,0,69.7,71.1,54.5,70.8,69.6,10.7,31,4.4,18,4,1,0,0,1,101.4,1,0,2014,3
Michael Floyd,7019,WR,1,ARZ,9,5,55.6,114,0,79.5,79.4,73.4,68.0,,22.8,5,1.0,45,5,0,0,0,0,100.5,1,0,2014,3
Percy Harvin,4945,WR,1,SEA,9,7,77.8,42,0,74.8,74.2,75.6,70.6,,6.0,41,5.9,11,4,0,1,0,2,46.5,0,0,2014,3
DeAndre Hopkins,7808,WR,1,HST,9,6,66.7,116,0,85.5,84.1,75.6,69.5,,19.3,30,5.0,49,6,0,2,0,0,70.1,0,0,2014,3
Andrew Hawkins,6125,WR,1,CLV,9,7,77.8,87,0,82.8,81.0,75.6,69.5,,12.4,47,6.7,29,5,0,0,0,1,106.9,0,0,2014,3
Rueben Randle,7065,WR,1,NYG,9,5,55.6,27,0,59.0,58.3,73.4,68.0,,5.4,10,2.0,9,1,0,0,0,0,60.9,0,0,2014,3
