player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
LeSean McCoy,4976,HB,1,PHI,32,27,131,4.9,0,68.4,67.1,79.2,58.6,45,1.67,20,7,2,0,0,0,2013,17
Knile Davis,7878,HB,1,KC,29,27,81,3.0,2,58.4,62.5,79.4,60.0,55,2.04,18,5,3,0,0,0,2013,17
Chris Johnson,4338,HB,1,TEN,29,27,127,4.7,1,65.9,64.8,29.3,59.2,72,2.67,23,7,3,1,0,0,2013,17
Ryan Mathews,5537,HB,1,SD,26,24,144,6.0,0,57.7,58.3,78.4,60.0,68,2.83,44,5,2,0,0,0,2013,17
LeGarrette Blount,5863,HB,1,NE,26,24,193,8.0,2,85.8,81.3,27.9,60.0,99,4.13,36,7,7,1,0,0,2013,17
Marshawn Lynch,3628,HB,1,SEA,24,23,97,4.2,1,71.4,72.0,78.1,60.0,56,2.43,14,6,7,0,0,0,2013,17
Matt Forte,4358,HB,1,CHI,22,22,110,5.0,2,70.1,66.2,78.2,60.0,50,2.27,20,8,2,0,0,0,2013,17
Eddie Lacy,7842,HB,1,GB,21,21,66,3.1,1,61.3,58.0,77.7,,31,1.48,17,3,1,0,0,0,2013,17
Bilal Powell,6278,HB,1,NYJ,28,21,76,3.6,0,58.8,58.0,77.7,58.2,36,1.71,13,5,1,0,0,0,2013,17
Le'Veon Bell,7829,HB,1,PIT,20,20,90,4.5,1,71.9,75.9,77.5,,60,3.0,15,4,6,0,0,0,2013,17
C.J. Spiller,5534,HB,1,BUF,19,19,105,5.5,0,84.6,81.6,77.6,,57,3.0,24,4,5,0,0,0,2013,17
Edwin Baker,7231,HB,1,CLV,18,18,69,3.8,0,57.9,57.0,77.1,60.0,27,1.5,20,4,0,0,0,0,2013,17
DeMarco Murray,6223,HB,1,DAL,17,17,51,3.0,0,56.3,49.4,25.9,60.0,26,1.53,9,3,1,1,0,0,2013,17
Lamar Miller,7097,HB,1,MIA,18,17,73,4.3,0,80.4,84.4,76.7,60.0,43,2.53,16,2,3,0,0,0,2013,17
Peyton Hillis,4541,HB,1,NYG,21,17,56,3.3,0,51.6,47.8,76.4,67.8,31,1.82,14,4,0,0,0,0,2013,17
Alfred Morris,7165,HB,1,WAS,18,16,62,3.9,0,50.8,47.4,24.6,60.0,47,2.94,19,3,3,1,0,0,2013,17
Jonathan Grimes,7585,HB,1,HST,17,16,50,3.1,1,58.2,61.2,25.8,60.0,21,1.31,12,5,0,1,0,0,2013,17
Zac Stacy,7942,HB,1,SL,17,15,15,1.0,0,53.8,48.7,76.3,59.6,12,0.8,7,1,0,0,0,0,2013,17
Fred Jackson,3368,HB,1,BUF,15,14,60,4.3,1,58.1,64.1,75.8,60.0,24,1.71,16,4,2,0,0,0,2013,17
Reggie Bush,2947,HB,1,DET,15,14,32,2.3,0,70.9,67.4,76.1,60.0,18,1.29,8,2,1,0,0,0,2013,17
Matt Asiata,6432,HB,1,MIN,17,14,115,8.2,0,61.9,65.2,24.4,59.2,73,5.21,39,5,1,1,0,0,2013,17
Frank Gore,2282,HB,1,SF,17,13,14,1.1,0,51.5,46.9,74.7,60.0,7,0.54,8,0,0,0,0,0,2013,17
Andre Brown,5053,HB,1,NYG,14,13,13,1.0,0,46.1,47.3,22.4,60.0,14,1.08,8,1,0,1,0,0,2013,17
Steven Jackson,1745,HB,1,ATL,13,13,41,3.2,0,64.4,61.5,75.8,60.0,36,2.77,17,3,2,0,0,0,2013,17
Maurice Jones-Drew,3005,HB,1,JAX,14,13,39,3.0,0,52.0,45.1,24.6,59.7,15,1.15,6,1,0,1,0,0,2013,17
Giovani Bernard,7818,HB,1,CIN,16,13,22,1.7,0,64.2,60.7,75.8,58.7,14,1.08,7,1,1,0,0,0,2013,17
Stevan Ridley,6225,HB,1,NE,12,12,74,6.2,0,71.0,70.0,74.7,,21,1.75,29,3,0,0,0,0,2013,17
Ronnie Hillman,7069,HB,1,DEN,13,12,30,2.5,0,65.9,67.5,74.3,60.0,21,1.75,8,1,0,0,0,0,2013,17
Donald Brown,4950,HB,1,IND,12,12,31,2.6,1,61.1,57.8,75.0,,15,1.25,7,1,1,0,0,0,2013,17
Khiry Robinson,8514,HB,1,NO,14,12,50,4.2,0,70.4,68.8,74.7,60.0,21,1.75,25,2,2,0,0,0,2013,17
Cam Newton,6153,QB,1,CAR,23,6,72,6.0,0,65.1,71.6,79.6,60.0,46,3.83,16,7,4,0,0,0,2013,17
James Starks,5716,HB,1,GB,11,11,88,8.0,0,77.4,85.3,74.1,,44,4.0,41,3,2,0,0,0,2013,17
BenJarvus Green-Ellis,4599,HB,1,CIN,14,11,66,6.0,0,75.0,76.0,73.8,59.8,33,3.0,12,5,4,0,0,0,2013,17
Bobby Rainey Jr.,7511,HB,1,TB,12,11,35,3.2,0,65.6,65.8,74.1,60.0,16,1.45,16,1,0,0,0,0,2013,17
Montee Ball,7839,HB,1,DEN,10,10,72,7.2,0,78.4,81.5,74.6,,28,2.8,21,6,3,0,0,0,2013,17
Rashard Mendenhall,4337,HB,1,ARZ,10,10,47,4.7,0,49.6,47.5,21.7,60.0,29,2.9,28,2,1,1,0,0,2013,17
Geno Smith,7820,QB,1,NYJ,38,6,44,4.4,1,80.0,67.1,79.3,60.3,19,1.9,12,3,0,0,0,0,2013,17
DeAngelo Williams,2972,HB,1,CAR,12,10,33,3.3,0,40.8,48.8,25.4,60.0,20,2.0,24,1,1,1,0,0,2013,17
Terrelle Pryor Sr.,6944,QB,1,OAK,13,2,45,5.0,0,56.0,54.5,45.7,60.0,18,2.0,11,3,1,2,0,0,2013,17
Andre Ellington,7968,HB,1,ARZ,12,9,30,3.3,0,60.8,59.5,73.7,58.9,15,1.67,5,0,0,0,0,0,2013,17
Joique Bell,5797,HB,1,DET,8,8,31,3.9,0,50.2,46.9,25.2,,14,1.75,9,2,1,1,0,0,2013,17
Trent Richardson,7009,HB,1,IND,9,8,25,3.1,1,70.0,68.9,72.9,60.0,16,2.0,9,2,1,0,0,0,2013,17
Pierre Thomas,4080,HB,1,NO,8,7,20,2.9,1,59.6,58.6,71.9,60.0,5,0.71,8,1,0,0,0,0,2013,17
Darren McFadden,4318,HB,1,OAK,7,7,6,0.9,0,61.0,60.7,72.7,60.0,10,1.43,5,0,2,0,0,0,2013,17
Mike Tolbert,4740,FB,1,CAR,19,7,29,4.1,0,68.2,66.4,72.7,59.7,17,2.43,17,1,1,0,0,0,2013,17
Chase Daniel,5214,QB,1,KC,31,2,59,8.4,0,64.3,67.3,79.5,60.0,17,2.43,29,3,0,0,0,0,2013,17
Robert Turbin,7106,HB,1,SEA,11,7,13,1.9,0,63.6,64.6,71.4,59.2,13,1.86,7,0,0,0,0,0,2013,17
Andy Dalton,6187,QB,1,CIN,29,5,23,3.8,1,68.7,63.9,79.9,60.0,4,0.67,9,1,0,0,1,0,2013,17
Knowshon Moreno,4935,HB,1,DEN,6,6,23,3.8,0,75.3,57.1,72.8,,11,1.83,10,2,1,0,0,0,2013,17
Shonn Greene,4988,HB,1,TEN,6,6,10,1.7,0,47.2,49.5,70.6,,7,1.17,4,0,0,0,0,0,2013,17
