player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Ryan Fitzpatrick,2467,QB,1,TEN,64,58,36,62.1,402,6.9,4,2,71.7,68.9,70.8,43.1,3,0,3,2,1,91.3,3,24,2013,15
Drew Brees,802,QB,1,NO,61,56,39,69.6,393,7.0,1,2,67.3,67.3,55.9,42.3,4,0,4,3,0,80.4,1,25,2013,15
Tom Brady,698,QB,1,NE,56,55,34,61.8,364,6.6,2,1,90.1,88.0,,81.3,1,0,6,0,3,85.7,0,19,2013,15
Tony Romo,1693,QB,1,DAL,51,48,29,60.4,358,7.5,2,2,62.7,62.1,,80.9,3,0,2,1,0,80.0,0,17,2013,15
Nick Foles,7089,QB,1,PHI,55,48,30,62.5,428,8.9,3,1,62.9,65.3,60.2,81.6,4,0,4,1,0,103.5,3,23,2013,15
Kirk Cousins,7102,QB,1,WAS,46,45,29,64.4,381,8.5,3,2,67.8,69.9,,79.9,1,1,1,2,1,94.8,0,19,2013,15
Andy Dalton,6187,QB,1,CIN,47,44,25,56.8,230,5.2,2,0,68.2,68.8,55.4,80.6,1,1,5,2,0,86.4,2,14,2013,15
Peyton Manning,327,QB,1,DEN,42,41,27,65.9,289,7.0,2,1,77.1,75.5,,79.5,1,2,1,1,0,92.4,0,16,2013,15
Matt Flynn,4523,QB,1,GB,41,39,26,66.7,299,7.7,4,1,71.9,73.7,49.6,80.2,2,1,4,2,0,113.1,0,16,2013,15
Jason Campbell,2242,QB,1,CLV,40,39,23,59.0,273,7.0,1,2,51.2,51.4,63.9,79.2,0,0,3,1,1,67.6,1,13,2013,15
Matt Ryan,4317,QB,1,ATL,41,38,29,76.3,210,5.5,1,1,53.6,54.4,56.7,30.0,3,1,1,0,1,86.5,0,10,2013,15
Joe Flacco,4332,QB,1,BLT,41,38,20,52.6,222,5.8,0,0,74.7,75.0,54.5,79.3,1,0,1,2,2,70.3,2,11,2013,15
Ryan Tannehill,7014,QB,1,MIA,41,37,25,67.6,312,8.4,3,0,83.8,83.1,56.7,79.5,4,1,0,1,0,120.6,0,16,2013,15
Chad Henne,4371,QB,1,JAX,44,36,21,58.3,237,6.6,2,2,49.6,50.9,52.3,80.1,5,2,1,1,0,73.5,3,12,2013,15
Matt Cassel,2447,QB,1,MIN,40,35,26,74.3,382,10.9,2,1,82.3,79.2,65.0,79.5,3,0,2,1,0,116.6,2,15,2013,15
Matt McGloin,8374,QB,1,OAK,35,35,18,51.4,297,8.5,2,4,33.0,33.9,60.0,79.0,0,1,2,1,0,59.8,0,11,2013,15
Case Keenum,7323,QB,1,HST,38,34,18,52.9,168,4.9,0,2,35.6,36.4,59.0,28.6,4,1,4,0,1,42.3,0,6,2013,15
Mike Glennon,7854,QB,1,TB,38,34,18,52.9,179,5.3,2,1,63.2,62.6,,78.7,4,1,0,3,1,75.5,0,8,2013,15
Matthew Stafford,4924,QB,1,DET,37,34,18,52.9,235,6.9,1,3,67.2,65.7,62.9,78.7,1,1,3,1,1,48.0,2,12,2013,15
Andrew Luck,7007,QB,1,IND,37,32,19,59.4,180,5.6,2,1,73.1,68.3,73.0,79.0,1,1,2,0,1,82.8,4,11,2013,15
Jay Cutler,2956,QB,1,CHI,34,31,22,71.0,265,8.5,3,2,74.4,73.7,67.3,78.9,2,1,1,0,1,102.2,1,12,2013,15
Eli Manning,1722,QB,1,NYG,34,31,18,58.1,156,5.0,0,5,45.2,47.6,,20.2,3,0,2,0,0,31.9,0,9,2013,15
Carson Palmer,1317,QB,1,ARZ,32,30,20,66.7,231,7.7,1,0,70.6,70.7,56.7,78.0,2,1,2,0,0,100.8,0,12,2013,15
Colin Kaepernick,6188,QB,1,SF,35,29,19,65.5,203,7.0,2,0,77.6,70.3,88.6,78.7,2,2,1,0,0,108.8,4,14,2013,15
Geno Smith,7820,QB,1,NYJ,36,28,15,53.6,167,6.0,1,1,61.7,60.8,66.4,79.0,4,0,2,1,0,68.6,4,11,2013,15
Russell Wilson,7077,QB,1,SEA,37,27,18,66.7,206,7.6,1,1,70.4,68.6,69.7,28.9,4,0,0,0,0,86.3,6,13,2013,15
Ben Roethlisberger,1732,QB,1,PIT,26,25,20,80.0,191,7.6,1,1,77.1,75.6,,76.6,1,0,2,0,0,95.2,0,11,2013,15
E.J. Manuel,7797,QB,1,BUF,32,24,17,70.8,193,8.0,2,1,60.4,68.6,43.0,23.7,4,0,1,0,1,105.0,4,11,2013,15
Cam Newton,6153,QB,1,CAR,29,24,16,66.7,273,11.4,1,0,70.3,72.1,57.9,78.4,2,0,0,2,2,118.9,3,12,2013,15
Kellen Clemens,2994,QB,1,SL,20,20,14,70.0,158,7.9,2,0,66.3,69.6,50.3,76.2,0,0,0,0,1,126.7,0,8,2013,15
Philip Rivers,1725,QB,1,SD,23,20,12,60.0,166,8.3,2,0,81.8,82.7,57.1,77.3,2,0,1,1,0,120.0,1,11,2013,15
Alex Smith,2218,QB,1,KC,26,20,17,85.0,287,14.4,5,0,67.3,65.3,64.4,25.7,2,0,0,0,0,158.3,4,11,2013,15
Terrelle Pryor Sr.,6944,QB,1,OAK,6,5,1,20.0,12,2.4,0,1,33.9,40.7,45.3,71.6,0,0,0,0,0,0.0,1,2,2013,15
Chase Daniel,5214,QB,1,KC,5,5,3,60.0,31,6.2,0,0,59.9,60.4,59.8,69.2,0,0,0,1,0,77.9,0,2,2013,15
Curtis Painter,5125,QB,1,NYG,5,4,4,100.0,30,7.5,0,0,62.0,61.7,,68.0,1,0,0,0,0,97.9,0,1,2013,15
