player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,6,60.0,,,,,62.3,0,0,0,0,0,2014,8
Charles Woodson,330,S,1,OAK,0,0,1,0,6,0,60.0,,,,,,0,0,0,0,0,2014,8
Sebastian Janikowski,595,K,1,OAK,0,3,0,0,0,3,60.0,60.0,,,,65.8,0,0,0,0,0,2014,8
Shane Lechler,673,P,1,HST,0,0,0,6,0,6,60.8,,,65.8,,,0,0,0,0,1,2014,8
Shayne Graham,730,K,1,NO,0,0,0,0,0,8,60.0,,,,,63.7,0,0,0,0,0,2014,8
Mike Leach,750,LS,1,ARZ,0,0,0,8,0,4,43.3,,,,,,0,0,0,0,0,2014,8
Ryan Pickett,799,DI,1,HST,0,0,0,0,2,0,59.4,,,,,,0,0,0,0,0,2014,8
Roberto Garza,856,C,1,CHI,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2014,8
Julius Peppers,1010,ED,1,GB,0,0,0,0,8,0,59.3,,,,,,0,0,0,0,0,2014,8
Larry Foote,1126,LB,1,ARZ,0,0,2,0,4,0,60.0,,,,,,0,0,0,0,0,2014,8
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,3,60.0,,,,,60.9,0,0,0,0,0,2014,8
Billy Cundiff,1230,K,1,CLV,0,6,0,0,0,6,60.0,60.0,,,,67.3,0,0,0,0,0,2014,8
James Harrison,1251,ED,1,PIT,0,0,0,0,6,0,60.4,,,,,,0,0,0,0,0,2014,8
Terence Newman,1321,CB,1,CIN,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2014,8
Kevin Williams,1325,DI,1,SEA,0,0,0,0,3,0,59.7,,,,,,0,0,0,0,0,2014,8
Troy Polamalu,1332,S,1,PIT,0,0,0,0,6,0,60.2,,,,,,0,0,0,0,0,2014,8
Calvin Pace,1334,ED,1,NYJ,0,0,2,0,8,0,60.1,,,,,,0,0,0,0,0,2014,8
Rashean Mathis,1355,CB,1,DET,0,0,0,0,2,0,60.3,,,,,,0,0,0,0,0,2014,8
Osi Umenyiora,1371,ED,1,ATL,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2014,8
Cory Redding,1381,DI,1,IND,0,0,1,0,8,0,60.6,,,,,,0,0,0,0,0,2014,8
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,3,60.2,,,,,,0,0,0,0,0,2014,8
Jarret Johnson,1421,ED,1,SD,0,0,0,0,6,0,60.0,,,,,,0,0,0,0,0,2014,8
Mike Scifres,1458,P,1,SD,0,0,0,4,0,3,60.3,,,59.7,,,0,0,0,0,0,2014,8
