player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
DeAndre Hopkins,7808,WR,1,HST,16,6,37.5,86,1,65.5,64.8,52.1,69.5,,14.3,16,2.7,34,5,1,0,0,0,76.6,1,0,2017,9
Demaryius Thomas,5547,WR,1,DEN,12,8,66.7,70,1,73.5,72.5,56.7,70.6,,8.8,36,4.5,14,6,1,2,0,0,70.1,0,0,2017,9
Marqise Lee,8674,WR,1,JAX,12,8,66.7,75,1,70.1,69.4,35.7,70.1,,9.4,18,2.3,19,6,2,0,0,0,111.5,0,0,2017,9
Doug Baldwin,6615,WR,1,SEA,12,7,58.3,108,1,84.6,81.7,76.5,70.1,62.4,15.4,25,3.6,30,4,0,2,0,2,76.4,0,0,2017,9
Michael Thomas,10681,WR,1,NO,11,8,72.7,65,0,71.4,68.8,76.5,70.1,,8.1,24,3.0,24,3,0,0,0,0,87.3,0,0,2017,9
Marvin Jones Jr.,7158,WR,1,DET,11,7,63.6,107,2,90.5,89.9,75.6,69.5,,15.3,22,3.1,25,6,0,0,0,0,135.2,0,0,2017,9
Carlos Hyde,8692,HB,1,SF,11,9,81.8,84,0,58.9,72.0,56.7,76.3,35.6,9.3,62,6.9,18,4,1,0,0,2,98.5,1,1,2017,9
Dez Bryant,5549,WR,1,DAL,11,6,54.5,73,0,65.9,65.2,49.7,68.8,,12.2,4,0.7,21,4,1,0,0,0,75.2,0,0,2017,9
Benjamin Watson,1753,TE,1,BLT,10,7,70.0,41,0,51.6,60.1,75.6,69.5,57.8,5.9,13,1.9,16,3,0,1,0,0,37.9,1,0,2017,9
Julio Jones,6158,WR,1,ATL,10,6,60.0,118,0,82.8,81.5,37.5,68.8,,19.7,30,5.0,34,4,1,0,0,1,101.3,1,0,2017,9
Evan Engram,11778,TE,1,NYG,10,4,40.0,70,1,65.6,61.7,27.5,68.0,68.8,17.5,31,7.8,26,4,3,0,0,1,97.9,0,0,2017,9
Davante Adams,8688,WR,1,GB,10,7,70.0,53,0,54.8,57.4,52.1,69.5,,7.6,17,2.4,9,3,1,0,0,1,82.5,0,0,2017,9
