player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
LeSean McCoy,4976,HB,1,PHI,37,31,184,5.9,1,71.2,71.1,79.8,52.0,91,2.94,34,10,9,0,0,0,2013,1
Chris Johnson,4338,HB,1,TEN,26,25,70,2.8,0,57.6,56.2,78.6,60.0,37,1.48,11,4,4,0,1,1,2013,1
Doug Martin,7035,HB,1,TB,25,24,65,2.7,1,40.9,44.7,27.7,60.0,37,1.54,17,2,1,1,0,0,2013,1
Frank Gore,2282,HB,1,SF,24,21,44,2.1,1,57.7,50.3,77.9,60.0,30,1.43,8,3,2,0,0,0,2013,1
Reggie Bush,2947,HB,1,DET,25,21,90,4.3,0,76.0,75.4,78.2,59.3,38,1.81,12,5,3,0,0,0,2013,1
Daryl Richardson,7233,HB,1,SL,21,20,63,3.2,0,58.3,55.1,78.2,60.0,33,1.65,10,4,3,0,0,0,2013,1
DeMarco Murray,6223,HB,1,DAL,22,20,86,4.3,0,73.1,66.5,78.3,60.0,35,1.75,13,3,2,0,0,0,2013,1
Matt Forte,4358,HB,1,CHI,19,19,50,2.6,1,59.5,62.2,78.0,,30,1.58,9,3,3,0,0,0,2013,1
Arian Foster,5398,HB,1,HST,18,18,57,3.2,0,54.9,60.4,77.8,,30,1.67,9,2,0,0,0,0,2013,1
Adrian Peterson,3623,HB,1,MIN,19,18,93,5.2,2,77.0,71.4,77.2,60.0,95,5.28,78,2,3,0,0,0,2013,1
Marshawn Lynch,3628,HB,1,SEA,18,17,43,2.5,0,51.2,58.0,76.6,60.0,30,1.76,14,3,2,0,0,0,2013,1
Darren McFadden,4318,HB,1,OAK,23,17,48,2.8,1,59.3,65.3,76.7,59.3,35,2.06,9,3,2,0,0,0,2013,1
C.J. Spiller,5534,HB,1,BUF,18,17,41,2.4,0,45.0,46.5,25.9,60.0,19,1.12,9,0,2,1,0,0,2013,1
DeAngelo Williams,2972,HB,1,CAR,19,17,86,5.1,0,45.1,52.3,20.1,60.0,49,2.88,16,4,2,2,0,0,2013,1
Jamaal Charles,4387,HB,1,KC,17,16,77,4.8,1,62.5,68.2,76.4,60.0,32,2.0,18,6,2,0,0,0,2013,1
Rashard Mendenhall,4337,HB,1,ARZ,16,16,60,3.8,0,56.6,53.1,76.4,,28,1.75,11,2,1,0,0,0,2013,1
Maurice Jones-Drew,3005,HB,1,JAX,16,15,45,3.0,0,66.0,65.5,75.5,60.0,21,1.4,10,3,0,0,0,0,2013,1
BenJarvus Green-Ellis,4599,HB,1,CIN,14,14,25,1.8,1,60.6,60.0,75.3,,17,1.21,10,3,1,0,0,0,2013,1
