player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Zach Ertz,7816,TE,1,PHI,15,8,53.3,72,0,55.5,59.4,58.9,71.1,,9.0,13,1.6,16,2,1,1,0,0,38.8,0,0,2019,2
Keenan Allen,7857,WR,1,LAC,15,8,53.3,98,0,82.9,79.6,54.5,70.1,,12.3,13,1.6,23,7,1,1,0,0,46.0,0,0,2019,2
Michael Thomas,10681,WR,1,NO,13,10,76.9,89,0,60.9,62.4,58.5,71.1,,8.9,28,2.8,19,4,1,0,0,2,94.7,2,1,2019,2
Sammy Watkins,8639,WR,1,KC,12,6,50.0,49,0,65.5,61.4,74.6,68.8,62.3,8.2,36,6.0,14,3,0,0,0,0,60.8,0,0,2019,2
Emmanuel Sanders,5606,WR,1,DEN,12,11,91.7,98,1,89.9,88.6,79.4,71.9,,8.9,31,2.8,21,5,0,1,0,2,93.8,0,0,2019,2
D.J. Moore,48267,WR,1,CAR,12,9,75.0,89,0,69.5,68.5,77.3,70.6,,9.9,12,1.3,18,5,0,0,0,0,95.5,0,0,2019,2
Tyler Lockett,9502,WR,1,SEA,12,10,83.3,79,0,60.1,59.5,58.5,73.1,,7.9,35,3.5,22,4,1,0,0,1,94.1,0,0,2019,2
Marquise Brown,61568,WR,1,BLT,12,8,66.7,86,0,70.8,69.7,76.5,70.1,,10.8,26,3.3,41,4,0,0,0,1,87.5,0,0,2019,2
Curtis Samuel,11795,WR,1,CAR,11,4,36.4,82,0,62.7,63.4,45.8,69.1,,20.5,14,3.5,44,3,1,0,0,0,63.4,1,0,2019,2
Nelson Agholor,9453,WR,1,PHI,11,8,72.7,107,1,67.6,68.3,29.5,70.1,,13.4,23,2.9,43,5,2,0,0,1,133.5,0,0,2019,2
Larry Fitzgerald,1724,WR,1,ARZ,10,5,50.0,104,0,60.8,65.6,73.4,68.0,,20.8,49,9.8,54,3,0,0,0,2,87.1,0,0,2019,2
Kenny Golladay,11851,WR,1,DET,10,8,80.0,117,1,89.4,89.9,76.5,70.1,,14.6,10,1.3,31,7,0,1,0,0,109.2,1,1,2019,2
Calvin Ridley,48262,WR,1,ATL,10,8,80.0,105,1,84.4,82.3,54.9,70.1,,13.1,18,2.3,34,6,1,0,0,1,143.8,0,0,2019,2
Le'Veon Bell,7829,HB,1,NYJ,10,10,100.0,61,0,57.7,63.5,78.7,28.7,29.9,6.1,87,8.7,17,1,0,0,1,7,92.1,0,0,2019,2
Tyler Boyd,10689,WR,1,CIN,10,10,100.0,122,0,84.2,82.8,78.7,71.5,,12.2,56,5.6,47,6,0,0,0,1,117.5,0,0,2019,2
Mark Andrews,47436,TE,1,BLT,10,8,80.0,112,1,89.7,89.3,76.5,18.5,69.8,14.0,33,4.1,28,5,0,0,1,3,146.7,0,0,2019,2
Terry McLaurin,48229,WR,1,WAS,9,5,55.6,62,1,72.7,71.7,46.3,68.0,,12.4,15,3.0,27,4,1,0,0,1,114.1,0,0,2019,2
Julio Jones,6158,WR,1,ATL,9,5,55.6,106,2,81.3,78.1,73.4,68.0,,21.2,58,11.6,54,4,0,1,0,0,97.5,0,0,2019,2
Bennie Fowler,8914,WR,1,NYG,9,5,55.6,51,0,63.0,59.9,45.8,69.1,,10.2,3,0.6,14,3,1,1,0,0,32.4,1,0,2019,2
D.J. Chark Jr.,47702,WR,1,JAX,9,7,77.8,55,1,77.7,76.6,76.5,70.1,,7.9,7,1.0,14,3,0,0,0,0,129.2,0,0,2019,2
Greg Olsen,3647,TE,1,CAR,9,6,66.7,110,0,71.4,72.5,74.6,68.8,80.1,18.3,37,6.2,41,4,0,0,0,0,108.6,0,0,2019,2
Chris Godwin,11839,WR,1,TB,9,8,88.9,121,1,90.9,90.0,76.5,70.1,,15.1,43,5.4,24,5,0,0,0,1,155.8,0,0,2019,2
Odell Beckham Jr.,8647,WR,1,CLV,9,6,66.7,161,1,85.4,87.6,74.6,68.8,,26.8,91,15.2,89,4,0,1,0,0,107.2,0,0,2019,2
