player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Joe Flacco,4332,QB,1,BLT,67,62,35,56.5,345,5.6,1,1,67.4,67.0,58.4,82.5,3,3,9,0,1,71.0,2,17,2014,1
Tom Brady,698,QB,1,NE,60,56,29,51.8,249,4.4,1,0,56.1,56.6,58.2,41.8,4,0,1,1,2,69.7,0,12,2014,1
Andrew Luck,7007,QB,1,IND,60,53,35,66.0,370,7.0,2,2,64.8,63.4,64.3,82.0,3,0,4,0,0,83.1,4,21,2014,1
Jay Cutler,2956,QB,1,CHI,51,49,34,69.4,349,7.1,2,2,61.9,61.3,,81.1,2,0,1,0,1,86.2,0,20,2014,1
Nick Foles,7089,QB,1,PHI,52,45,27,60.0,322,7.2,2,1,43.2,43.9,58.3,34.9,5,0,1,0,1,87.5,0,14,2014,1
Matt Ryan,4317,QB,1,ATL,47,43,31,72.1,448,10.4,3,0,92.0,92.0,56.1,80.4,1,1,2,1,0,128.8,3,22,2014,1
Chad Henne,4371,QB,1,JAX,46,43,24,55.8,266,6.2,2,0,62.0,61.6,59.5,80.1,3,3,2,1,0,89.9,0,14,2014,1
Drew Brees,802,QB,1,NO,43,42,29,69.0,333,7.9,1,1,67.9,67.5,58.3,80.1,0,0,3,0,0,90.7,1,18,2014,1
Andy Dalton,6187,QB,1,CIN,39,38,25,65.8,301,7.9,1,0,73.2,77.9,45.8,80.2,0,1,1,2,0,98.7,1,11,2014,1
Tony Romo,1693,QB,1,DAL,40,37,23,62.2,281,7.6,1,3,39.3,40.2,58.3,79.9,3,1,0,1,0,60.8,0,14,2014,1
Robert Griffin III,7008,QB,1,WAS,41,37,29,78.4,267,7.2,0,0,56.7,68.9,27.0,26.0,3,1,0,4,0,96.7,1,12,2014,1
Carson Palmer,1317,QB,1,ARZ,43,37,24,64.9,304,8.2,2,0,58.2,55.8,73.8,80.2,2,0,0,1,0,108.4,3,15,2014,1
Peyton Manning,327,QB,1,DEN,37,36,22,61.1,269,7.5,3,0,65.8,62.5,69.7,79.9,1,0,4,0,0,111.9,0,13,2014,1
Philip Rivers,1725,QB,1,SD,37,36,21,58.3,238,6.6,1,1,58.3,61.6,45.9,28.4,0,1,6,0,0,75.9,1,10,2014,1
Alex Smith,2218,QB,1,KC,45,35,19,54.3,202,5.8,1,3,58.2,63.9,41.6,79.9,4,2,1,1,0,45.2,6,12,2014,1
Josh McCown,1085,QB,1,TB,40,35,22,62.9,183,5.2,2,2,58.0,54.6,71.7,79.3,3,0,2,1,0,71.5,2,12,2014,1
Ben Roethlisberger,1732,QB,1,PIT,40,34,23,67.6,365,10.7,1,1,71.6,72.8,51.1,41.3,4,0,0,0,0,100.7,2,15,2014,1
Derek Anderson,2430,QB,1,CAR,36,34,24,70.6,230,6.8,2,0,62.3,68.8,39.4,28.0,1,0,1,1,1,108.7,1,14,2014,1
Aaron Rodgers,2241,QB,1,GB,36,33,23,69.7,189,5.7,1,1,67.5,66.6,,28.2,3,1,2,0,0,81.5,0,13,2014,1
Jake Locker,6160,QB,1,TEN,41,33,22,66.7,266,8.1,2,0,74.3,79.3,50.4,79.7,4,1,2,0,0,111.4,4,19,2014,1
Eli Manning,1722,QB,1,NYG,35,33,18,54.5,163,4.9,1,2,70.5,69.4,,78.7,2,0,4,2,0,53.0,0,8,2014,1
Matthew Stafford,4924,QB,1,DET,34,32,22,68.8,346,10.8,2,0,92.5,91.5,65.7,79.4,1,0,0,2,0,125.3,1,15,2014,1
Derek Carr,8671,QB,1,OAK,34,32,20,62.5,151,4.7,2,0,45.1,47.1,60.0,78.8,2,2,2,3,0,94.7,0,7,2014,1
Ryan Tannehill,7014,QB,1,MIA,33,32,18,56.3,178,5.6,2,1,78.7,78.7,55.8,78.7,1,0,3,2,0,79.9,0,10,2014,1
Brian Hoyer,5277,QB,1,CLV,34,31,19,61.3,230,7.4,1,0,61.4,59.2,60.0,78.8,3,0,0,2,0,94.8,0,11,2014,1
Geno Smith,7820,QB,1,NYJ,34,28,23,82.1,221,7.9,1,1,62.5,63.8,56.8,22.2,2,0,1,1,0,96.6,4,12,2014,1
Russell Wilson,7077,QB,1,SEA,32,28,19,67.9,191,6.8,2,0,54.7,50.8,66.6,79.2,1,0,0,3,1,110.9,3,9,2014,1
Matt Cassel,2447,QB,1,MIN,26,25,17,68.0,170,6.8,2,0,69.0,67.7,61.0,26.6,1,1,2,0,1,113.8,0,10,2014,1
Austin Davis,7305,QB,1,SL,27,23,16,69.6,192,8.3,0,1,63.9,64.1,57.9,77.4,4,0,0,0,2,76.7,0,7,2014,1
Colin Kaepernick,6188,QB,1,SF,24,23,16,69.6,201,8.7,2,0,78.3,80.1,55.9,78.3,1,1,1,1,1,125.5,0,11,2014,1
E.J. Manuel,7797,QB,1,BUF,26,22,16,72.7,173,7.9,1,1,69.7,71.3,56.2,77.6,1,0,1,1,0,91.7,3,8,2014,1
Ryan Fitzpatrick,2467,QB,1,HST,24,22,14,63.6,206,9.4,1,0,71.3,69.8,62.5,77.2,1,1,1,0,0,109.3,1,9,2014,1
Shaun Hill,1255,QB,1,SL,14,13,8,61.5,81,6.2,0,1,52.7,52.3,60.0,22.0,1,0,1,1,0,47.3,0,4,2014,1
Robert Golden,7303,S,1,PIT,1,1,1,100.0,25,25.0,0,0,73.0,68.7,,60.4,0,0,0,0,0,118.8,0,1,2014,1
Michael Vick,773,QB,1,NYJ,1,1,0,0.0,0,0.0,0,0,40.1,46.6,,60.4,0,0,0,0,0,39.6,0,0,2014,1
