player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Ryan Fitzpatrick,2467,QB,1,NYJ,61,58,35,60.3,283,4.9,2,3,58.2,56.1,68.3,82.0,1,2,5,0,1,62.6,2,15,2015,3
Josh McCown,1085,QB,1,CLV,54,49,28,57.1,341,7.0,2,1,55.7,55.6,,37.4,5,3,2,1,0,83.8,0,16,2015,3
Kirk Cousins,7102,QB,1,WAS,50,49,30,61.2,316,6.4,1,2,57.0,58.1,,81.1,1,0,1,3,0,69.8,0,16,2015,3
Ryan Tannehill,7014,QB,1,MIA,51,49,26,53.1,297,6.1,2,3,53.4,53.6,59.5,33.8,2,1,5,3,0,59.7,0,13,2015,3
Joe Flacco,4332,QB,1,BLT,49,49,32,65.3,362,7.4,2,1,66.2,65.3,,81.0,0,1,3,2,1,92.4,0,13,2015,3
Matthew Stafford,4924,QB,1,DET,49,45,31,68.9,282,6.3,1,2,48.3,48.3,60.0,33.8,4,0,1,2,1,74.5,0,14,2015,3
Marcus Mariota,9435,QB,1,TEN,47,44,27,61.4,367,8.3,2,2,76.4,74.9,,80.5,3,0,4,3,0,84.2,0,18,2015,3
Peyton Manning,327,QB,1,DEN,43,42,31,73.8,324,7.7,2,1,87.6,85.5,60.0,79.8,1,0,2,0,0,101.7,0,14,2015,3
Tom Brady,698,QB,1,NE,44,42,33,78.6,358,8.5,2,0,84.7,83.0,61.7,80.5,2,1,2,2,0,118.1,0,19,2015,3
Alex Smith,2218,QB,1,KC,55,41,24,58.5,290,7.1,1,1,38.1,38.8,55.2,24.3,7,0,2,1,0,78.3,6,14,2015,3
Ryan Mallett,6226,QB,1,HST,40,39,24,61.5,228,5.8,1,1,73.3,71.9,60.0,28.9,1,1,3,0,0,75.6,0,16,2015,3
Luke McCown,1827,QB,1,NO,39,38,31,81.6,310,8.2,0,1,75.3,77.5,60.0,43.8,1,1,2,0,0,89.7,0,19,2015,3
Matt Ryan,4317,QB,1,ATL,38,36,24,66.7,285,7.9,2,0,90.1,85.3,73.2,79.7,1,2,2,1,0,109.1,1,15,2015,3
Jameis Winston,9434,QB,1,TB,36,36,17,47.2,261,7.3,1,1,73.5,73.7,,78.9,0,0,5,1,0,69.3,0,11,2015,3
Aaron Rodgers,2241,QB,1,GB,38,35,24,68.6,333,9.5,5,0,67.0,65.4,63.6,29.7,1,0,1,0,1,138.5,2,16,2015,3
Philip Rivers,1725,QB,1,SD,38,34,21,61.8,246,7.2,1,1,51.8,51.8,,28.0,4,0,2,1,1,81.3,0,8,2015,3
Blake Bortles,8638,QB,1,JAX,36,33,17,51.5,242,7.3,2,1,57.8,58.0,57.5,79.0,2,1,3,0,1,83.1,1,13,2015,3
Eli Manning,1722,QB,1,NYG,32,32,23,71.9,279,8.7,2,0,74.7,73.3,,78.3,0,0,3,2,0,119.1,0,13,2015,3
Derek Carr,8671,QB,1,OAK,32,32,20,62.5,314,9.8,2,0,70.0,68.7,60.0,78.7,0,0,3,2,0,115.9,0,11,2015,3
Carson Palmer,1317,QB,1,ARZ,34,32,20,62.5,311,9.7,2,1,90.6,91.6,47.5,27.6,1,0,4,0,0,102.5,1,15,2015,3
Andy Dalton,6187,QB,1,CIN,38,32,20,62.5,383,12.0,3,1,86.9,86.6,65.9,29.6,2,2,2,1,0,122.3,3,15,2015,3
Cam Newton,6153,QB,1,CAR,34,31,20,64.5,315,10.2,2,0,78.5,79.1,59.7,79.6,1,0,3,2,1,119.7,2,17,2015,3
Russell Wilson,7077,QB,1,SEA,37,30,20,66.7,235,7.8,1,0,79.1,76.9,66.5,79.2,4,0,2,4,0,101.4,3,13,2015,3
Andrew Luck,7007,QB,1,IND,36,30,18,60.0,260,8.7,2,2,44.3,46.7,49.7,29.1,3,1,2,2,0,82.6,3,11,2015,3
Tyrod Taylor,6332,QB,1,BUF,31,29,21,72.4,277,9.6,3,0,75.0,75.8,57.3,78.2,0,0,1,1,0,136.7,2,14,2015,3
Nick Foles,7089,QB,1,SL,31,28,19,67.9,197,7.0,0,1,68.4,68.4,57.9,77.9,2,0,3,1,0,73.1,1,9,2015,3
Sam Bradford,5526,QB,1,PHI,29,28,14,50.0,118,4.2,1,0,50.8,51.7,60.5,78.3,1,0,5,2,0,73.2,0,6,2015,3
Brandon Weeden,7028,QB,1,DAL,28,26,22,84.6,232,8.9,0,1,59.7,59.1,,77.6,2,0,1,0,0,87.8,0,11,2015,3
Teddy Bridgewater,8667,QB,1,MIN,24,24,13,54.2,121,5.0,0,1,51.6,50.8,60.0,76.6,0,1,1,3,0,50.9,0,8,2015,3
Ben Roethlisberger,1732,QB,1,PIT,27,24,20,83.3,192,8.0,0,1,72.5,71.2,,77.7,3,1,0,0,0,82.6,0,10,2015,3
Colin Kaepernick,6188,QB,1,SF,25,19,9,47.4,67,3.5,0,4,20.9,18.2,61.0,77.2,2,0,0,3,0,16.7,4,4,2015,3
Jimmy Clausen,5573,QB,1,CHI,22,17,9,52.9,63,3.7,0,0,48.2,54.8,55.5,75.6,2,1,1,2,0,61.6,3,3,2015,3
Michael Vick,773,QB,1,PIT,8,6,5,83.3,38,6.3,0,0,33.8,32.4,60.0,71.3,2,0,0,0,0,93.1,0,1,2015,3
Kellen Clemens,2994,QB,1,SD,6,6,5,83.3,63,10.5,1,0,64.7,63.9,,68.9,0,0,0,0,0,150.0,0,4,2015,3
Johnny Hekker,7252,P,1,SL,1,1,0,0.0,0,0.0,0,0,46.4,50.6,,60.4,0,0,0,0,0,39.6,0,0,2015,3
