player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,73.6,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,2015,9
Phil Dawson,422,K,1,SF,65.7,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,9
Sebastian Janikowski,595,K,1,OAK,65.3,5,5,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,9
Matt Bryant,1223,K,1,ATL,65.9,1,1,100.0,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,9
Josh Brown,1520,K,1,NYG,72.1,2,2,100.0,0,0,,0,0,,2,2,100.0,1,1,100.0,1,1,100.0,2015,9
Mike Nugent,2264,K,1,CIN,64.9,4,4,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,9
Robbie Gould,2607,K,1,CHI,33.0,2,2,100.0,0,0,,0,0,,0,1,0.0,0,1,0.0,0,0,,2015,9
Stephen Gostkowski,3063,K,1,NE,63.8,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2015,9
Mason Crosby,3809,K,1,GB,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,9
Dan Carpenter,4697,K,1,BUF,66.9,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,9
Connor Barth,4777,K,1,TB,53.6,0,0,,0,0,,3,3,100.0,0,0,,0,1,0.0,1,1,100.0,2015,9
Ryan Succop,5180,K,1,TEN,52.0,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,2,50.0,2015,9
Graham Gano,5443,K,1,CAR,56.4,4,4,100.0,0,0,,2,2,100.0,0,0,,1,2,50.0,0,0,,2015,9
Dan Bailey,6796,K,1,DAL,68.4,3,3,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2015,9
Kai Forbath,6860,K,1,NO,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2015,9
Greg Zuerlein,7163,K,1,SL,78.8,0,0,,0,0,,0,0,,1,1,100.0,1,2,50.0,2,2,100.0,2015,9
Blair Walsh,7167,K,1,MIN,82.8,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,9
Ryan Quigley,7573,P,1,NYJ,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,9
Caleb Sturgis,7948,K,1,PHI,77.6,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2015,9
Dustin Hopkins,7958,K,1,WAS,61.6,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,9
Brandon McManus,8437,K,1,DEN,64.2,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,9
Chris Boswell,8990,K,1,PIT,52.9,3,3,100.0,1,1,100.0,0,0,,2,2,100.0,0,1,0.0,0,0,,2015,9
Travis Coons,9268,K,1,CLV,61.9,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,9
Andrew Franks,9814,K,1,MIA,66.9,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,9
Josh Lambo,10133,K,1,SD,46.4,1,2,50.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2015,9
Jason Myers,10207,K,1,JAX,68.0,2,2,100.0,0,0,,0,0,,2,2,100.0,1,1,100.0,0,0,,2015,9
