player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
DeAngelo Williams,2972,HB,1,PIT,33,32,94,2.9,0,70.0,66.9,80.3,60.0,81,2.53,11,4,4,0,0,0,2016,2
Matt Forte,4358,HB,1,NYJ,31,30,100,3.3,3,67.5,64.7,79.7,60.0,74,2.47,12,5,0,0,0,0,2016,2
LeGarrette Blount,5863,HB,1,NE,31,29,123,4.2,1,48.2,51.3,28.6,60.0,57,1.97,26,7,4,1,0,0,2016,2
Lamar Miller,7097,HB,1,HST,28,25,83,3.3,0,62.8,61.9,79.1,60.0,51,2.04,8,2,2,0,0,0,2016,2
Melvin Gordon III,9448,HB,1,SD,25,24,102,4.3,1,56.7,54.9,78.8,60.0,59,2.46,21,7,1,0,0,0,2016,2
Ezekiel Elliott,10638,HB,1,DAL,21,21,83,4.0,1,51.1,50.6,19.4,,39,1.86,21,6,1,2,0,0,2016,2
C.J. Anderson,8101,HB,1,DEN,20,20,74,3.7,1,63.6,60.4,77.8,,47,2.35,13,3,4,0,0,0,2016,2
Todd Gurley II,9443,HB,1,LA,23,19,51,2.7,0,56.7,55.5,77.5,60.0,49,2.58,11,3,0,0,0,0,2016,2
Isaiah Crowell,9295,HB,1,CLV,19,18,133,7.4,1,69.1,65.2,76.9,60.0,97,5.39,85,2,3,0,0,0,2016,2
Devonta Freeman,8738,HB,1,ATL,17,17,93,5.5,0,65.7,69.0,76.2,60.0,45,2.65,18,6,1,0,0,0,2016,2
Chris Johnson,4338,HB,1,ARZ,16,16,54,3.4,1,52.0,53.4,75.8,,32,2.0,9,3,1,0,0,0,2016,2
Fozzy Whittaker,8547,HB,1,CAR,19,16,100,6.3,0,52.4,53.2,25.3,58.5,46,2.88,25,3,1,1,0,0,2016,2
LeSean McCoy,4976,HB,1,BUF,17,15,59,3.9,0,66.3,62.7,76.3,60.0,31,2.07,24,3,3,0,0,0,2016,2
Carlos Hyde,8692,HB,1,SF,14,14,34,2.4,0,49.9,47.6,23.7,60.0,32,2.29,8,1,2,1,0,0,2016,2
Justin Forsett,4547,HB,1,BLT,15,14,37,2.6,0,48.5,45.2,75.8,60.0,25,1.79,11,2,2,0,0,0,2016,2
Shane Vereen,6208,HB,1,NYG,14,14,42,3.0,0,49.5,41.6,24.4,,23,1.64,9,2,0,1,0,0,2016,2
Matt Jones,9528,HB,1,WAS,13,13,61,4.7,1,73.3,73.7,75.3,,34,2.62,14,2,2,0,0,0,2016,2
Rashad Jennings,5174,HB,1,NYG,16,13,27,2.1,0,55.3,53.8,75.2,60.0,22,1.69,7,3,1,0,0,0,2016,2
Frank Gore,2282,HB,1,IND,13,13,44,3.4,0,56.2,50.7,75.8,,31,2.38,8,1,1,0,0,0,2016,2
DeMarco Murray,6223,HB,1,TEN,14,12,89,7.4,0,69.1,57.0,76.2,68.8,29,2.42,67,3,3,0,0,0,2016,2
Eddie Lacy,7842,HB,1,GB,12,12,50,4.2,0,62.3,63.0,74.7,,35,2.92,13,2,4,0,0,0,2016,2
Darren Sproles,2347,HB,1,PHI,13,12,40,3.3,0,56.9,53.6,75.2,60.0,26,2.17,14,2,1,0,0,0,2016,2
Adrian Peterson,3623,HB,1,MIN,12,12,19,1.6,0,61.1,60.1,74.8,,22,1.83,5,1,2,0,0,0,2016,2
David Johnson,9519,HB,1,ARZ,12,12,45,3.8,0,74.1,73.1,75.0,,45,3.75,10,1,5,0,0,0,2016,2
Tevin Coleman,9506,HB,1,ATL,12,12,46,3.8,1,62.6,63.6,74.8,,26,2.17,13,2,1,0,0,0,2016,2
Terrance West,8729,HB,1,BLT,11,11,42,3.8,0,53.4,58.2,74.5,,25,2.27,9,1,0,0,0,0,2016,2
Theo Riddick,7980,HB,1,DET,11,11,37,3.4,0,55.1,56.4,75.6,,25,2.27,10,1,1,0,0,0,2016,2
Jeremy Langford,9539,HB,1,CHI,12,11,28,2.5,1,39.8,38.1,21.8,60.0,20,1.82,16,3,0,1,0,0,2016,2
Jeremy Hill,8690,HB,1,CIN,11,11,22,2.0,0,47.3,44.6,74.6,,23,2.09,5,0,1,0,0,0,2016,2
Spencer Ware,7975,HB,1,KC,11,10,57,5.7,0,62.7,59.5,22.3,60.0,18,1.8,25,1,1,1,0,0,2016,2
Christine Michael,7843,HB,1,SEA,10,10,60,6.0,0,65.6,83.6,20.4,,38,3.8,16,4,4,1,0,0,2016,2
Charles Sims,8704,HB,1,TB,10,9,24,2.7,0,53.0,57.9,73.7,60.0,24,2.67,9,1,1,0,0,0,2016,2
Devontae Booker,10770,HB,1,DEN,9,9,46,5.1,0,63.9,61.1,73.1,,23,2.56,12,3,2,0,0,0,2016,2
Ryan Mathews,5537,HB,1,PHI,10,9,32,3.6,2,80.2,80.2,73.6,60.0,39,4.33,30,3,4,0,0,0,2016,2
Mark Ingram II,6180,HB,1,NO,10,9,30,3.3,0,55.7,61.8,74.4,60.0,21,2.33,9,0,1,0,1,0,2016,2
Mike Tolbert,4740,FB,1,CAR,16,9,25,2.8,0,47.7,54.0,73.1,56.4,20,2.22,6,1,2,0,0,0,2016,2
Derrick Henry,10679,HB,1,TEN,10,9,40,4.4,0,70.1,69.8,74.1,60.0,24,2.67,9,3,3,0,0,0,2016,2
Shaun Draughn,6440,HB,1,SF,9,9,21,2.3,0,48.6,59.7,72.7,,23,2.56,18,1,2,0,1,1,2016,2
Latavius Murray,7962,HB,1,OAK,9,8,57,7.1,1,84.4,86.3,74.1,60.0,53,6.63,18,5,4,0,0,0,2016,2
Doug Martin,7035,HB,1,TB,7,7,23,3.3,0,48.3,49.4,71.4,,16,2.29,12,2,0,0,0,0,2016,2
Thomas Rawls,9993,HB,1,SEA,8,7,-7,-1.0,0,60.9,48.1,72.7,60.0,3,0.43,4,0,2,0,0,0,2016,2
James Starks,5716,HB,1,GB,6,7,3,0.4,0,56.0,53.8,71.1,,7,1.0,5,0,0,0,0,0,2016,2
DeAndre Washington,10777,HB,1,OAK,7,7,46,6.6,0,63.5,64.8,71.9,,36,5.14,26,1,0,0,0,0,2016,2
T.J. Yeldon,9469,HB,1,JAX,7,7,28,4.0,0,52.1,54.2,74.6,,20,2.86,15,2,1,0,0,0,2016,2
Ryan Tannehill,7014,QB,1,MIA,12,2,35,5.8,0,85.1,66.3,81.0,60.0,16,2.67,17,1,1,0,0,0,2016,2
Cam Newton,6153,QB,1,CAR,36,5,37,6.2,0,81.5,60.0,32.8,60.0,17,2.83,16,3,1,1,1,0,2016,2
Ameer Abdullah,9487,HB,1,DET,6,6,38,6.3,0,70.8,69.8,71.4,,31,5.17,24,3,2,0,0,0,2016,2
Carson Wentz,10636,QB,1,PHI,29,3,10,1.7,0,85.6,53.3,79.8,60.0,3,0.5,7,0,0,0,0,0,2016,2
Matt Asiata,6432,HB,1,MIN,7,6,14,2.3,0,46.0,45.9,71.1,60.0,12,2.0,12,1,0,0,0,0,2016,2
Jalen Richard,11395,HB,1,OAK,6,6,17,2.8,0,55.8,48.9,81.7,,8,1.33,7,0,0,0,0,0,2016,2
Charcandrick West,9047,HB,1,KC,6,6,61,10.2,0,69.4,81.2,71.1,30.7,24,4.0,28,2,2,0,0,0,2016,2
Russell Wilson,7077,QB,1,SEA,20,1,14,2.8,0,64.3,46.9,29.9,60.0,1,0.2,8,0,0,1,0,0,2016,2
Ryan Fitzpatrick,2467,QB,1,NYJ,32,1,21,4.2,0,92.2,53.4,79.4,60.0,5,1.0,10,1,0,1,0,0,2016,2
Jonathan Stewart,4327,HB,1,CAR,5,5,9,1.8,0,55.1,54.7,70.9,,9,1.8,9,1,1,0,0,0,2016,2
