player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Mark Ingram II,6180,HB,1,NO,27,27,120,4.4,0,72.5,71.6,79.2,,57,2.11,11,5,1,0,0,0,2014,10
Terrance West,8729,HB,1,CLV,28,26,94,3.6,1,68.9,68.2,78.6,60.0,48,1.85,14,5,7,0,0,0,2014,10
Frank Gore,2282,HB,1,SF,26,23,81,3.5,1,63.1,62.8,78.1,60.0,47,2.04,11,4,2,0,0,0,2014,10
Marshawn Lynch,3628,HB,1,SEA,27,21,144,6.9,4,79.1,78.1,29.9,60.0,95,4.52,22,8,11,1,1,0,2014,10
Justin Forsett,4547,HB,1,BLT,23,20,112,5.6,2,60.6,61.3,77.1,60.0,50,2.5,37,5,1,0,0,0,2014,10
DeMarco Murray,6223,HB,1,DAL,19,19,100,5.3,0,74.1,68.4,77.8,,38,2.0,23,5,4,0,0,0,2014,10
Andre Ellington,7968,HB,1,ARZ,18,18,23,1.3,1,57.4,53.7,77.3,,19,1.06,5,3,0,0,0,0,2014,10
Matt Forte,4358,HB,1,CHI,19,17,54,3.2,0,51.0,55.2,76.7,60.0,52,3.06,13,4,5,0,0,0,2014,10
Steven Jackson,1745,HB,1,ATL,17,16,81,5.1,1,71.3,67.7,76.4,60.0,46,2.88,27,4,4,0,0,0,2014,10
Bishop Sankey,8689,HB,1,TEN,16,16,55,3.4,0,62.1,57.1,76.4,,45,2.81,11,2,3,0,0,0,2014,10
Denard Robinson,7917,HB,1,JAX,15,15,60,4.0,2,63.1,57.0,24.6,,21,1.4,32,3,0,1,0,0,2014,10
Jamaal Charles,4387,HB,1,KC,17,15,98,6.5,1,66.2,66.6,76.4,60.0,22,1.47,39,4,0,0,0,0,2014,10
Tre Mason,8710,HB,1,SL,16,14,48,3.4,0,65.8,70.7,76.0,60.0,24,1.71,16,3,1,0,0,0,2014,10
Russell Wilson,7077,QB,1,SEA,43,12,114,8.1,1,57.0,47.6,28.0,60.0,20,1.43,26,8,0,1,1,0,2014,10
Chris Ivory,6007,HB,1,NYJ,19,14,51,3.6,0,70.1,74.4,75.1,60.0,39,2.79,12,3,7,0,0,0,2014,10
Eddie Lacy,7842,HB,1,GB,15,14,50,3.6,0,65.7,63.2,76.1,60.0,31,2.21,16,2,0,0,0,0,2014,10
DeAngelo Williams,2972,HB,1,CAR,14,13,31,2.4,0,44.5,41.9,23.7,60.0,19,1.46,8,0,1,1,0,0,2014,10
Andre Williams,8748,HB,1,NYG,14,13,33,2.5,1,67.5,67.7,75.9,60.0,15,1.15,7,1,0,0,0,0,2014,10
C.J. Anderson,8101,HB,1,DEN,16,13,90,6.9,0,77.8,75.0,76.0,60.0,33,2.54,17,6,3,0,0,0,2014,10
Jeremy Hill,8690,HB,1,CIN,14,12,55,4.6,0,60.0,58.2,23.5,60.0,33,2.75,13,4,3,1,0,0,2014,10
LeSean McCoy,4976,HB,1,PHI,15,12,19,1.6,1,39.4,48.6,74.5,60.0,16,1.33,6,2,3,0,0,0,2014,10
