player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Julius Peppers,1010,ED,1,CAR,32,23,9,0,77.1,73.7,74.1,67.2,,4.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Terence Newman,1321,CB,1,MIN,42,0,16,26,62.6,60.7,73.0,,62.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,35.0,17.5,16.0,27.0,1.0,0.0,1.0,93.8,1,0,2017,2
Terrell Suggs,1326,ED,1,BLT,49,36,12,1,57.6,36.7,69.9,74.4,60.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2017,2
Karlos Dansby,1754,LB,1,ARZ,69,4,27,38,59.7,67.3,61.1,51.8,55.1,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,0.0,6.0,4.0,44.0,11.0,12.0,15.0,0.0,0.0,0.0,88.2,0,0,2017,2
Mike Adams,1972,S,1,CAR,54,6,17,31,70.4,69.0,78.4,61.5,65.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Adam Jones,2223,CB,1,CIN,61,0,28,33,54.6,68.3,79.1,,50.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,10.0,4.0,34.0,8.5,2.0,11.0,0.0,0.0,3.0,49.6,1,0,2017,2
Thomas Davis Sr.,2231,LB,1,CAR,54,7,17,30,90.0,72.2,79.2,74.7,84.7,1.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,6.0,0.0,4.0,3.0,11.0,3.7,14.0,6.0,0.0,0.0,0.0,77.1,0,0,2017,2
Derrick Johnson,2232,LB,1,KC,72,5,14,53,67.0,60.6,78.4,52.5,68.9,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,64.6,0,0,2017,2
Lorenzo Alexander,2476,ED,1,BUF,44,12,17,15,47.9,73.1,29.6,61.6,29.2,4.0,1.0,0.0,3.0,0.0,5.0,1.0,4.0,4.0,0.0,3.0,3.0,26.0,8.7,9.0,10.0,0.0,0.0,0.0,102.8,0,0,2017,2
Haloti Ngata,2957,DI,1,DET,28,17,10,1,78.2,70.7,69.1,70.7,60.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Johnathan Joseph,2969,CB,1,HST,22,0,9,13,61.1,65.1,75.1,,58.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,22.0,1.0,22.0,0.0,0.0,0.0,118.8,0,0,2017,2
Frostee Rucker,3036,DI,1,ARZ,42,25,16,1,63.9,62.0,28.5,53.4,63.4,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,8.0,3.0,8.0,0.0,0.0,0.0,100.0,0,0,2017,2
Domata Peko Sr.,3068,DI,1,DEN,19,12,7,0,75.4,72.1,67.6,63.6,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Elvis Dumervil,3071,ED,1,SF,22,20,2,0,49.7,60.0,,66.1,,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2017,2
Kyle Williams,3079,DI,1,BUF,47,26,18,3,69.1,72.9,71.7,59.7,58.9,1.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Antoine Bethea,3152,S,1,ARZ,52,1,15,36,71.6,68.7,77.2,67.6,65.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,56.3,0,0,2017,2
Tom Johnson,3378,DI,1,MIN,53,36,17,0,53.0,66.5,26.4,52.5,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,1,2017,2
Tramon Williams,3558,CB,1,ARZ,3,0,0,3,64.7,,,,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Brent Grimes,3589,CB,1,TB,57,0,16,41,55.0,71.8,66.1,,51.2,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,7.0,7.0,92.0,13.1,11.0,20.0,0.0,0.0,0.0,118.8,0,0,2017,2
Reggie Nelson,3637,S,1,OAK,56,3,23,30,67.6,80.4,83.0,57.4,58.1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,1.0,34.0,34.0,26.0,34.0,0.0,0.0,0.0,118.8,0,0,2017,2
Alan Branch,3649,DI,1,NE,6,4,2,0,58.4,60.3,,55.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Paul Posluszny,3650,LB,1,JAX,44,2,32,10,61.2,51.7,60.5,54.7,78.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,-2.0,-2.0,1.0,-2.0,0.0,0.0,0.0,79.2,0,0,2017,2
Eric Weddle,3653,S,1,BLT,71,0,16,55,60.1,69.0,83.0,,57.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0,0,2017,2
David Harris,3663,LB,1,NE,1,0,1,0,60.0,60.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Justin Durant,3664,LB,1,DAL,1,1,0,0,57.7,,,58.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Charles Johnson,3699,ED,1,CAR,30,21,8,1,54.4,66.7,71.7,57.7,60.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2017,2
Brandon Mebane,3701,DI,1,LAC,35,17,18,0,69.1,65.4,67.6,64.7,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
Brian Robison,3718,ED,1,MIN,48,29,19,0,53.7,55.5,,64.6,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2017,2
Corey Graham,3784,S,1,PHI,41,0,14,27,54.6,50.9,26.6,,58.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,2
William Gay,3786,CB,1,PIT,18,0,2,16,74.3,60.0,80.3,,71.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,9.0,4.5,13.0,7.0,0.0,0.0,0.0,85.4,0,0,2017,2
