player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Mitchell Trubisky,11757,QB,1,CHI,56,54,34,63.0,251,4.6,2,0,51.8,52.0,,81.2,2,0,1,5,1,86.3,0,16,2019,7
Matthew Stafford,4924,QB,1,DET,48,45,30,66.7,364,8.1,4,1,72.5,71.2,,81.0,2,0,0,0,2,111.7,0,21,2019,7
Tom Brady,698,QB,1,NE,45,45,31,68.9,249,5.5,1,1,69.9,68.8,,80.0,0,1,3,3,0,80.7,0,12,2019,7
Andy Dalton,6187,QB,1,CIN,47,43,22,51.2,276,6.4,1,3,75.8,68.8,89.1,81.0,2,1,5,0,1,50.1,2,14,2019,7
Russell Wilson,7077,QB,1,SEA,44,41,20,48.8,241,5.9,1,1,69.0,63.3,81.2,80.2,1,0,3,3,1,65.2,2,12,2019,7
Teddy Bridgewater,8667,QB,1,NO,41,38,23,60.5,281,7.4,2,0,75.9,72.3,70.7,79.6,1,2,2,2,0,100.9,2,16,2019,7
Philip Rivers,1725,QB,1,LAC,39,38,24,63.2,329,8.7,2,0,68.9,67.8,,79.3,1,0,1,1,0,108.3,0,19,2019,7
Jacoby Brissett,10725,QB,1,IND,41,38,26,68.4,326,8.6,4,0,72.3,78.8,32.8,80.1,1,1,2,5,0,129.9,2,18,2019,7
Jared Goff,10635,QB,1,LA,38,37,22,59.5,268,7.2,2,0,73.2,73.0,57.3,79.5,0,1,0,0,1,99.8,1,13,2019,7
Daniel Jones,39395,QB,1,NYG,47,35,22,62.9,223,6.4,1,1,71.4,69.4,65.7,22.7,8,1,5,0,2,78.6,4,16,2019,7
Ryan Fitzpatrick,2467,QB,1,MIA,38,35,23,65.7,282,8.1,1,1,68.3,71.3,47.2,79.7,0,1,2,0,0,88.0,3,15,2019,7
Joe Flacco,4332,QB,1,DEN,42,34,21,61.8,213,6.3,0,0,54.1,53.8,,19.0,8,2,2,2,0,79.7,0,8,2019,7
Deshaun Watson,11767,QB,1,HST,40,34,23,67.6,308,9.1,1,2,85.9,81.1,75.4,28.6,3,0,2,1,1,81.5,3,16,2019,7
Kirk Cousins,7102,QB,1,MIN,34,34,24,70.6,337,9.9,4,0,92.4,91.7,61.0,79.3,0,0,2,2,0,141.4,0,18,2019,7
Gardner Minshew,41401,QB,1,JAX,41,32,15,46.9,255,8.0,1,0,73.1,75.6,56.4,79.9,2,1,2,3,1,84.8,6,12,2019,7
Sam Darnold,29048,QB,1,NYJ,33,32,11,34.4,86,2.7,0,4,23.7,24.6,57.0,28.1,1,0,1,4,0,3.6,0,4,2019,7
Aaron Rodgers,2241,QB,1,GB,34,31,25,80.6,429,13.8,5,0,93.6,92.8,63.4,78.6,1,0,2,2,0,158.3,2,16,2019,7
Ryan Tannehill,7014,QB,1,TEN,32,29,23,79.3,312,10.8,2,1,79.5,83.2,46.4,20.9,2,0,0,1,1,120.1,1,15,2019,7
Derek Carr,8671,QB,1,OAK,29,28,22,78.6,293,10.5,2,1,71.6,80.0,29.9,24.9,0,0,0,1,0,119.2,1,14,2019,7
Matt Ryan,4317,QB,1,ATL,33,27,16,59.3,159,5.9,0,1,51.8,53.7,55.3,26.7,5,1,2,1,2,60.6,1,8,2019,7
Dak Prescott,10769,QB,1,DAL,31,27,21,77.8,239,8.9,1,1,81.5,76.5,75.0,78.7,3,0,3,2,0,100.5,1,13,2019,7
Carson Wentz,10636,QB,1,PHI,31,26,16,61.5,191,7.3,1,1,49.5,52.0,49.4,78.2,3,0,0,1,1,80.8,2,9,2019,7
Josh Allen,46601,QB,1,BUF,30,26,16,61.5,202,7.8,2,0,70.2,63.9,76.1,78.7,2,1,2,1,0,111.4,2,11,2019,7
Jimmy Garoppolo,8697,QB,1,SF,25,21,12,57.1,151,7.2,0,1,70.4,68.0,65.5,25.9,2,0,0,1,0,59.8,2,9,2019,7
Kyler Murray,38334,QB,1,ARZ,27,21,14,66.7,104,5.0,0,0,49.6,51.7,51.2,78.9,1,1,2,0,0,78.3,4,9,2019,7
Lamar Jackson,46416,QB,1,BLT,26,20,9,45.0,143,7.2,0,0,90.2,85.5,77.8,78.7,1,0,4,0,1,69.4,5,8,2019,7
Matt Moore,4018,QB,1,KC,20,19,10,52.6,117,6.2,1,0,52.2,51.8,60.0,76.2,1,1,0,1,0,89.1,0,4,2019,7
Case Keenum,7323,QB,1,WAS,15,12,9,75.0,77,6.4,0,0,69.4,68.0,,73.9,3,0,1,0,0,91.3,0,4,2019,7
Patrick Mahomes,11765,QB,1,KC,11,11,10,90.9,76,6.9,1,0,78.1,74.0,62.6,72.6,0,1,0,0,0,125.8,0,3,2019,7
Matt Schaub,1811,QB,1,ATL,6,6,6,100.0,65,10.8,1,0,89.7,87.9,60.0,69.9,0,0,0,0,0,151.4,0,4,2019,7
Mike Glennon,7854,QB,1,OAK,3,3,2,66.7,36,12.0,1,0,72.7,71.4,,65.5,0,0,0,0,0,147.2,0,2,2019,7
Johnny Hekker,7252,P,1,LA,1,1,1,100.0,23,23.0,0,0,60.6,60.4,,60.4,0,0,0,0,0,118.8,0,1,2019,7
Brett Kern,4580,P,1,TEN,1,1,1,100.0,11,11.0,0,0,60.8,60.3,,60.4,0,0,0,0,0,112.5,0,1,2019,7
Zach Pascal,12303,WR,1,IND,1,1,0,0.0,0,0.0,0,0,88.3,52.3,,72.6,0,0,0,0,0,39.6,0,0,2019,7
