player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Andrew Luck,7007,QB,1,IND,68,62,40,64.5,464,7.5,4,0,90.1,87.8,67.4,26.2,4,0,5,1,2,108.5,2,23,2018,4
Derek Carr,8671,QB,1,OAK,61,58,35,60.3,437,7.5,4,2,77.6,76.8,57.1,82.1,3,2,6,1,1,92.4,0,20,2018,4
Kirk Cousins,7102,QB,1,MIN,56,50,36,72.0,422,8.4,3,0,84.9,82.4,67.1,81.5,4,2,1,3,0,117.3,2,23,2018,4
Carson Wentz,10636,QB,1,PHI,56,50,33,66.0,348,7.0,2,0,85.3,85.1,54.6,81.2,4,0,6,0,4,99.4,2,18,2018,4
Ben Roethlisberger,1732,QB,1,PIT,48,47,27,57.4,274,5.8,1,1,57.6,57.3,60.0,80.6,1,2,1,1,1,72.5,0,13,2018,4
Patrick Mahomes,11765,QB,1,KC,48,45,28,62.2,304,6.8,1,0,81.1,78.5,65.4,81.0,1,0,4,2,0,89.5,1,14,2018,4
Marcus Mariota,9435,QB,1,TEN,49,43,30,69.8,344,8.0,2,1,78.1,78.3,61.1,81.6,3,0,4,1,0,99.4,3,17,2018,4
Deshaun Watson,11767,QB,1,HST,52,42,29,69.0,375,8.9,2,1,89.0,83.9,77.6,81.2,6,0,3,2,1,102.8,4,24,2018,4
Joe Flacco,4332,QB,1,BLT,44,42,28,66.7,363,8.6,2,0,83.2,81.6,60.0,80.0,2,0,4,2,0,109.5,0,17,2018,4
Andy Dalton,6187,QB,1,CIN,46,41,29,70.7,337,8.2,3,1,85.7,83.4,64.1,80.6,3,1,2,0,1,109.5,2,21,2018,4
Baker Mayfield,46518,QB,1,CLV,45,41,21,51.2,295,7.2,2,2,83.0,81.4,62.2,80.2,2,2,6,1,0,70.7,2,14,2018,4
Eli Manning,1722,QB,1,NYG,45,41,31,75.6,255,6.2,1,0,51.4,51.9,57.9,30.4,3,0,0,1,0,99.1,1,18,2018,4
Aaron Rodgers,2241,QB,1,GB,46,40,22,55.0,298,7.5,1,1,76.2,72.6,71.2,29.9,2,0,4,2,1,76.9,4,15,2018,4
Matt Ryan,4317,QB,1,ATL,43,39,29,74.4,419,10.7,3,0,78.0,78.3,53.6,79.8,3,0,1,1,0,134.5,1,20,2018,4
Philip Rivers,1725,QB,1,LAC,40,39,25,64.1,250,6.4,3,1,66.8,64.4,66.1,80.0,1,0,2,3,0,97.2,0,14,2018,4
Blake Bortles,8638,QB,1,JAX,42,38,29,76.3,388,10.2,2,1,79.9,78.0,63.4,79.8,2,2,0,2,0,114.8,2,17,2018,4
C.J. Beathard,11859,QB,1,SF,42,37,23,62.2,298,8.1,2,2,69.0,75.0,43.6,44.3,1,2,1,1,0,82.9,4,13,2018,4
Tom Brady,698,QB,1,NE,35,35,23,65.7,274,7.8,3,2,78.5,76.7,,78.9,0,0,2,2,0,94.2,0,13,2018,4
Sam Darnold,29048,QB,1,NYJ,39,34,17,50.0,167,4.9,1,0,36.9,37.0,61.3,79.6,3,0,1,4,0,74.0,2,7,2018,4
Josh Allen,46601,QB,1,BUF,43,33,16,48.5,151,4.6,0,2,28.2,32.4,33.3,29.7,7,0,2,3,2,36.3,3,6,2018,4
Case Keenum,7323,QB,1,DEN,37,33,21,63.6,245,7.4,0,1,72.1,70.8,,78.7,4,0,2,0,0,73.4,0,10,2018,4
Jared Goff,10635,QB,1,LA,35,33,26,78.8,465,14.1,5,0,96.3,95.7,57.9,78.7,1,0,0,5,0,158.3,1,19,2018,4
Drew Brees,802,QB,1,NO,33,32,18,56.3,217,6.8,0,0,70.9,71.2,57.1,79.4,1,1,2,3,0,77.2,0,11,2018,4
Matthew Stafford,4924,QB,1,DET,34,30,24,80.0,307,10.2,2,0,90.2,88.4,63.5,78.3,3,0,1,1,0,131.5,1,14,2018,4
Dak Prescott,10769,QB,1,DAL,31,27,17,63.0,255,9.4,2,0,82.8,82.5,57.9,78.6,3,0,1,1,0,118.6,1,12,2018,4
