player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Julio Jones,6158,WR,1,ATL,18,10,55.6,169,0,90.4,89.1,78.0,71.7,,16.9,32,3.2,36,7,0,1,0,1,64.4,0,0,2018,1
Michael Thomas,10681,WR,1,NO,17,16,94.1,180,1,81.9,79.4,66.7,22.8,,11.3,60,3.8,35,7,1,0,1,1,130.4,0,0,2018,1
Antonio Brown,5718,WR,1,PIT,16,9,56.3,93,1,74.0,72.9,78.0,71.1,,10.3,49,5.4,22,6,0,2,0,1,54.4,0,0,2018,1
Odell Beckham Jr.,8647,WR,1,NYG,14,11,78.6,111,0,74.5,74.8,79.4,72.5,,10.1,23,2.1,24,4,0,0,0,2,99.7,0,0,2018,1
Jarvis Landry,8698,WR,1,CLV,14,7,50.0,106,0,70.7,68.0,52.1,69.5,,15.1,25,3.6,39,3,1,0,0,0,75.3,1,1,2018,1
Corey Davis,11760,WR,1,TEN,13,6,46.2,62,0,66.6,65.1,74.6,68.8,,10.3,29,4.8,18,4,0,0,0,0,60.4,0,0,2018,1
Adam Thielen,8288,WR,1,MIN,12,6,50.0,102,0,76.1,72.2,49.7,68.8,,17.0,49,8.2,34,6,1,0,0,0,79.2,0,0,2018,1
Melvin Gordon III,9448,HB,1,LAC,12,9,75.0,102,0,68.2,66.4,38.4,77.4,69.7,11.3,120,13.3,25,6,2,0,0,5,100.0,0,0,2018,1
Jared Cook,5012,TE,1,OAK,12,9,75.0,180,0,89.6,90.7,77.3,70.6,71.8,20.0,111,12.3,45,7,0,2,0,2,77.1,2,0,2018,1
Alvin Kamara,11822,HB,1,NO,12,9,75.0,112,1,74.1,75.4,57.0,75.6,44.3,12.4,69,7.7,35,4,0,0,0,3,131.3,0,0,2018,1
Emmanuel Sanders,5606,WR,1,DEN,11,10,90.9,135,1,80.9,79.0,78.0,71.1,,13.5,54,5.4,43,3,0,1,0,0,110.2,1,0,2018,1
DeAndre Hopkins,7808,WR,1,HST,11,8,72.7,78,0,75.6,75.6,77.3,71.3,,9.8,18,2.3,17,4,0,0,0,0,92.2,0,0,2018,1
Jalen Richard,11395,HB,1,OAK,11,9,81.8,55,0,54.9,57.0,56.7,74.0,51.3,6.1,30,3.3,9,2,0,0,0,1,87.5,0,0,2018,1
Keenan Allen,7857,WR,1,LAC,11,8,72.7,108,1,70.0,68.4,76.5,70.1,,13.5,51,6.4,23,5,0,0,0,1,133.9,0,0,2018,1
Golden Tate,5585,WR,1,DET,11,7,63.6,79,1,59.2,59.0,35.3,70.1,,11.3,29,4.1,26,4,2,0,0,1,115.3,0,0,2018,1
