player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,5,60.0,,,,,66.5,0,0,0,0,0,2013,15
David Akers,295,K,1,DET,0,4,0,0,0,2,60.0,60.0,,,,62.5,0,0,0,0,0,2013,15
Charles Woodson,330,S,1,OAK,0,0,0,0,6,0,59.7,,,,,,0,0,0,0,0,2013,15
Patrick Mannelly,410,LS,1,CHI,0,0,0,3,0,7,43.6,,,,,,0,0,0,0,0,2013,15
Phil Dawson,422,K,1,SF,0,8,0,0,0,7,60.1,61.5,,,,67.8,0,0,0,0,0,2013,15
London Fletcher,424,LB,1,WAS,0,0,0,0,5,0,60.2,,,,,,0,0,0,0,0,2013,15
Brian Moorman,562,P,1,BUF,0,0,0,4,0,6,60.7,,,62.8,,,0,0,0,0,0,2013,15
John Abraham,591,ED,1,ARZ,0,0,0,0,6,0,60.4,,,,,,0,0,0,0,0,2013,15
Sebastian Janikowski,595,K,1,OAK,0,6,0,0,0,5,60.0,60.0,,,,62.2,0,0,0,0,0,2013,15
Brad Meester,627,C,1,JAX,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0,2013,15
Shane Lechler,673,P,1,HST,0,1,0,8,0,1,41.2,60.0,,73.1,,,0,0,0,0,1,2013,15
Mike Leach,750,LS,1,ARZ,0,0,0,4,0,7,50.2,,,,,,0,0,0,0,0,2013,15
Paris Lenon,751,LB,1,DEN,0,0,3,0,0,0,60.1,,,,,,0,0,0,0,0,2013,15
Rian Lindell,754,K,1,TB,0,0,0,0,0,2,60.0,,,,,60.6,0,0,0,0,0,2013,15
Justin Smith,776,DI,1,SF,0,0,1,0,2,0,60.1,,,,,,0,0,0,0,0,2013,15
Andre Carter,779,ED,1,NE,0,0,0,0,4,0,59.3,,,,,,0,0,0,0,0,2013,15
Santana Moss,786,WR,1,WAS,0,0,6,0,0,0,60.1,,,,61.7,,0,0,0,0,0,2013,15
Dominic Raiola,820,C,1,DET,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2013,15
Steve Smith,837,WR,1,CAR,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2013,15
Roberto Garza,856,C,1,CHI,0,0,0,0,0,7,61.0,,,,,,0,0,0,0,0,2013,15
Jay Feely,955,K,1,ARZ,0,8,0,0,0,7,60.1,54.0,,,,73.9,0,0,0,0,1,2013,15
Julius Peppers,1010,ED,1,CHI,0,0,1,0,5,0,59.1,,,,,,0,0,0,0,0,2013,15
Quentin Jammer,1013,CB,1,DEN,0,5,0,0,5,0,60.5,,,,,,0,0,0,0,0,2013,15
Bryant McKinnie,1015,T,1,MIA,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2013,15
Will Witherspoon,1079,LB,1,SL,3,0,0,6,4,0,64.6,,,,,,0,0,0,0,0,2013,15
Dave Zastudil,1113,P,1,ARZ,0,0,0,4,0,7,60.8,,,58.1,,,0,0,0,0,0,2013,15
Rob Bironas,1218,K,1,TEN,0,7,0,0,0,7,60.0,58.4,,,,54.5,0,0,0,0,0,2013,15
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,5,60.0,,,,,66.3,0,0,0,0,0,2013,15
Ryan Clark,1229,S,1,PIT,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2013,15
Billy Cundiff,1230,K,1,CLV,0,6,0,0,0,5,47.5,60.0,,,,62.3,0,0,1,0,0,2013,15
James Harrison,1251,LB,1,CIN,0,0,1,0,2,0,60.0,,,,,,0,0,0,0,0,2013,15
Jordan Gross,1324,T,1,CAR,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2013,15
Kevin Williams,1325,DI,1,MIN,0,0,0,0,3,0,59.5,,,,,,0,0,0,0,0,2013,15
Troy Polamalu,1332,S,1,PIT,1,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2013,15
Nick Barnett,1345,LB,1,WAS,6,1,6,3,0,0,59.0,,,,,,0,0,0,0,0,2013,15
Drayton Florence,1362,CB,1,CAR,0,0,4,0,0,0,59.8,,,,,,0,0,0,0,0,2013,15
Cory Redding,1381,DI,1,IND,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2013,15
Jason Witten,1384,TE,1,DAL,1,0,0,0,0,8,60.5,,,,,,0,0,0,0,0,2013,15
Wade Smith,1393,G,1,HST,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2013,15
Ike Taylor,1437,CB,1,PIT,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2013,15
Aubrayo Franklin,1455,DI,1,IND,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2013,15
Mike Scifres,1458,P,1,SD,0,0,0,3,0,5,60.6,,,65.7,,,0,0,0,0,0,2013,15
Tony Pashos,1478,T,1,OAK,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2013,15
Yeremiah Bell,1513,S,1,ARZ,2,0,0,4,7,0,59.7,,,,,,0,0,0,0,0,2013,15
Josh Brown,1520,K,1,NYG,0,1,0,0,0,0,60.0,60.0,,,,,0,0,0,0,0,2013,15
Jon Dorenbos,1600,LS,1,PHI,0,0,0,4,0,4,52.3,,,,,,0,0,0,0,0,2013,15
Israel Idonije,1632,ED,1,DET,6,0,0,0,6,0,58.3,,,,,,0,0,0,0,0,2013,15
