player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,72,1,34,37,90.1,74.2,70.8,66.6,80.3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0,0,2014,1
John Abraham,591,ED,1,ARZ,37,20,14,3,54.7,66.7,69.9,47.9,60.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Justin Smith,776,DI,1,SF,49,28,21,0,79.4,75.5,73.3,68.0,,3.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Julius Peppers,1010,ED,1,GB,59,31,28,0,51.9,59.3,32.6,60.7,56.2,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2014,1
Dwight Freeney,1019,ED,1,SD,48,34,13,1,77.7,66.2,,73.4,60.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Larry Foote,1126,LB,1,ARZ,62,12,24,26,68.9,86.6,33.8,55.1,52.6,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,3.0,0.0,5.0,4.0,28.0,7.0,19.0,9.0,0.0,0.0,0.0,90.0,0,0,2014,1
Brett Keisel,1204,DI,1,PIT,42,27,15,0,52.4,51.7,69.9,56.4,60.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Ryan Clark,1229,S,1,WAS,61,2,35,24,44.6,28.6,27.4,55.4,67.4,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,4.0,0.0,3.0,1.0,11.0,11.0,16.0,11.0,0.0,0.0,1.0,45.1,0,0,2014,1
Terence Newman,1321,CB,1,CIN,88,0,20,68,49.8,73.2,37.5,,46.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,10.0,7.0,62.0,8.9,16.0,15.0,0.0,0.0,0.0,86.3,1,0,2014,1
Kevin Williams,1325,DI,1,SEA,24,13,10,1,61.8,59.5,67.3,61.7,60.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Terrell Suggs,1326,ED,1,BLT,50,27,19,4,75.1,66.8,74.5,74.0,59.3,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Troy Polamalu,1332,S,1,PIT,68,1,31,36,61.6,39.7,52.5,60.0,70.1,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Calvin Pace,1334,ED,1,NYJ,46,22,15,9,72.3,67.7,75.9,61.3,86.7,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,56.3,1,0,2014,1
Charles Tillman,1351,CB,1,CHI,58,1,31,26,60.6,37.8,79.9,68.5,63.3,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,3.0,24.0,8.0,3.0,16.0,0.0,0.0,0.0,89.6,0,0,2014,1
Rashean Mathis,1355,CB,1,DET,60,0,23,37,79.9,65.9,75.4,,80.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,56.3,0,0,2014,1
Osi Umenyiora,1371,ED,1,ATL,33,26,7,0,49.9,57.5,70.6,50.4,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Cory Redding,1381,DI,1,IND,57,30,26,1,58.6,61.9,69.6,62.8,60.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2014,1
Lance Briggs,1383,LB,1,CHI,58,1,31,26,59.0,57.4,78.0,,61.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,8.0,4.0,8.0,7.0,1.0,0.0,0.0,122.9,0,0,2014,1
Jarret Johnson,1421,ED,1,SD,36,12,17,7,77.8,69.2,72.7,51.9,88.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,8.0,4.0,13.0,5.0,0.0,0.0,0.0,83.3,0,0,2014,1
Ike Taylor,1437,CB,1,PIT,68,0,31,37,39.9,47.8,45.2,,45.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,4.0,47.0,11.8,10.0,17.0,1.0,0.0,1.0,129.9,2,1,2014,1
Chris Clemons,1585,ED,1,JAX,61,39,21,1,66.1,63.8,71.8,74.5,57.2,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2014,1
Colin Cole,1589,DI,1,CAR,11,7,4,0,70.7,70.9,67.3,56.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Cullen Jenkins,1637,DI,1,NYG,29,18,9,2,66.8,71.8,70.1,57.7,59.5,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
DeAngelo Hall,1729,CB,1,WAS,61,0,35,26,64.7,72.3,82.0,,66.8,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,3.0,3.0,34.0,11.3,0.0,14.0,0.0,0.0,0.0,113.9,0,0,2014,1
D.J. Williams,1738,LB,1,CHI,22,0,12,10,58.4,51.6,74.9,,65.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Vince Wilfork,1742,DI,1,NE,52,22,30,0,54.0,55.6,38.5,54.7,,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Jason Babin,1748,ED,1,NYJ,14,11,3,0,68.2,60.0,71.0,65.8,60.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Karlos Dansby,1754,LB,1,CLV,72,0,29,43,80.1,68.8,37.8,,77.7,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,8.0,6.0,115.0,19.2,97.0,30.0,0.0,1.0,1.0,77.1,0,0,2014,1
Daryl Smith,1760,LB,1,BLT,66,1,25,40,51.1,45.9,79.6,60.0,58.3,1.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,5.0,0.0,4.0,3.0,43.0,14.3,56.0,32.0,0.0,0.0,0.0,109.4,0,0,2014,1
Dwan Edwards,1772,DI,1,CAR,30,20,9,1,57.6,66.8,23.1,65.1,56.3,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Randy Starks,1792,DI,1,MIA,46,31,13,2,78.6,61.1,67.3,65.1,67.2,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,1.0,39.6,0,0,2014,1
Shaun Phillips,1819,ED,1,TEN,28,21,5,2,45.6,60.8,70.5,46.0,77.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2014,1
Robert Geathers,1838,ED,1,CIN,59,43,11,5,53.5,66.4,69.9,47.5,61.5,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Jared Allen,1847,ED,1,CHI,54,27,27,0,59.9,65.1,68.1,51.9,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Antonio Smith,1856,DI,1,OAK,51,27,24,0,53.6,46.8,71.4,57.3,61.2,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Mike Adams,1972,S,1,IND,77,0,37,40,68.1,65.8,83.7,,65.1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Tommy Kelly,2093,DI,1,ARZ,48,32,16,0,61.7,64.6,69.2,57.2,,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
George Wilson,2210,S,1,TEN,33,3,6,24,49.0,49.8,,53.5,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2014,1
Adam Jones,2223,CB,1,CIN,65,0,11,54,57.5,61.9,22.5,,56.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,4.0,95.0,23.8,40.0,80.0,1.0,0.0,0.0,158.3,0,0,2014,1
Antrel Rolle,2225,S,1,NYG,68,3,30,35,66.9,82.4,62.2,53.0,58.2,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,52.0,17.3,4.0,22.0,1.0,0.0,1.0,156.3,0,0,2014,1
Carlos Rogers,2226,CB,1,OAK,71,2,34,35,57.9,57.7,52.5,52.3,59.3,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,3.0,0.0,8.0,8.0,64.0,8.0,58.0,24.0,0.0,0.0,0.0,100.0,1,0,2014,1
DeMarcus Ware,2228,ED,1,DEN,52,40,10,2,62.6,61.0,72.8,60.1,62.1,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Thomas Davis Sr.,2231,LB,1,CAR,57,3,16,38,87.5,56.5,80.0,69.4,90.2,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,7.0,4.0,26.0,6.5,10.0,9.0,1.0,0.0,1.0,104.8,0,0,2014,1
Derrick Johnson,2232,LB,1,KC,32,2,11,19,72.4,63.1,48.5,72.3,67.3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Mike Patterson,2248,DI,1,NYG,39,16,23,0,51.0,53.5,67.3,52.5,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Jonathan Babineaux,2276,DI,1,ATL,67,43,24,0,60.5,52.1,28.9,62.0,61.2,4.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Justin Tuck,2291,ED,1,OAK,51,23,27,1,66.0,67.5,73.0,57.0,60.0,3.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Chris Canty,2349,DI,1,BLT,37,21,16,0,55.4,63.5,70.3,49.2,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Trent Cole,2363,ED,1,PHI,58,22,25,11,87.3,76.8,75.4,90.7,62.9,3.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,1,0,2014,1
C.J. Mosley,2408,DI,1,DET,26,14,12,0,70.2,68.4,66.8,61.7,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Jay Ratliff,2441,DI,1,CHI,47,22,25,0,88.3,80.4,71.9,67.5,62.3,3.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Chase Blackburn,2498,LB,1,CAR,2,0,2,0,90.0,73.1,80.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
Jim Leonhard,2694,S,1,CLV,9,0,2,7,79.0,60.0,82.5,,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2014,1
Ahmad Brooks,2945,ED,1,SF,51,23,20,8,30.3,49.9,24.8,58.5,48.9,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,11.0,11.0,8.0,11.0,0.0,0.0,0.0,112.5,3,0,2014,1
Mario Williams,2946,ED,1,BUF,48,34,14,0,65.7,64.6,69.2,61.7,,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,1
A.J. Hawk,2950,LB,1,GB,48,2,29,17,30.0,41.3,56.6,55.8,39.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,3.0,0.0,3.0,3.0,14.0,4.7,18.0,9.0,0.0,0.0,0.0,86.1,0,0,2014,1
Donte Whitner,2953,S,1,CLV,72,4,29,39,64.8,72.1,78.2,51.6,60.7,0.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,3.0,0.0,2.0,2.0,13.0,6.5,8.0,11.0,0.0,0.0,0.0,93.8,0,0,2014,1
