player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,77,3,34,40,47.7,49.1,35.6,52.9,53.2,0,0,0,0,0,4,1,2,0,0,2,1,38,38.0,18,38.0,0,0,0,95.8,0,0,2014,17
Justin Smith,776,DI,1,SF,26,12,14,0,46.0,65.1,,49.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0,2014,17
Ryan Pickett,799,DI,1,HST,12,5,7,0,57.1,59.4,,55.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
Julius Peppers,1010,ED,1,GB,33,28,4,1,75.2,58.9,,73.4,60.0,6,0,1,5,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
Dwight Freeney,1019,ED,1,SD,34,27,7,0,74.2,63.3,69.2,71.0,,6,1,1,4,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
Ryan Clark,1229,S,1,WAS,65,5,28,32,43.1,34.2,29.9,49.4,57.4,1,0,0,1,0,3,1,3,0,0,1,1,7,7.0,0,7.0,0,0,0,95.8,0,0,2014,17
James Harrison,1251,ED,1,PIT,68,35,26,7,61.1,66.1,76.1,52.6,66.4,2,0,0,2,0,4,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
Kevin Williams,1325,DI,1,SEA,37,22,15,0,71.6,64.2,28.4,78.2,60.0,1,1,0,0,0,1,0,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
Terrell Suggs,1326,ED,1,BLT,46,22,22,2,77.6,63.2,72.4,65.0,85.9,4,1,0,3,0,1,0,0,2,0,1,0,0,,0,,0,0,1,39.6,0,0,2014,17
Calvin Pace,1334,ED,1,NYJ,59,30,20,9,76.7,68.8,73.3,72.1,65.4,6,0,1,5,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
Rashean Mathis,1355,CB,1,DET,67,0,39,28,73.2,60.1,72.8,,76.2,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
Osi Umenyiora,1371,ED,1,ATL,4,2,2,0,58.2,60.3,,56.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
Cory Redding,1381,DI,1,IND,28,17,11,0,63.2,62.6,26.7,60.2,,3,1,1,1,0,0,0,1,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
Jarret Johnson,1421,ED,1,SD,25,1,19,5,29.0,35.8,72.4,59.1,33.2,0,0,0,0,0,2,0,0,2,0,2,1,20,20.0,21,20.0,0,0,0,85.4,0,0,2014,17
Chris Clemons,1585,ED,1,JAX,58,35,22,1,62.9,59.2,70.8,64.4,67.4,1,0,0,1,0,0,2,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0,2014,17
Colin Cole,1589,DI,1,CAR,23,16,7,0,58.0,58.5,68.4,56.7,60.0,2,0,0,2,0,1,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2014,17
