player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Tom Brady,698,QB,1,NE,53,50,34,68.0,344,6.9,3,0,83.3,83.7,50.7,81.2,3,0,3,2,0,107.4,0,21,2013,12
Josh McCown,1085,QB,1,CHI,50,47,36,76.6,352,7.5,2,1,72.0,74.5,50.3,80.9,1,2,3,1,1,102.4,2,19,2013,12
Matthew Stafford,4924,QB,1,DET,48,46,26,56.5,297,6.5,3,4,68.6,68.0,59.2,34.6,2,0,3,2,0,61.6,0,16,2013,12
Ryan Fitzpatrick,2467,QB,1,TEN,49,42,30,71.4,320,7.6,2,0,85.0,91.6,37.1,33.2,1,0,5,4,0,109.2,6,17,2013,12
Ryan Tannehill,7014,QB,1,MIA,48,42,28,66.7,310,7.4,1,1,73.3,73.1,58.9,80.3,3,0,3,0,1,86.4,3,13,2013,12
Philip Rivers,1725,QB,1,SD,41,39,27,69.2,392,10.1,3,0,69.0,68.5,58.3,79.6,1,1,0,0,1,127.3,1,16,2013,12
Matt Ryan,4317,QB,1,ATL,46,39,30,76.9,292,7.5,0,0,68.8,67.8,60.9,80.1,5,1,1,1,1,97.4,2,17,2013,12
Andrew Luck,7007,QB,1,IND,42,39,20,51.3,163,4.2,1,1,51.5,50.9,62.5,80.0,1,0,1,2,0,60.1,2,10,2013,12
Tony Romo,1693,QB,1,DAL,43,38,23,60.5,250,6.6,2,1,78.2,81.8,48.8,80.1,4,0,5,1,0,86.5,1,15,2013,12
Cam Newton,6153,QB,1,CAR,44,38,19,50.0,174,4.6,1,1,54.4,48.8,72.9,80.6,3,1,2,2,1,60.6,3,12,2013,12
Alex Smith,2218,QB,1,KC,41,38,26,68.4,294,7.7,3,1,66.1,67.5,50.7,80.1,3,1,2,3,0,106.7,0,16,2013,12
Carson Palmer,1317,QB,1,ARZ,40,37,26,70.3,314,8.5,2,0,75.1,73.6,,79.2,3,1,1,0,0,114.0,0,18,2013,12
Matt Flynn,4523,QB,1,GB,39,36,21,58.3,218,6.1,1,0,67.3,67.2,58.9,79.8,0,2,2,5,1,85.2,3,12,2013,12
Peyton Manning,327,QB,1,DEN,38,36,19,52.8,150,4.2,2,1,58.5,60.4,59.7,28.9,2,0,5,2,0,70.4,0,11,2013,12
Ben Roethlisberger,1732,QB,1,PIT,34,34,22,64.7,217,6.4,2,0,64.1,63.7,58.4,78.7,0,0,2,1,1,102.2,0,12,2013,12
Case Keenum,7323,QB,1,HST,36,34,18,52.9,169,5.0,0,1,55.1,56.1,56.8,78.7,2,2,4,1,0,54.7,0,5,2013,12
Drew Brees,802,QB,1,NO,35,33,23,69.7,278,8.4,2,0,64.4,69.5,48.3,78.9,1,0,1,1,1,115.5,1,14,2013,12
Matt McGloin,8374,QB,1,OAK,33,32,19,59.4,260,8.1,1,1,75.7,74.7,61.0,78.5,0,4,1,0,0,82.8,1,16,2013,12
Chad Henne,4371,QB,1,JAX,37,32,23,71.9,239,7.5,0,0,74.5,74.6,59.3,28.9,4,0,1,2,0,93.1,1,11,2013,12
Brandon Weeden,7028,QB,1,CLV,33,30,13,43.3,209,7.0,1,1,46.0,47.7,57.3,78.2,3,0,3,2,2,64.4,0,9,2013,12
Eli Manning,1722,QB,1,NYG,32,30,16,53.3,174,5.8,2,0,73.9,74.4,,78.4,2,0,1,3,0,92.9,0,8,2013,12
Christian Ponder,6164,QB,1,MIN,37,30,21,70.0,233,7.8,1,0,71.7,75.1,45.3,79.2,6,0,3,1,0,103.9,1,13,2013,12
Robert Griffin III,7008,QB,1,WAS,35,26,16,61.5,118,4.5,0,1,51.9,52.5,55.1,27.7,6,0,1,1,1,56.3,3,5,2013,12
Joe Flacco,4332,QB,1,BLT,30,26,17,65.4,273,10.5,1,1,82.0,81.2,,77.7,4,0,2,1,0,97.1,0,9,2013,12
Colin Kaepernick,6188,QB,1,SF,30,24,15,62.5,235,9.8,3,0,70.1,82.5,35.3,36.3,2,0,2,1,0,134.5,4,14,2013,12
