player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2018,16
Sebastian Janikowski,595,K,1,SEA,42.2,5,5,100.0,0,0,,1,1,100.0,0,1,0.0,0,0,,0,0,,2018,16
Matt Bryant,1223,K,1,ATL,64.9,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2018,16
Robbie Gould,2607,K,1,SF,62.7,0,0,,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2018,16
Stephen Gostkowski,3063,K,1,NE,63.9,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2018,16
Matt Prater,3471,K,1,DET,70.1,0,0,,0,0,,0,0,,1,1,100.0,2,2,100.0,0,0,,2018,16
Mason Crosby,3809,K,1,GB,67.3,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2018,16
Stephen Hauschka,4655,K,1,BUF,48.7,0,0,,0,0,,0,0,,1,1,100.0,1,2,50.0,0,0,,2018,16
Ryan Succop,5180,K,1,TEN,48.8,1,2,50.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2018,16
Dan Bailey,6796,K,1,MIN,64.5,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2018,16
Kai Forbath,6860,K,1,JAX,48.0,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,1,0.0,2018,16
Randy Bullock,7154,K,1,CIN,66.9,1,1,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2018,16
Greg Zuerlein,7163,K,1,LA,53.2,4,4,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,1,0.0,2018,16
Justin Tucker,7604,K,1,BLT,62.3,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,1,3,33.3,2018,16
Dustin Hopkins,7958,K,1,WAS,72.4,1,1,100.0,0,0,,0,0,,0,0,,2,2,100.0,1,1,100.0,2018,16
Brandon McManus,8437,K,1,DEN,51.5,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2018,16
Brett Maher,8585,K,1,DAL,80.2,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,2018,16
Cairo Santos,8932,K,1,TB,55.8,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,2018,16
Chris Boswell,8990,K,1,PIT,67.8,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2018,16
Cody Parkey,9030,K,1,CHI,45.6,2,2,100.0,0,0,,0,0,,0,1,0.0,0,0,,0,0,,2018,16
Chandler Catanzaro,9140,K,1,CAR,66.8,1,1,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2018,16
Jason Myers,10207,K,1,NYJ,61.3,5,5,100.0,0,0,,0,0,,1,1,100.0,0,1,0.0,0,0,,2018,16
Wil Lutz,11096,K,1,NO,66.9,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,1,0.0,2018,16
Ka'imi Fairbairn,11161,K,1,HST,48.9,3,4,75.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2018,16
Aldrick Rosas,11331,K,1,NYG,65.8,3,3,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2018,16
Jake Elliott,11908,K,1,PHI,60.0,2,3,66.7,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2018,16
Zane Gonzalez,11979,K,1,ARZ,32.4,0,1,0.0,0,0,,0,0,,1,1,100.0,0,0,,0,1,0.0,2018,16
Harrison Butker,11988,K,1,KC,69.4,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,1,1,100.0,2018,16
Greg Joseph,22842,K,1,CLV,49.2,2,3,66.7,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2018,16
Daniel Carlson,28121,K,1,OAK,69.2,3,3,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2018,16
Jason Sanders,29578,K,1,MIA,47.5,1,1,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2018,16
Michael Badgley,39417,K,1,LAC,62.7,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2018,16
