player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,73,0,50,23,64.1,69.3,67.7,,58.3,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,1.0,0.0,1.0,1.0,9.0,9.0,4.0,9.0,0.0,0.0,0.0,104.2,0,0,2014,2
Justin Smith,776,DI,1,SF,46,35,11,0,57.0,69.9,69.9,58.2,,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2014,2
Julius Peppers,1010,ED,1,GB,47,22,23,2,90.4,73.6,74.0,72.0,73.4,4.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,1.0,39.6,0,0,2014,2
Dwight Freeney,1019,ED,1,SD,30,23,7,0,70.8,52.6,69.2,74.7,,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
Larry Foote,1126,LB,1,ARZ,72,16,26,30,58.9,70.0,60.2,55.0,59.5,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,3.0,0.0,6.0,4.0,18.0,4.5,14.0,9.0,1.0,1.0,0.0,70.1,1,0,2014,2
Brett Keisel,1204,DI,1,PIT,49,23,26,0,51.1,53.1,23.6,60.6,60.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
Ryan Clark,1229,S,1,WAS,46,1,8,37,70.4,60.7,74.8,82.2,63.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
Terence Newman,1321,CB,1,CIN,68,0,17,51,77.5,72.3,82.8,,75.9,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,11.0,7.0,71.0,10.1,6.0,20.0,0.0,0.0,1.0,82.0,0,0,2014,2
Kevin Williams,1325,DI,1,SEA,27,16,10,1,67.1,64.4,69.5,61.6,60.4,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
Terrell Suggs,1326,ED,1,BLT,46,32,13,1,75.8,82.2,71.7,61.4,60.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
Troy Polamalu,1332,S,1,PIT,68,0,36,32,58.8,61.7,49.6,,62.7,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,3.0,3.0,23.0,7.7,24.0,23.0,1.0,0.0,0.0,138.2,1,0,2014,2
Calvin Pace,1334,ED,1,NYJ,65,22,16,27,54.5,76.0,29.7,54.5,44.5,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,16.0,8.0,22.0,11.0,0.0,0.0,0.0,100.0,1,0,2014,2
Charles Tillman,1351,CB,1,CHI,39,0,14,25,71.8,65.6,79.6,,70.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,5.0,4.0,42.0,10.5,6.0,22.0,0.0,0.0,1.0,101.7,0,0,2014,2
Rashean Mathis,1355,CB,1,DET,65,1,20,44,52.0,32.0,50.5,59.3,57.1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,5.0,3.0,43.0,14.3,5.0,24.0,1.0,0.0,1.0,127.5,1,0,2014,2
Osi Umenyiora,1371,ED,1,ATL,20,14,6,0,46.3,54.1,,49.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
Cory Redding,1381,DI,1,IND,47,30,17,0,78.0,67.0,71.7,73.7,,4.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
Lance Briggs,1383,LB,1,CHI,65,6,23,36,64.6,87.4,58.7,54.1,48.2,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,4.0,0.0,5.0,4.0,51.0,12.8,21.0,24.0,0.0,0.0,0.0,109.2,0,0,2014,2
Ike Taylor,1437,CB,1,PIT,62,0,32,30,71.5,66.7,29.2,,76.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,,0.0,,0.0,0.0,1.0,39.6,0,0,2014,2
Chris Clemons,1585,ED,1,JAX,54,34,19,1,37.2,40.5,25.4,46.9,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
Colin Cole,1589,DI,1,CAR,21,11,10,0,76.4,79.6,70.5,53.6,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
Cullen Jenkins,1637,DI,1,NYG,40,25,15,0,72.2,57.5,66.8,76.1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
DeAngelo Hall,1729,CB,1,WAS,50,1,8,41,39.0,60.8,32.4,58.6,43.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,1,0,2014,2
D.J. Williams,1738,LB,1,CHI,36,0,16,20,30.4,41.7,74.9,,39.6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,26.0,13.0,7.0,17.0,0.0,0.0,0.0,93.8,0,0,2014,2
Vince Wilfork,1742,DI,1,NE,37,19,17,1,63.3,63.9,71.5,58.2,60.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,2
