player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Mike Evans,8642,WR,1,TB,16,11,68.8,150,2,90.7,90.1,31.6,71.9,,13.6,49,4.5,28,9,2,0,0,1,138.0,2,0,2016,9
Stefon Diggs,9579,WR,1,MIN,14,13,92.9,80,0,64.2,62.8,63.2,75.1,,6.2,38,2.9,12,4,1,0,0,1,90.5,0,0,2016,9
Jordy Nelson,4350,WR,1,GB,13,7,53.8,94,1,75.8,74.5,75.6,69.5,,13.4,38,5.4,26,5,0,0,0,0,102.7,0,0,2016,9
Robert Woods,7822,WR,1,BUF,13,10,76.9,162,0,90.9,90.4,78.7,71.5,,16.2,37,3.7,29,8,0,1,0,2,86.1,1,0,2016,9
Golden Tate,5585,WR,1,DET,12,11,91.7,79,1,86.1,84.3,78.7,72.1,,7.2,45,4.1,28,3,0,0,0,5,121.9,0,0,2016,9
Allen Robinson II,8696,WR,1,JAX,12,7,58.3,76,1,83.4,81.2,75.6,69.5,,10.9,15,2.1,20,7,0,1,0,1,70.1,0,0,2016,9
Antonio Brown,5718,WR,1,PIT,11,7,63.6,85,1,66.7,67.9,54.5,73.4,,12.1,32,4.6,27,4,1,0,0,0,117.6,1,0,2016,9
Julio Jones,6158,WR,1,ATL,10,8,80.0,111,1,89.9,88.3,76.5,70.1,,13.9,29,3.6,21,8,0,0,0,1,146.3,0,0,2016,9
Lance Kendricks,6199,TE,1,LA,10,7,70.0,90,0,79.0,83.1,31.8,69.5,58.7,12.9,52,7.4,25,5,2,0,0,1,97.9,0,0,2016,9
Jordan Matthews,8677,WR,1,PHI,10,6,60.0,88,0,66.6,68.1,74.6,68.8,,14.7,34,5.7,33,3,0,0,0,1,88.8,0,0,2016,9
Eli Rogers,9878,WR,1,PIT,10,6,60.0,103,0,73.7,72.5,74.6,68.8,,17.2,24,4.0,30,3,0,0,0,0,95.0,0,0,2016,9
Rishard Matthews,7211,WR,1,TEN,10,6,60.0,63,2,75.5,71.4,74.6,68.8,,10.5,13,2.2,16,3,0,0,0,2,117.9,0,0,2016,9
Demaryius Thomas,5547,WR,1,DEN,10,5,50.0,56,0,68.0,66.3,73.4,68.0,,11.2,4,0.8,23,2,0,0,0,0,67.1,1,0,2016,9
Brandon Marshall,3064,WR,1,NYJ,9,5,55.6,46,0,67.1,66.3,74.6,68.8,,9.2,19,3.8,15,2,0,1,0,0,30.1,0,0,2016,9
Emmanuel Sanders,5606,WR,1,DEN,9,5,55.6,47,0,67.7,66.7,73.4,68.0,,9.4,10,2.0,18,2,0,0,0,1,70.1,0,0,2016,9
Dontrelle Inman,6597,WR,1,SD,9,6,66.7,56,0,70.7,66.2,54.5,70.1,,9.3,16,2.7,17,3,1,0,0,0,83.6,0,0,2016,9
Odell Beckham Jr.,8647,WR,1,NYG,9,4,44.4,46,2,65.7,67.2,42.1,67.0,,11.5,25,6.3,26,4,1,1,0,2,60.4,1,0,2016,9
Jason Witten,1384,TE,1,DAL,9,8,88.9,134,1,91.3,93.6,76.5,70.1,74.0,16.8,52,6.5,35,7,0,0,0,2,155.8,0,0,2016,9
Richard Rodgers,8733,TE,1,GB,9,6,66.7,64,0,63.6,62.4,51.1,69.1,73.1,10.7,16,2.7,22,3,1,0,0,0,87.3,0,0,2016,9
Quinton Patton,7910,WR,1,SF,8,6,75.0,106,0,73.2,72.3,74.6,68.8,,17.7,61,10.2,31,5,0,0,0,1,116.7,1,0,2016,9
Jimmy Graham,5619,TE,1,SEA,8,8,100.0,103,2,94.9,94.7,77.3,70.6,68.5,12.9,43,5.4,18,7,0,0,0,1,158.3,1,0,2016,9
T.Y. Hilton,7092,WR,1,IND,8,6,75.0,82,0,65.6,64.9,74.6,68.8,,13.7,21,3.5,27,3,0,0,0,0,107.3,0,0,2016,9
Cordarrelle Patterson,7810,WR,1,MIN,8,6,75.0,45,0,61.6,63.7,49.2,72.2,,7.5,40,6.7,13,3,1,0,0,2,88.0,1,0,2016,9
Zach Ertz,7816,TE,1,PHI,8,8,100.0,97,0,61.9,66.2,76.5,70.1,68.1,12.1,32,4.0,30,3,0,0,0,0,117.2,0,0,2016,9
Tajae Sharpe,10774,WR,1,TEN,8,4,50.0,58,0,71.8,70.7,72.1,67.0,,14.5,10,2.5,29,4,0,0,0,0,74.0,0,0,2016,9
Amari Cooper,9437,WR,1,OAK,8,6,75.0,56,0,70.4,69.2,74.6,68.8,,9.3,34,5.7,21,4,0,0,0,1,93.8,0,0,2016,9
Delanie Walker,3120,TE,1,TEN,8,5,62.5,42,1,58.2,60.6,74.6,68.8,,8.4,9,1.8,20,2,0,1,0,0,76.0,1,0,2016,9
Jack Doyle,8520,TE,1,IND,8,5,62.5,61,0,77.8,75.9,73.4,68.0,50.5,12.2,20,4.0,20,4,0,1,0,1,46.4,0,0,2016,9
Albert Wilson,8943,WR,1,KC,8,3,37.5,42,1,60.1,65.2,70.5,67.4,,14.0,12,4.0,23,2,0,0,0,0,94.8,1,0,2016,9
Eric Ebron,8645,TE,1,DET,8,7,87.5,92,0,78.7,89.8,52.1,69.5,73.9,13.1,45,6.4,23,4,1,0,0,1,114.6,0,0,2016,9
Antonio Gates,1609,TE,1,SD,8,5,62.5,75,1,91.4,87.0,73.4,68.0,49.2,15.0,35,7.0,17,5,0,0,0,2,132.8,0,0,2016,9
Le'Veon Bell,7829,HB,1,PIT,8,6,75.0,38,0,46.7,54.6,49.2,76.6,74.8,6.3,46,7.7,12,1,1,0,0,3,84.4,1,0,2016,9
Michael Thomas,10681,WR,1,NO,8,5,62.5,73,2,83.1,82.5,74.6,68.8,,14.6,19,3.8,32,3,0,0,0,1,131.8,0,0,2016,9
Davante Adams,8688,WR,1,GB,7,4,57.1,41,1,56.8,56.7,41.6,67.0,,10.3,29,7.3,40,2,1,1,0,1,74.1,0,0,2016,9
DeMarco Murray,6223,HB,1,TEN,7,7,100.0,29,0,72.8,63.9,75.6,76.8,83.4,4.1,32,4.6,10,2,0,0,0,2,83.9,0,0,2016,9
Steve Smith,837,WR,1,BLT,7,4,57.1,47,0,74.8,73.7,74.6,68.8,,11.8,29,7.3,30,2,0,0,0,1,77.7,0,0,2016,9
Mohamed Sanu,7084,WR,1,ATL,7,5,71.4,74,0,75.3,74.9,73.4,69.5,,14.8,24,4.8,24,3,0,0,0,1,105.7,1,0,2016,9
