player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Chris Carson,12004,HB,1,SEA,35,32,102,3.2,1,74.9,74.2,80.3,60.0,105,3.28,13,5,4,0,0,0,2018,3
Christian McCaffrey,11763,HB,1,CAR,39,28,184,6.6,0,71.9,71.8,79.3,58.6,75,2.68,45,7,8,0,0,0,2018,3
Jordan Howard,10784,HB,1,CHI,25,24,61,2.5,1,73.1,67.6,78.4,60.0,70,2.92,17,5,4,0,0,0,2018,3
Todd Gurley II,9443,HB,1,LA,26,23,105,4.6,1,60.7,72.8,27.8,60.0,57,2.48,14,7,2,1,0,0,2018,3
Carlos Hyde,8692,HB,1,CLV,25,23,98,4.3,2,57.7,59.4,78.2,60.0,63,2.74,22,7,2,0,0,0,2018,3
Chris Ivory,6007,HB,1,BUF,26,20,56,2.8,0,73.6,71.6,77.8,57.8,55,2.75,7,2,3,0,0,0,2018,3
Adrian Peterson,3623,HB,1,WAS,19,19,120,6.3,2,69.6,71.7,77.1,,81,4.26,41,6,7,0,0,0,2018,3
Marshawn Lynch,3628,HB,1,OAK,21,19,64,3.4,1,84.0,76.9,77.3,60.0,66,3.47,9,4,5,0,0,0,2018,3
Kareem Hunt,11841,HB,1,KC,23,18,44,2.4,2,59.5,62.9,76.5,60.0,31,1.72,10,6,8,0,0,0,2018,3
Alex Collins,10805,HB,1,BLT,19,18,68,3.8,1,59.5,56.6,77.0,60.0,34,1.89,14,3,2,0,0,0,2018,3
Derrick Henry,10679,HB,1,TEN,19,18,57,3.2,0,58.6,59.2,76.8,60.0,47,2.61,14,1,1,0,0,0,2018,3
Saquon Barkley,45791,HB,1,NYG,18,17,82,4.8,1,84.2,78.2,77.1,60.0,47,2.76,24,4,3,0,0,0,2018,3
Alvin Kamara,11822,HB,1,NO,23,16,66,4.1,0,66.3,52.5,79.6,58.4,28,1.75,17,4,1,0,0,0,2018,3
Corey Clement,12253,HB,1,PHI,16,16,56,3.5,0,57.1,58.1,78.9,,51,3.19,16,4,1,0,0,0,2018,3
