player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Matt Bryant,1223,,1,ATL,0,0,0,0,0,6,60.0,,,,,37.2,0,0,0,0,0,2019,6
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2019,6
Larry Fitzgerald,1724,WR,1,ARZ,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2019,6
Matt Schaub,1811,QB,1,ATL,0,0,0,0,0,6,60.5,,,,,,0,0,0,0,0,2019,6
Andy Lee,1906,P,1,ARZ,0,0,0,3,0,6,60.7,,,60.3,,,0,0,0,0,0,2019,6
Don Muhlbach,2130,LS,1,DET,0,0,0,4,0,6,64.8,,,,,,0,0,0,0,0,2019,6
Mike Nugent,2264,,1,NE,0,0,0,0,0,6,60.0,,,,,59.2,0,0,0,0,0,2019,6
Dustin Colquitt,2316,P,1,KC,0,0,0,2,0,5,60.5,,,61.9,,,0,0,0,0,0,2019,6
Robbie Gould,2607,K,1,SF,0,0,0,0,0,5,60.0,,,,,47.7,0,0,0,0,0,2019,6
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,3,0,5,64.2,,,,,,0,0,0,0,0,2019,6
Marcedes Lewis,2973,TE,1,GB,0,0,0,0,0,5,60.3,,,,,,0,0,0,0,0,2019,6
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2019,6
Sam Koch,3148,P,1,BLT,0,0,0,2,0,5,60.5,,,60.6,,,0,0,0,0,0,2019,6
Antoine Bethea,3152,S,1,NYG,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2019,6
Matt Prater,3471,K,1,DET,0,0,0,0,0,6,60.0,,,,,74.0,0,0,0,0,0,2019,6
Greg Olsen,3647,TE,1,CAR,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2019,6
Zak DeOssie,3732,LS,1,NYG,0,0,0,6,0,2,59.8,,,,,,0,0,0,0,0,2019,6
Mason Crosby,3809,K,1,GB,0,5,0,0,0,5,60.0,60.0,,,,67.9,0,0,0,0,0,2019,6
Clark Harris,3859,LS,1,CIN,0,0,0,5,0,3,64.2,,,,,,0,0,0,0,0,2019,6
Calais Campbell,4364,DI,1,JAX,0,0,0,0,3,2,60.0,,,,,,0,0,0,0,0,2019,6
Matthew Slater,4467,WR,1,NE,3,6,6,3,0,0,65.6,,,,,,0,0,0,0,0,2019,6
Brett Kern,4580,P,1,TEN,0,0,0,9,0,0,60.1,,,76.8,,,0,0,0,0,0,2019,6
Wesley Woodyard,4583,LB,1,TEN,4,0,8,9,0,0,56.8,,,,,,0,0,0,0,0,2019,6
J.J. Jansen,4712,LS,1,CAR,0,0,0,7,0,8,79.3,,,,,,0,0,1,0,0,2019,6
Malcolm Jenkins,4937,S,1,PHI,0,0,0,0,6,0,60.0,,,,,,0,0,0,0,0,2019,6
Kevin Huber,5066,P,1,CIN,0,0,0,5,0,3,60.4,,,64.4,,,0,0,0,0,0,2019,6
Thomas Morstead,5088,P,1,NO,0,0,0,6,0,3,60.4,,,68.7,,,0,0,0,0,0,2019,6
Jason McCourty,5127,CB,1,NE,0,3,3,0,2,0,66.0,,,,,,0,0,0,0,0,2019,6
Britton Colquitt,5192,P,1,MIN,0,0,0,3,0,6,60.8,,,62.8,,,0,0,0,0,0,2019,6
Ramon Foster,5229,G,1,PIT,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2019,6
Steve McLendon,5232,DI,1,NYJ,0,0,0,0,5,4,59.9,,,,,,0,0,0,0,0,2019,6
Garrison Sanborn,5430,,1,SF,0,0,0,4,0,5,64.5,,,,,,0,0,0,0,0,2019,6
Nick Sundberg,5512,LS,1,WAS,0,0,0,7,0,4,60.1,,,,,,0,0,0,0,0,2019,6
Gerald McCoy,5528,DI,1,CAR,0,0,1,0,2,0,60.5,,,,,,0,0,0,0,0,2019,6
Joe Haden,5532,CB,1,PIT,0,0,0,0,2,0,60.2,,,,,,0,0,0,0,0,2019,6
Tyson Alualu,5535,DI,1,PIT,0,0,0,0,4,1,59.9,,,,,,0,0,0,0,0,2019,6
Brandon Graham,5538,ED,1,PHI,0,0,0,0,6,0,60.3,,,,,,0,0,0,0,0,2019,6
Mike Iupati,5542,G,1,SEA,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2019,6
Demaryius Thomas,5547,WR,1,NYJ,1,0,0,0,0,0,60.0,,58.7,,,,0,0,0,0,0,2019,6
Bryan Bulaga,5548,T,1,GB,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2019,6
Devin McCourty,5552,S,1,NE,0,3,0,0,2,0,60.3,,,,,,0,0,0,0,0,2019,6
Patrick Robinson,5557,S,1,NO,3,4,5,0,0,0,65.4,,,,,,0,0,0,0,0,2019,6
Linval Joseph,5571,DI,1,MIN,0,0,0,0,3,0,59.1,,,,,,0,0,0,0,0,2019,6
Sean Lee,5580,LB,1,DAL,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2019,6
Golden Tate,5585,WR,1,NYG,0,0,3,0,0,0,60.0,,,,61.1,,0,0,0,0,0,2019,6
John Jerry,5598,T,1,CIN,0,0,0,0,0,3,60.3,,,,,,0,0,0,0,0,2019,6
Corey Peters,5607,DI,1,ARZ,0,0,0,0,6,6,60.7,,,,,,0,0,0,0,0,2019,6
Everson Griffen,5624,ED,1,MIN,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2019,6
Geno Atkins,5643,DI,1,CIN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2019,6
Al Woods,5646,DI,1,SEA,0,0,0,0,3,0,59.1,,,,,,0,0,0,0,0,2019,6
Sam Young,5702,T,1,SF,0,0,0,0,0,5,60.8,,,,,,0,0,0,0,0,2019,6
J'Marcus Webb,5741,T,1,MIA,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2019,6
Jon Weeks,5800,LS,1,HST,0,0,0,0,0,5,63.0,,,,,,0,0,0,0,0,2019,6
Darian Stewart,5820,S,1,TB,8,0,0,0,2,0,59.6,,,,,,0,0,0,0,0,2019,6
Anthony Levine,6013,S,1,BLT,4,6,5,2,3,0,63.5,,,,,,0,0,0,0,0,2019,6
Marcus Sherels,6017,CB,1,MIN,0,7,3,0,0,0,60.4,,,,62.2,,0,0,0,0,0,2019,6
Morgan Cox,6020,LS,1,BLT,0,0,0,2,0,5,28.8,,,,,,0,0,0,0,0,2019,6
Albert McClellan,6022,LB,1,NYJ,2,1,3,3,0,0,42.4,,,,,,1,0,0,0,0,2019,6
Andrew Sendejo,6118,S,1,PHI,7,5,0,3,6,0,59.1,,,,,,0,0,0,0,0,2019,6
J.J. Watt,6163,ED,1,HST,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2019,6
Robert Quinn,6166,ED,1,DAL,0,0,0,0,3,0,59.6,,,,,,0,0,0,0,0,2019,6
Nate Solder,6169,T,1,NYG,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2019,6
Cameron Jordan,6176,ED,1,NO,0,0,0,0,2,0,59.8,,,,,,0,0,0,0,0,2019,6
James Carpenter,6177,G,1,ATL,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2019,6
Cameron Heyward,6183,DI,1,PIT,0,0,0,0,4,4,60.0,,,,,,0,0,0,0,0,2019,6
Brooks Reed,6194,ED,1,ARZ,6,5,0,3,6,0,50.7,,,,,,1,0,1,0,0,2019,6
Kyle Rudolph,6195,TE,1,MIN,0,0,0,0,0,6,60.7,,,,,,0,0,0,0,0,2019,6
Stefen Wisniewski,6200,G,1,KC,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2019,6
Jurrell Casey,6229,DI,1,TEN,0,0,0,0,4,0,59.2,,,,,,0,0,0,0,0,2019,6
Allen Bailey,6238,DI,1,ATL,0,0,0,0,6,0,59.2,,,,,,0,0,0,0,0,2019,6
K.J. Wright,6251,LB,1,SEA,0,0,0,0,3,0,59.9,,,,,,0,0,0,0,0,2019,6
Luke Stocker,6256,TE,1,ATL,7,0,0,3,0,6,57.8,,,,,,0,0,0,0,0,2019,6
Bilal Powell,6278,HB,1,NYJ,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2019,6
Anthony Sherman,6288,FB,1,KC,6,5,0,2,0,5,34.2,,,,,,1,0,0,0,0,2019,6
Marcus Cannon,6290,T,1,NE,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2019,6
Colin Jones,6342,S,1,CAR,5,8,6,7,2,1,64.4,,,,,,0,0,1,0,1,2019,6
Virgil Green,6356,TE,1,LAC,0,0,0,0,0,4,60.2,,,,,,0,0,0,0,0,2019,6
Lawrence Guy,6385,DI,1,NE,0,0,5,0,2,6,63.0,,,,,,0,0,0,0,0,2019,6
Mike Person,6391,G,1,SF,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2019,6
Kenny Wiggins,6471,G,1,DET,0,0,0,0,4,6,60.7,,,,,,0,0,0,0,0,2019,6
Nick Bellore,6515,FB,1,SEA,5,7,2,4,0,0,71.8,,,,,,0,0,1,0,0,2019,6
Jake McQuaide,6586,LS,1,LA,0,0,0,6,0,1,63.9,,,,,,0,0,0,0,0,2019,6
Dan Bailey,6796,K,1,MIN,0,7,0,0,0,6,60.0,61.4,,,,66.3,0,0,0,0,0,2019,6
Chris Jones,6798,P,1,DAL,0,0,0,3,0,5,60.5,,,62.9,,,0,0,0,0,0,2019,6
Craig Robertson,7003,ED,1,NO,3,4,5,6,2,0,59.3,,,,,,0,0,0,0,0,2019,6
Luke Kuechly,7015,LB,1,CAR,0,0,2,0,2,0,60.9,,,,,,0,0,0,0,0,2019,6
Dontari Poe,7017,DI,1,CAR,0,0,0,0,2,8,60.2,,,,,,0,0,0,0,0,2019,6
Michael Brockers,7020,DI,1,LA,0,0,0,0,5,0,59.5,,,,,,0,0,0,0,0,2019,6
Bruce Irvin,7021,ED,1,CAR,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2019,6
Riley Reiff,7029,T,1,MIN,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2019,6
Dont'a Hightower,7030,LB,1,NE,0,0,3,0,2,0,62.1,,,,,,0,0,0,0,0,2019,6
Kevin Zeitler,7032,G,1,NYG,0,0,0,0,0,2,60.3,,,,,,0,0,0,0,0,2019,6
Mitchell Schwartz,7041,T,1,KC,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2019,6
Janoris Jenkins,7043,CB,1,NYG,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2019,6
Mychal Kendricks,7049,LB,1,SEA,0,0,0,0,3,0,60.1,,,,,,0,0,0,0,0,2019,6
Bobby Wagner,7050,LB,1,SEA,0,0,0,0,3,0,60.1,,,,,,0,0,0,0,0,2019,6
Tavon Wilson,7051,S,1,DET,0,3,0,4,0,0,68.8,,,,,,0,0,0,0,0,2019,6
Zach Brown,7055,LB,1,PHI,7,0,0,0,0,0,59.8,,,,,,0,0,0,0,0,2019,6
Vinny Curry,7061,ED,1,PHI,0,0,0,0,6,0,59.6,,,,,,0,0,0,0,0,2019,6
Josh Robinson,7068,CB,1,JAX,4,3,6,5,3,0,61.0,,,,,,0,0,1,0,0,2019,6
Bryan Anger,7072,P,1,HST,0,0,0,0,0,5,60.4,,,,,,0,0,0,0,0,2019,6
Olivier Vernon,7074,ED,1,CLV,0,0,2,0,5,0,59.2,,,,,,0,0,0,0,0,2019,6
Brandon Brooks,7078,G,1,PHI,0,0,0,0,0,4,61.0,,,,,,0,0,0,0,0,2019,6
Tyrone Crawford,7083,DI,1,DAL,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2019,6
Tony Bergstrom,7095,C,1,WAS,0,0,0,0,0,4,60.2,,,,,,0,0,0,0,0,2019,6
Coty Sensabaugh,7115,,1,DEN,0,2,5,0,0,0,67.4,,,,,,0,0,0,0,0,2019,6
Joe Looney,7117,C,1,DAL,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2019,6
Rhett Ellison,7128,TE,1,NYG,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2019,6
Najee Goode,7137,LB,1,JAX,0,0,4,5,3,0,48.4,,,,,,0,0,0,0,1,2019,6
Jack Crawford,7151,DI,1,ATL,0,0,1,0,6,0,59.7,,,,,,0,0,0,0,0,2019,6
