player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Joe Mixon,11803,HB,1,CIN,21,21,84,4.0,0,71.2,71.5,77.8,,55,2.62,21,5,1,0,0,0,2018,2
Todd Gurley II,9443,HB,1,LA,20,19,42,2.2,3,69.9,66.7,77.8,60.0,48,2.53,11,5,3,0,0,0,2018,2
Kareem Hunt,11841,HB,1,KC,21,18,75,4.2,0,65.2,66.2,76.7,60.0,50,2.78,16,2,2,0,0,0,2018,2
Derrick Henry,10679,HB,1,TEN,19,18,56,3.1,0,74.8,66.5,77.0,60.0,52,2.89,9,4,4,0,0,0,2018,2
Marshawn Lynch,3628,HB,1,OAK,18,18,65,3.6,1,74.4,73.3,77.1,,57,3.17,11,4,4,0,0,0,2018,2
Ezekiel Elliott,10638,HB,1,DAL,25,17,78,4.6,1,60.7,60.7,77.3,60.0,60,3.53,19,5,6,0,0,0,2018,2
Peyton Barber,10927,HB,1,TB,17,16,22,1.4,0,56.6,49.9,76.0,60.0,26,1.63,9,0,0,0,0,0,2018,2
Carlos Hyde,8692,HB,1,CLV,18,16,43,2.7,1,44.7,44.9,76.0,60.0,29,1.81,10,2,1,0,0,0,2018,2
Tevin Coleman,9506,HB,1,ATL,19,16,107,6.7,0,52.2,50.1,25.2,60.0,77,4.81,36,2,1,1,0,0,2018,2
Jamaal Williams,11889,HB,1,GB,17,16,59,3.7,0,71.5,72.0,76.4,60.0,41,2.56,11,6,0,0,0,0,2018,2
Lamar Miller,7097,HB,1,HST,15,14,68,4.9,0,64.5,65.0,75.9,60.0,30,2.14,18,3,1,0,0,0,2018,2
Phillip Lindsay,12660,HB,1,DEN,16,14,107,7.6,0,75.9,76.4,75.3,60.0,89,6.36,53,4,4,0,0,0,2018,2
Jordan Howard,10784,HB,1,CHI,19,14,35,2.5,0,65.5,64.8,76.1,59.8,18,1.29,7,4,0,0,0,0,2018,2
Alfred Morris,7165,HB,1,SF,14,14,48,3.4,0,61.9,55.4,75.9,,42,3.0,9,2,1,0,0,0,2018,2
Dion Lewis,6301,HB,1,TEN,15,14,42,3.0,0,67.6,66.9,75.7,60.0,33,2.36,13,1,2,0,0,0,2018,2
David Johnson,9519,HB,1,ARZ,14,13,48,3.7,0,48.9,53.8,75.2,60.0,23,1.77,9,1,1,0,0,0,2018,2
Alvin Kamara,11822,HB,1,NO,15,13,46,3.5,0,69.9,57.7,76.5,60.0,32,2.46,18,4,4,0,0,0,2018,2
Isaiah Crowell,9295,HB,1,NYJ,12,12,35,2.9,0,66.4,65.0,74.8,,29,2.42,12,3,3,0,0,0,2018,2
Malcolm Brown,9902,HB,1,LA,13,12,46,3.8,0,63.2,60.6,74.5,60.0,32,2.67,19,2,4,0,0,0,2018,2
Kenyan Drake,10707,HB,1,MIA,20,11,53,4.8,1,73.0,72.8,74.9,60.0,49,4.45,20,3,3,0,0,0,2018,2
Adrian Peterson,3623,HB,1,WAS,15,11,20,1.8,0,60.6,57.2,74.6,59.2,13,1.18,14,1,1,0,0,0,2018,2
Austin Ekeler,12164,HB,1,LAC,13,11,77,7.0,0,73.1,69.3,74.6,60.0,47,4.27,22,4,1,0,0,0,2018,2
Matt Breida,12271,HB,1,SF,13,11,138,12.5,1,90.6,82.9,74.6,60.0,55,5.0,66,4,2,0,0,0,2018,2
Saquon Barkley,45791,HB,1,NYG,13,11,28,2.5,0,61.8,49.5,77.1,60.0,32,2.91,10,4,1,0,0,0,2018,2
Sony Michel,27589,HB,1,NE,10,10,34,3.4,0,57.6,58.3,74.3,,17,1.7,15,1,1,0,0,0,2018,2
T.J. Yeldon,9469,HB,1,JAX,10,10,58,5.8,0,63.2,63.6,73.9,,21,2.1,20,2,0,0,0,0,2018,2
Dalvin Cook,11796,HB,1,MIN,12,10,38,3.8,0,68.1,70.1,75.0,60.0,31,3.1,9,1,5,0,0,0,2018,2
Marlon Mack,11898,HB,1,IND,11,10,34,3.4,0,65.8,65.5,73.6,60.0,22,2.2,8,1,1,0,0,0,2018,2
Jordan Wilkins,26618,HB,1,IND,11,10,61,6.1,0,65.4,64.6,73.9,60.0,39,3.9,18,2,0,0,0,0,2018,2
Rashaad Penny,27414,HB,1,SEA,10,10,30,3.0,0,54.9,64.0,73.3,,18,1.8,10,2,0,0,0,0,2018,2
Frank Gore,2282,HB,1,MIA,11,9,25,2.8,0,61.9,61.9,73.1,60.0,19,2.11,8,0,0,0,0,0,2018,2
LeSean McCoy,4976,HB,1,BUF,12,9,39,4.3,0,68.1,63.8,74.4,59.5,7,0.78,27,1,0,0,0,0,2018,2
Alex Collins,10805,HB,1,BLT,15,9,35,3.9,0,69.1,66.1,73.7,59.3,22,2.44,14,0,1,0,0,0,2018,2
Ito Smith,45932,HB,1,ATL,11,9,46,5.1,0,57.9,61.9,21.3,60.0,43,4.78,18,3,4,1,1,1,2018,2
Melvin Gordon III,9448,HB,1,LAC,14,9,28,3.1,1,65.8,55.8,74.5,59.7,8,0.89,20,1,2,0,0,0,2018,2
Mike Gillislee,7946,HB,1,NO,8,8,18,2.3,0,54.6,55.7,72.1,,14,1.75,4,0,3,0,0,0,2018,2
Kerryon Johnson,34455,HB,1,DET,8,8,43,5.4,0,55.5,49.4,73.8,,18,2.25,21,2,1,0,0,0,2018,2
Christian McCaffrey,11763,HB,1,CAR,15,8,37,4.6,0,71.0,67.7,75.9,56.4,28,3.5,11,2,1,0,0,0,2018,2
Josh Allen,46601,QB,1,BUF,19,5,32,4.0,0,38.6,53.9,80.3,60.0,35,4.38,14,3,1,0,0,0,2018,2
James Conner,11860,HB,1,PIT,9,8,17,2.1,1,56.6,59.1,74.1,60.0,17,2.13,9,1,2,0,0,0,2018,2
Ryan Tannehill,7014,QB,1,MIA,30,7,44,5.5,0,57.8,78.1,21.1,60.3,0,0.0,20,3,0,2,0,0,2018,2
Royce Freeman,45747,HB,1,DEN,9,8,28,3.5,1,58.7,59.1,72.1,60.0,17,2.13,14,3,1,0,0,0,2018,2
LeGarrette Blount,5863,HB,1,DET,9,8,38,4.8,0,73.8,72.6,73.6,60.0,27,3.38,13,3,3,0,0,0,2018,2
Alfred Blue,8816,HB,1,HST,7,7,36,5.1,0,62.8,62.3,71.4,,19,2.71,8,1,2,0,0,0,2018,2
Wendell Smallwood,10787,HB,1,PHI,8,7,28,4.0,0,58.0,59.1,71.9,60.0,11,1.57,8,1,0,1,0,0,2018,2
Dak Prescott,10769,QB,1,DAL,25,7,45,6.4,0,70.6,69.0,78.4,60.0,22,3.14,15,3,2,1,0,0,2018,2
Jay Ajayi,9582,HB,1,PHI,9,7,23,3.3,1,59.3,59.6,71.9,60.0,14,2.0,20,2,1,0,0,0,2018,2
Doug Martin,7035,HB,1,OAK,7,7,24,3.4,0,50.2,49.6,72.5,,13,1.86,6,0,0,0,0,0,2018,2
Rex Burkhead,7971,HB,1,NE,6,6,22,3.7,0,50.1,52.6,70.6,,12,2.0,12,2,0,0,0,0,2018,2
Giovani Bernard,7818,HB,1,CIN,8,6,27,4.5,0,58.3,57.6,73.6,60.0,17,2.83,11,2,1,0,1,1,2018,2
Blake Bortles,8638,QB,1,JAX,18,1,35,5.8,0,90.4,65.7,80.8,60.0,15,2.5,10,3,0,0,0,0,2018,2
Corey Clement,12253,HB,1,PHI,6,6,30,5.0,1,74.6,74.8,74.5,,9,1.5,15,2,1,0,1,0,2018,2
Chris Carson,12004,HB,1,SEA,6,6,24,4.0,0,65.7,68.7,70.6,,22,3.67,9,1,1,0,0,0,2018,2
Javorius Allen,9558,HB,1,BLT,6,6,8,1.3,1,74.6,68.8,72.8,,15,2.5,6,1,1,0,0,0,2018,2
Cam Newton,6153,QB,1,CAR,15,2,42,8.4,0,72.3,64.3,81.0,60.0,36,7.2,16,3,1,0,0,0,2018,2
Deshaun Watson,11767,QB,1,HST,22,1,44,8.8,0,73.7,68.5,22.1,60.0,31,6.2,15,2,1,2,0,0,2018,2
Ty Montgomery,9527,HB,1,GB,5,5,31,6.2,0,65.3,70.0,70.3,,19,3.8,16,2,3,0,0,0,2018,2
Patrick Mahomes,11765,QB,1,KC,23,3,18,3.6,0,94.1,49.7,28.1,60.0,0,0.0,10,1,0,1,0,0,2018,2
Jacquizz Rodgers,6297,HB,1,TB,5,5,13,2.6,0,64.0,63.7,71.4,,13,2.6,7,1,0,0,0,0,2018,2
Mitchell Trubisky,11757,QB,1,CHI,24,2,24,4.8,0,49.7,55.4,79.6,60.3,22,4.4,17,1,1,0,0,0,2018,2
Bilal Powell,6278,HB,1,NYJ,6,5,6,1.2,0,72.9,62.1,72.2,60.0,11,2.2,4,0,1,0,0,0,2018,2
Tyrod Taylor,6332,QB,1,CLV,25,2,26,6.5,0,55.5,44.2,28.2,60.0,4,1.0,8,1,0,1,0,0,2018,2
Corey Grant,9827,HB,1,JAX,7,4,13,3.3,0,72.2,56.8,72.8,59.6,17,4.25,7,0,1,0,0,0,2018,2
James White,8765,HB,1,NE,7,4,11,2.8,0,72.4,56.0,72.4,60.0,5,1.25,5,0,1,0,0,0,2018,2
Nyheim Hines,48103,HB,1,IND,8,4,7,1.8,1,62.6,67.7,69.4,59.5,10,2.5,8,1,1,0,0,0,2018,2
Andrew Luck,7007,QB,1,IND,27,3,2,0.5,0,64.8,60.9,78.6,60.0,1,0.25,2,1,0,1,0,0,2018,2
Tarik Cohen,11874,HB,1,CHI,6,4,8,2.0,0,53.9,49.2,74.1,58.9,9,2.25,3,0,1,0,0,0,2018,2
Latavius Murray,7962,HB,1,MIN,4,4,19,4.8,0,58.1,57.8,69.7,,17,4.25,9,1,0,0,0,0,2018,2
Chris Thompson,7936,HB,1,WAS,6,4,1,0.3,0,64.9,55.5,74.2,60.0,6,1.5,8,0,0,0,0,0,2018,2
Alex Smith,2218,QB,1,WAS,20,2,14,3.5,0,72.3,48.1,81.1,60.0,-5,-1.25,6,1,0,1,0,0,2018,2
Matt Ryan,4317,QB,1,ATL,28,1,18,4.5,2,78.3,69.1,78.2,60.3,1,0.25,8,3,0,0,0,0,2018,2
Devontae Booker,10770,HB,1,DEN,3,3,17,5.7,0,57.6,61.1,67.2,,5,1.67,11,1,0,0,0,0,2018,2
Nick Foles,7089,QB,1,PHI,23,2,8,2.7,0,65.5,67.2,36.8,60.3,2,0.67,4,3,0,1,0,0,2018,2
Case Keenum,7323,QB,1,DEN,27,2,16,5.3,1,77.7,69.4,79.3,60.3,7,2.33,8,2,1,0,0,0,2018,2
C.J. Anderson,8101,HB,1,CAR,3,3,31,10.3,0,31.6,57.9,67.2,,7,2.33,22,1,1,0,0,0,2018,2
Jimmy Garoppolo,8697,QB,1,SF,27,2,4,1.3,0,56.7,52.2,78.7,60.0,0,0.0,5,0,0,1,0,0,2018,2
Taylor Gabriel,9002,WR,1,CHI,23,3,17,5.7,0,54.3,65.8,70.3,58.4,7,2.33,8,1,0,0,2,0,2018,2
Duke Johnson Jr.,9510,HB,1,CLV,5,3,3,1.0,0,56.5,51.5,69.0,60.0,3,1.0,3,0,0,0,0,0,2018,2
Mike Davis,9559,HB,1,SEA,3,3,3,1.0,0,53.5,51.2,68.2,,4,1.33,3,1,0,0,0,0,2018,2
Marcus Murphy,9663,HB,1,BUF,4,3,6,2.0,0,40.0,60.6,72.3,60.0,4,1.33,5,0,2,0,0,0,2018,2
Joe Flacco,4332,QB,1,BLT,21,2,8,2.7,0,39.6,56.8,41.5,60.4,2,0.67,3,3,0,1,1,0,2018,2
Russell Wilson,7077,QB,1,SEA,19,0,17,5.7,0,57.1,57.4,22.4,60.0,10,3.33,9,2,1,2,0,0,2018,2
Brandon Wilds,11057,HB,1,JAX,3,3,4,1.3,0,50.7,52.7,67.2,,3,1.0,2,0,0,0,0,0,2018,2
Aaron Rodgers,2241,QB,1,GB,22,1,8,2.7,0,84.3,44.1,35.2,60.0,1,0.33,7,1,0,1,1,0,2018,2
Philip Rivers,1725,QB,1,LAC,24,2,5,1.7,0,81.5,68.4,77.8,60.0,0,0.0,7,0,0,1,1,0,2018,2
Eli Manning,1722,QB,1,NYG,16,2,4,1.3,0,62.0,58.6,33.4,60.0,2,0.67,2,2,0,1,1,0,2018,2
Tom Brady,698,QB,1,NE,23,2,10,3.3,0,71.4,71.2,79.0,60.0,4,1.33,10,2,0,1,0,0,2018,2
Jared Goff,10635,QB,1,LA,33,2,2,1.0,0,74.3,54.5,78.9,60.0,1,0.5,2,1,0,0,0,0,2018,2
Albert Wilson,8943,WR,1,MIA,12,2,8,4.0,0,73.6,63.0,68.7,83.0,2,1.0,5,0,0,0,0,0,2018,2
Nick Chubb,45783,HB,1,CLV,2,2,14,7.0,0,70.7,68.4,65.2,,12,6.0,8,0,1,0,0,0,2018,2
