player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Charles Woodson,330,S,1,OAK,0,0,0,0,7,0,59.7,,,,,,0,0,0,0,0,2014,10
Phil Dawson,422,K,1,SF,0,6,0,0,0,5,60.0,60.0,,,,81.4,0,0,0,0,0,2014,10
Sebastian Janikowski,595,K,1,OAK,0,4,0,0,0,3,60.0,60.0,,,,63.1,0,0,0,0,0,2014,10
Shayne Graham,730,K,1,NO,0,0,0,0,0,4,60.0,,,,,63.0,0,0,0,0,0,2014,10
Mike Leach,750,LS,1,ARZ,0,0,0,6,0,6,49.7,,,,,,0,0,0,0,0,2014,10
Justin Smith,776,DI,1,SF,0,0,0,0,2,0,59.9,,,,,,0,0,0,0,0,2014,10
Dominic Raiola,820,C,1,DET,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2014,10
Roberto Garza,856,C,1,CHI,0,0,0,0,0,2,60.2,,,,,,0,0,0,0,0,2014,10
Julius Peppers,1010,ED,1,GB,0,0,0,0,2,0,59.7,,,,,,0,0,0,0,0,2014,10
Larry Foote,1126,LB,1,ARZ,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2014,10
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,5,60.0,,,,,68.4,0,0,0,0,0,2014,10
Billy Cundiff,1230,K,1,CLV,0,5,0,0,0,5,60.0,60.0,,,,48.7,0,0,0,0,0,2014,10
James Harrison,1251,ED,1,PIT,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2014,10
Terence Newman,1321,CB,1,CIN,0,0,0,0,5,0,60.8,,,,,,0,0,0,0,0,2014,10
Kevin Williams,1325,DI,1,SEA,0,0,0,0,3,0,59.8,,,,,,0,0,0,0,0,2014,10
Calvin Pace,1334,ED,1,NYJ,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2014,10
