player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Le'Veon Bell,7829,HB,1,PIT,36,35,134,3.8,0,65.3,61.4,80.7,60.0,87,2.49,15,6,4,0,0,0,2017,7
Ezekiel Elliott,10638,HB,1,DAL,29,26,147,5.7,2,84.1,81.5,78.9,60.0,61,2.35,25,7,1,0,0,0,2017,7
LeSean McCoy,4976,HB,1,BUF,25,23,91,4.0,2,51.8,47.8,27.8,60.0,28,1.22,23,5,2,1,0,0,2017,7
Jay Ajayi,9582,HB,1,MIA,23,23,51,2.2,0,60.7,61.8,78.8,,49,2.13,11,3,1,0,0,0,2017,7
Mark Ingram II,6180,HB,1,NO,27,22,105,4.8,1,71.2,68.2,78.2,60.0,44,2.0,23,4,1,0,0,0,2017,7
Todd Gurley II,9443,HB,1,LA,24,22,106,4.8,1,73.2,71.7,78.2,59.5,63,2.86,18,4,4,0,0,0,2017,7
Jordan Howard,10784,HB,1,CHI,24,21,65,3.1,0,48.8,50.8,77.4,60.0,48,2.29,11,3,2,0,0,0,2017,7
Doug Martin,7035,HB,1,TB,22,20,49,2.5,0,56.5,53.9,77.7,60.0,50,2.5,11,2,2,0,0,0,2017,7
Melvin Gordon III,9448,HB,1,LAC,18,18,38,2.1,0,38.7,45.6,77.0,,30,1.67,21,1,2,0,1,0,2017,7
DeMarco Murray,6223,HB,1,TEN,18,18,59,3.3,0,60.9,58.3,77.3,,38,2.11,16,2,3,0,0,0,2017,7
Latavius Murray,7962,HB,1,MIN,18,18,113,6.3,1,73.8,72.8,76.5,,76,4.22,35,3,3,0,0,0,2017,7
Kareem Hunt,11841,HB,1,KC,19,18,87,4.8,0,75.4,73.3,77.5,60.0,66,3.67,34,3,3,0,0,0,2017,7
Chris Ivory,6007,HB,1,JAX,19,17,47,2.8,1,43.6,45.2,25.1,60.0,37,2.18,8,3,2,1,0,0,2017,7
Isaiah Crowell,9295,HB,1,CLV,18,17,35,2.1,0,54.7,51.8,76.9,60.0,34,2.0,7,1,0,0,1,0,2017,7
Aaron Jones,11937,HB,1,GB,18,17,131,7.7,1,80.0,80.0,76.7,60.0,62,3.65,46,5,2,0,0,0,2017,7
Carlos Hyde,8692,HB,1,SF,17,14,68,4.9,0,62.9,73.9,76.0,60.0,47,3.36,16,5,4,0,0,0,2017,7
Jerick McKinnon,8731,HB,1,MIN,14,14,47,3.4,0,62.0,59.7,75.8,,44,3.14,7,1,2,0,0,0,2017,7
LeGarrette Blount,5863,HB,1,PHI,15,14,29,2.1,0,49.5,50.5,75.1,60.0,24,1.71,21,1,1,0,0,0,2017,7
Jonathan Stewart,4327,HB,1,CAR,17,14,48,3.4,0,65.8,63.6,75.3,60.0,21,1.5,13,2,2,0,0,0,2017,7
Derrick Henry,10679,HB,1,TEN,13,13,13,1.0,0,46.9,52.0,75.9,,29,2.23,9,2,0,0,0,0,2017,7
Dion Lewis,6301,HB,1,NE,16,13,76,5.8,0,68.2,68.1,75.9,60.0,64,4.92,25,2,4,0,0,0,2017,7
Devonta Freeman,8738,HB,1,ATL,12,12,72,6.0,0,76.3,83.2,75.4,,47,3.92,21,5,4,0,0,0,2017,7
Adrian Peterson,3623,HB,1,ARZ,11,11,21,1.9,0,36.0,51.7,74.5,,18,1.64,6,0,1,0,0,0,2017,7
Eddie Lacy,7842,HB,1,SEA,11,11,34,3.1,0,68.4,64.5,74.1,,28,2.55,12,1,1,0,0,0,2017,7
Malcolm Brown,9902,HB,1,LA,13,11,48,4.4,0,62.9,61.4,74.1,60.0,23,2.09,11,4,1,0,0,0,2017,7
Thomas Rawls,9993,HB,1,SEA,12,11,36,3.3,0,33.1,39.7,21.8,60.0,25,2.27,9,1,2,1,1,0,2017,7
C.J. Anderson,8101,HB,1,DEN,11,10,44,4.4,0,50.0,62.1,73.6,60.0,34,3.4,11,2,1,0,0,0,2017,7
Alex Collins,10805,HB,1,BLT,15,10,30,3.0,0,54.9,55.7,73.3,60.1,24,2.4,8,1,1,0,0,0,2017,7
Cam Newton,6153,QB,1,CAR,26,5,50,5.6,0,60.8,64.0,80.6,60.0,39,4.33,14,4,2,1,0,0,2017,7
DeAndre Washington,10777,HB,1,OAK,9,9,33,3.7,1,53.5,56.6,73.7,,19,2.11,11,2,2,0,0,0,2017,7
Bilal Powell,6278,HB,1,NYJ,10,9,43,4.8,0,57.2,54.3,74.8,60.0,15,1.67,25,2,0,0,0,0,2017,7
T.J. Yeldon,9469,HB,1,JAX,10,9,122,13.6,1,90.9,90.8,73.4,60.0,27,3.0,58,2,1,0,0,0,2017,7
Orleans Darkwa,9173,HB,1,NYG,9,9,35,3.9,0,69.5,69.6,73.7,,25,2.78,7,0,0,0,0,0,2017,7
Frank Gore,2282,HB,1,IND,10,9,34,3.8,0,61.1,66.0,72.7,60.0,21,2.33,7,2,2,0,0,0,2017,7
Jalen Richard,11395,HB,1,OAK,9,9,31,3.4,0,64.8,57.8,74.8,,16,1.78,10,0,0,0,0,0,2017,7
Alvin Kamara,11822,HB,1,NO,10,9,57,6.3,0,63.2,67.1,74.7,60.0,38,4.22,19,2,1,0,0,0,2017,7
Rod Smith,9996,HB,1,DAL,11,8,61,7.6,0,73.3,73.8,72.5,66.2,46,5.75,45,2,4,0,0,0,2017,7
Mike Gillislee,7946,HB,1,NE,9,8,31,3.9,0,69.6,68.5,72.7,60.0,17,2.13,14,3,0,0,0,0,2017,7
Wendell Smallwood,10787,HB,1,PHI,9,8,25,3.1,0,57.7,60.3,72.9,60.0,20,2.5,9,1,2,0,1,1,2017,7
Carson Wentz,10636,QB,1,PHI,29,4,63,7.9,0,83.1,75.2,28.3,60.0,38,4.75,21,5,0,2,0,0,2017,7
Duke Johnson Jr.,9510,HB,1,CLV,7,7,26,3.7,0,68.7,61.9,73.8,60.0,17,2.43,10,1,0,0,0,0,2017,7
Matt Forte,4358,HB,1,NYJ,7,7,41,5.9,0,70.7,65.8,73.3,,28,4.0,15,1,1,0,0,0,2017,7
Chris Thompson,7936,HB,1,WAS,8,7,38,5.4,0,65.9,63.6,74.0,60.0,22,3.14,15,0,4,0,0,0,2017,7
Austin Ekeler,12164,HB,1,LAC,8,7,38,5.4,0,68.0,58.1,73.0,60.0,26,3.71,11,1,0,0,0,0,2017,7
Joe Mixon,11803,HB,1,CIN,7,7,48,6.9,0,52.3,71.4,20.5,,22,3.14,25,2,1,1,0,0,2017,7
Christian McCaffrey,11763,HB,1,CAR,11,7,10,1.4,0,56.6,54.0,76.0,58.0,7,1.0,4,1,1,0,0,0,2017,7
Rob Kelley,11090,HB,1,WAS,8,7,16,2.3,0,55.8,53.5,72.3,60.0,13,1.86,8,0,1,0,0,0,2017,7
Rex Burkhead,7971,HB,1,NE,6,6,31,5.2,0,61.8,60.7,71.1,,15,2.5,9,2,0,0,0,0,2017,7
Tyrod Taylor,6332,QB,1,BUF,30,3,53,8.8,0,78.5,66.9,79.4,60.0,53,8.83,26,3,2,0,0,0,2017,7
Tevin Coleman,9506,HB,1,ATL,8,6,16,2.7,0,52.0,62.4,70.6,60.0,14,2.33,6,0,0,0,0,0,2017,7
Javorius Allen,9558,HB,1,BLT,6,6,20,3.3,0,60.8,60.9,73.8,,10,1.67,7,2,1,0,0,0,2017,7
Corey Grant,9827,HB,1,JAX,7,6,8,1.3,0,76.6,69.6,71.1,60.0,11,1.83,7,0,0,0,0,0,2017,7
Wayne Gallman,11895,HB,1,NYG,5,5,15,3.0,0,53.5,52.6,70.9,,11,2.2,9,0,0,0,0,0,2017,7
Marlon Mack,11898,HB,1,IND,5,5,26,5.2,0,55.0,67.5,71.8,,11,2.2,14,2,0,0,0,0,2017,7
Mitchell Trubisky,11757,QB,1,CHI,24,3,3,0.6,0,66.3,50.4,74.6,60.0,15,3.0,7,0,0,0,1,0,2017,7
Tom Brady,698,QB,1,NE,35,4,5,1.0,0,73.9,70.5,79.0,60.0,1,0.2,6,2,0,1,0,0,2017,7
C.J. Beathard,11859,QB,1,SF,20,3,30,6.0,1,49.9,64.4,31.0,60.0,25,5.0,16,4,1,2,0,0,2017,7
Drew Brees,802,QB,1,NO,36,5,-1,-0.2,1,71.1,62.9,79.9,60.0,0,0.0,1,1,0,0,0,0,2017,7
Jacoby Brissett,10725,QB,1,IND,16,1,31,6.2,0,29.3,54.5,31.5,60.0,4,0.8,14,1,0,2,0,0,2017,7
Jamaal Charles,4387,HB,1,DEN,4,4,2,0.5,0,55.7,47.9,71.1,,5,1.25,3,0,0,0,0,0,2017,7
Blake Bortles,8638,QB,1,JAX,35,2,11,2.8,0,82.3,56.0,77.7,60.0,1,0.25,5,1,0,1,0,0,2017,7
Jeremy Hill,8690,HB,1,CIN,4,4,7,1.8,0,52.8,53.5,68.6,,8,2.0,5,0,0,0,0,0,2017,7
James White,8765,HB,1,NE,4,4,19,4.8,0,56.2,53.9,72.8,,8,2.0,8,0,0,0,0,0,2017,7
Ty Montgomery,9527,HB,1,GB,4,4,6,1.5,0,79.2,66.9,69.4,,9,2.25,5,0,0,0,0,0,2017,7
Dak Prescott,10769,QB,1,DAL,32,3,26,6.5,1,75.5,73.9,78.3,60.0,8,2.0,13,4,0,0,1,1,2017,7
Ben Roethlisberger,1732,QB,1,PIT,43,3,-3,-1.0,0,76.0,60.5,77.4,60.0,0,0.0,0,0,0,0,0,0,2017,7
Mike Tolbert,4740,HB,1,BUF,5,3,29,9.7,0,77.1,72.6,68.2,62.5,31,10.33,18,1,0,0,0,0,2017,7
Matt Breida,12271,HB,1,SF,3,3,5,1.7,0,40.4,44.1,14.4,,4,1.33,5,0,0,1,0,0,2017,7
Kirk Cousins,7102,QB,1,WAS,16,1,18,6.0,0,77.9,74.9,80.3,60.0,2,0.67,11,2,0,0,0,0,2017,7
Tyler Lockett,9502,WR,1,SEA,12,3,15,5.0,0,67.3,50.5,76.2,59.6,4,1.33,6,1,0,0,1,0,2017,7
Brett Hundley,9580,QB,1,GB,22,1,44,14.7,1,60.3,81.0,78.0,60.0,11,3.67,22,3,1,1,0,0,2017,7
Andy Dalton,6187,QB,1,CIN,15,1,8,2.7,0,71.4,51.1,78.7,60.0,1,0.33,8,0,0,0,0,0,2017,7
Elijah McGuire,11943,HB,1,NYJ,4,3,7,2.3,0,49.8,52.2,67.2,60.0,5,1.67,4,0,0,0,0,0,2017,7
Matt Ryan,4317,QB,1,ATL,19,0,37,12.3,0,69.5,77.6,78.6,60.0,1,0.33,16,3,0,0,0,0,2017,7
Tavon Austin,7789,WR,1,LA,13,3,27,9.0,0,74.3,63.0,70.0,79.3,9,3.0,17,2,0,0,0,0,2017,7
Josh McCown,1085,QB,1,NYJ,21,2,1,0.3,1,65.9,63.3,78.2,60.0,10,3.33,1,1,0,0,0,0,2017,7
James Conner,11860,HB,1,PIT,6,3,19,6.3,0,70.4,67.1,67.2,60.0,13,4.33,10,1,0,0,0,0,2017,7
Giovani Bernard,7818,HB,1,CIN,4,3,8,2.7,0,44.7,57.4,68.2,60.0,7,2.33,8,0,1,0,0,0,2017,7
J.D. McKissic,11047,HB,1,SEA,6,3,10,3.3,0,61.5,58.2,69.0,59.9,-2,-0.67,10,1,0,0,0,0,2017,7
Cooper Rush,12324,QB,1,DAL,10,2,13,6.5,0,70.5,65.2,67.8,60.0,1,0.5,15,1,0,0,0,0,2017,7
Marshawn Lynch,3628,HB,1,OAK,2,2,9,4.5,0,66.0,66.0,65.2,,12,6.0,6,0,2,0,0,0,2017,7
C.J. Spiller,5534,HB,1,KC,3,2,0,0.0,0,52.5,53.7,65.2,60.0,2,1.0,1,0,0,0,0,0,2017,7
Shane Vereen,6208,HB,1,NYG,3,2,4,2.0,0,57.3,59.4,70.1,60.0,2,1.0,6,0,0,0,0,0,2017,7
Russell Wilson,7077,QB,1,SEA,28,1,10,5.0,0,77.4,50.2,80.2,60.0,0,0.0,7,0,0,0,1,0,2017,7
Alfred Morris,7165,HB,1,DAL,2,2,15,7.5,0,61.2,58.9,66.7,,4,2.0,14,0,0,0,0,0,2017,7
Kenjon Barner,7963,HB,1,PHI,2,2,4,2.0,0,50.3,53.7,71.3,,3,1.5,2,0,0,0,0,0,2017,7
Charles Sims,8704,HB,1,TB,2,2,8,4.0,0,59.1,59.2,67.8,,4,2.0,5,0,0,0,0,0,2017,7
Damien Williams,9205,HB,1,MIA,2,2,2,1.0,0,63.0,55.5,67.8,,3,1.5,2,0,0,0,0,0,2017,7
Trevor Siemian,9683,QB,1,DEN,17,0,14,7.0,0,42.6,70.6,22.5,60.0,3,1.5,8,1,0,2,0,0,2017,7
Jared Goff,10635,QB,1,LA,35,1,13,6.5,1,57.6,61.4,79.3,60.0,13,6.5,9,1,0,0,0,0,2017,7
Devontae Booker,10770,HB,1,DEN,2,2,6,3.0,0,72.5,62.8,68.7,,7,3.5,6,0,0,0,0,0,2017,7
Tyreek Hill,10799,WR,1,KC,8,2,7,3.5,0,87.1,51.4,72.8,60.7,2,1.0,7,0,0,0,0,0,2017,7
Terrell Watson,9889,HB,1,PIT,1,1,0,0.0,0,56.3,58.9,65.8,,0,0.0,0,0,0,0,0,0,2017,7
Drew Stanton,3659,QB,1,ARZ,6,1,4,4.0,0,33.6,58.2,22.4,60.0,0,0.0,4,1,0,1,0,0,2017,7
Vince Mayle,9556,TE,1,BLT,2,1,0,0.0,0,48.1,56.2,65.8,60.0,3,3.0,0,0,0,0,0,0,2017,7
Jamison Crowder,9538,WR,1,WAS,14,1,3,3.0,0,63.1,56.6,18.1,76.2,2,2.0,3,0,0,0,0,0,2017,7
Sean Mannion,9522,QB,1,LA,4,1,-1,-1.0,0,60.0,60.0,61.9,60.0,0,0.0,0,0,0,0,0,0,2017,7
Alex Smith,2218,QB,1,KC,23,1,0,0.0,0,76.7,60.0,78.7,60.0,0,0.0,0,0,0,1,0,0,2017,7
Marcus Mariota,9435,QB,1,TEN,31,0,8,8.0,0,80.6,63.9,78.7,60.0,0,0.0,8,1,0,0,0,0,2017,7
Andy Janovich,10810,FB,1,DEN,3,1,3,3.0,0,68.8,58.0,66.2,65.7,2,2.0,3,0,0,0,0,0,2017,7
Josh Ferguson,10907,HB,1,IND,1,1,5,5.0,0,52.3,58.3,61.9,,1,1.0,5,0,0,0,0,0,2017,7
Jameis Winston,9434,QB,1,TB,25,1,0,0.0,0,68.4,45.8,43.8,60.0,0,0.0,0,0,0,2,1,0,2017,7
Bernard Reedy,9228,WR,1,TB,2,1,10,10.0,0,70.2,63.1,66.2,60.0,5,5.0,10,1,0,0,0,0,2017,7
Bryce Treggs,11278,WR,1,CLV,2,1,6,6.0,0,72.5,56.6,71.2,60.0,0,0.0,6,0,0,0,0,0,2017,7
Taylor Gabriel,9002,WR,1,ATL,13,1,-5,-5.0,0,53.8,56.0,66.2,35.7,0,0.0,0,0,0,0,0,0,2017,7
Michael Campanaro,8852,WR,1,BLT,8,1,19,19.0,0,70.3,63.1,67.4,79.7,3,3.0,19,1,0,0,0,0,2017,7
Martavis Bryant,8753,WR,1,PIT,18,1,2,2.0,0,51.1,56.6,64.6,60.1,2,2.0,2,0,0,0,0,0,2017,7
Derek Carr,8671,QB,1,OAK,20,0,15,15.0,0,81.7,68.0,39.0,60.0,0,0.0,15,1,0,0,0,0,2017,7
Tommy Bohanon,7997,FB,1,JAX,16,1,0,0.0,0,64.2,60.0,64.6,61.2,0,0.0,0,0,0,0,1,0,2017,7
Tavarres King,7943,WR,1,NYG,17,1,-8,-8.0,0,49.5,59.5,64.6,52.4,0,0.0,0,0,0,0,0,0,2017,7
Robert Woods,7822,WR,1,LA,29,1,4,4.0,0,65.1,58.0,69.1,74.3,2,2.0,4,0,0,0,0,0,2017,7
Deonte Thompson,7513,WR,1,BUF,6,1,0,0.0,0,90.7,56.7,68.3,82.2,0,0.0,0,0,0,0,1,0,2017,7
Ryan Switzer,11888,WR,1,DAL,6,1,3,3.0,0,50.4,56.6,67.6,56.8,1,1.0,3,0,0,0,0,0,2017,7
