player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,5,60.0,,,,,65.3,0,0,0,0,0,2017,3
Phil Dawson,422,K,1,ARZ,0,4,0,0,0,4,60.0,60.0,,,,56.3,0,0,0,0,0,2017,3
Shane Lechler,673,P,1,HST,0,0,0,4,0,7,60.8,,,63.8,,,0,0,0,0,0,2017,3
Julius Peppers,1010,ED,1,CAR,0,0,1,0,7,3,59.6,,,,,,0,0,0,0,0,2017,3
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,6,60.0,,,,,69.7,0,0,0,0,0,2017,3
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,4,60.4,,,,,,0,0,0,0,0,2017,3
Benjamin Watson,1753,TE,1,BLT,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2017,3
Karlos Dansby,1754,LB,1,ARZ,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2017,3
Andy Lee,1906,P,1,ARZ,0,0,0,7,0,4,60.7,,,62.2,,,0,0,0,0,0,2017,3
Donnie Jones,1939,P,1,PHI,0,0,0,4,0,6,60.7,,,66.0,,,0,0,0,0,0,2017,3
Mike Adams,1972,S,1,CAR,0,0,1,0,7,0,60.4,,,,,,0,0,0,0,0,2017,3
Don Muhlbach,2130,LS,1,DET,0,0,0,5,0,6,60.0,,,,,,0,0,0,0,0,2017,3
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,6,0,60.3,,,,,,0,0,0,0,0,2017,3
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2017,3
Dustin Colquitt,2316,P,1,KC,0,0,0,6,0,5,60.7,,,67.0,,,0,0,0,0,0,2017,3
Darren Sproles,2347,HB,1,PHI,0,0,2,0,0,0,60.0,,,,60.1,,0,0,0,0,0,2017,3
Joe Berger,2424,G,1,MIN,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2017,3
Lorenzo Alexander,2476,ED,1,BUF,0,4,0,5,4,0,60.0,,,,,,0,0,0,0,0,2017,3
Jon Condo,2539,LS,1,OAK,0,0,0,7,0,2,56.8,,,,,,0,0,0,0,1,2017,3
John Denney,2561,LS,1,MIA,0,0,0,7,0,1,59.9,,,,,,0,0,0,0,0,2017,3
Robbie Gould,2607,K,1,SF,0,1,0,0,0,6,60.0,60.0,,,,53.7,0,0,0,0,0,2017,3
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,7,0,4,65.0,,,,,,0,0,0,0,0,2017,3
Ahmad Brooks,2945,ED,1,GB,0,0,0,0,5,0,59.6,,,,,,0,0,0,0,0,2017,3
Haloti Ngata,2957,DI,1,DET,0,0,0,0,6,0,59.5,,,,,,0,0,0,0,0,2017,3
Marcedes Lewis,2973,TE,1,JAX,1,0,0,0,0,8,60.8,,,,,,0,0,0,0,0,2017,3
Anthony Fasano,2998,TE,1,MIA,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2017,3
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,7,61.0,,,,,,0,0,0,0,0,2017,3
Frostee Rucker,3036,DI,1,ARZ,0,0,0,0,4,0,59.9,,,,,,0,0,0,0,0,2017,3
Jahri Evans,3053,G,1,GB,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2017,3
Stephen Gostkowski,3063,K,1,NE,0,6,0,0,0,4,60.0,60.0,,,,64.5,0,0,0,0,0,2017,3
Domata Peko Sr.,3068,DI,1,DEN,0,0,1,0,0,4,29.5,,,,,,1,0,0,0,0,2017,3
Kyle Williams,3079,DI,1,BUF,0,0,0,0,4,0,59.3,,,,,,0,0,0,0,0,2017,3
Delanie Walker,3120,TE,1,TEN,1,0,0,0,0,0,60.0,,60.0,,,,0,0,0,0,0,2017,3
Sam Koch,3148,P,1,BLT,0,0,0,7,0,1,60.2,,,59.6,,,0,0,0,0,0,2017,3
Antoine Bethea,3152,S,1,ARZ,0,0,0,1,0,0,60.0,,,,,,0,0,0,0,0,2017,3
Tom Johnson,3378,DI,1,MIN,0,0,0,0,3,0,59.4,,,,,,0,0,0,0,0,2017,3
Matt Prater,3471,K,1,DET,0,0,0,0,0,6,60.0,,,,,84.2,0,0,0,0,0,2017,3
Jon Ryan,3493,P,1,SEA,0,0,0,8,0,3,60.5,,,60.2,,,0,0,0,0,0,2017,3
Ted Ginn Jr.,3625,WR,1,NO,0,0,3,0,0,0,60.0,,,,61.4,,0,0,0,0,0,2017,3
Joe Staley,3644,T,1,SF,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2017,3
Alan Branch,3649,DI,1,NE,0,0,0,0,7,4,59.7,,,,,,0,0,0,0,0,2017,3
Paul Posluszny,3650,LB,1,JAX,2,0,0,3,0,0,59.3,,,,,,0,0,0,0,0,2017,3
Brian Robison,3718,ED,1,MIN,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2017,3
Zak DeOssie,3732,LS,1,NYG,0,0,0,4,0,4,77.6,,,,,,0,0,1,0,0,2017,3
Allen Barbre,3735,G,1,DEN,0,0,0,0,0,4,60.8,,,,,,0,0,0,0,0,2017,3
Jermon Bushrod,3741,G,1,MIA,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2017,3
Brent Celek,3778,TE,1,PHI,5,0,0,0,0,6,59.0,,,,,,0,0,0,0,0,2017,3
Nick Folk,3794,K,1,TB,0,4,0,0,0,3,60.0,60.0,,,,64.6,0,0,0,0,0,2017,3
Mason Crosby,3809,K,1,GB,0,6,0,0,0,5,60.0,60.0,,,,64.6,0,0,0,0,0,2017,3
Clark Harris,3859,LS,1,CIN,0,0,0,6,0,5,63.9,,,,,,0,0,1,0,1,2017,3
Eric Weems,4097,WR,1,TEN,5,7,8,6,0,0,60.7,,,,60.0,,0,0,0,0,0,2017,3
Brett Goode,4222,LS,1,GB,0,0,0,6,0,5,61.0,,,,,,0,0,0,0,0,2017,3
Dominique Rodgers-Cromartie,4330,CB,1,NYG,0,0,0,0,6,0,60.5,,,,,,0,0,0,0,0,2017,3
Aqib Talib,4334,CB,1,DEN,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2017,3
Calais Campbell,4364,ED,1,JAX,0,0,2,0,1,8,60.1,,,,,,0,0,0,0,0,2017,3
Tyvon Branch,4414,S,1,ARZ,0,0,0,6,4,0,74.4,,,,,,0,0,1,0,0,2017,3
William Hayes,4417,ED,1,MIA,0,0,0,0,6,0,29.7,,,,,,1,0,0,0,0,2017,3
Orlando Scandrick,4457,CB,1,DAL,0,0,0,0,3,0,60.4,,,,,,0,0,0,0,0,2017,3
Breno Giacomini,4464,T,1,HST,0,0,0,0,0,7,61.0,,,,,,0,0,0,0,0,2017,3
Erik Walden,4481,ED,1,TEN,0,0,0,0,3,0,60.2,,,,,,0,0,0,0,0,2017,3
Brett Kern,4580,P,1,TEN,0,0,0,6,0,7,60.9,,,75.4,,,0,0,0,0,0,2017,3
Wesley Woodyard,4583,LB,1,TEN,2,0,3,6,0,0,59.4,,,,,,0,0,0,0,0,2017,3
Chris Clark,4623,T,1,HST,0,0,0,0,0,7,61.1,,,,,,0,0,0,0,0,2017,3
Stephen Hauschka,4655,K,1,BUF,0,7,0,0,0,6,60.0,60.5,,,,71.8,0,0,0,0,0,2017,3
J.J. Jansen,4712,LS,1,CAR,0,0,0,3,0,3,63.6,,,,,,0,0,0,0,0,2017,3
Danny Amendola,4717,WR,1,NE,0,0,4,0,0,0,60.0,,,,70.3,,0,0,0,0,0,2017,3
Mike Tolbert,4740,HB,1,BUF,5,0,1,0,0,0,58.7,,60.0,,,,0,0,0,0,0,2017,3
Connor Barth,4777,K,1,CHI,0,3,0,0,0,4,60.0,60.0,,,,49.6,0,0,0,0,0,2017,3
Andre Smith,4929,T,1,CIN,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2017,3
Darrius Heyward-Bey,4930,WR,1,PIT,0,5,6,5,0,0,66.0,,,,,,0,0,0,0,0,2017,3
Malcolm Jenkins,4937,S,1,PHI,0,5,2,0,4,0,67.1,,,,,,0,0,1,0,0,2017,3
Robert Ayers,4941,ED,1,TB,0,0,0,0,6,0,59.5,,,,,,0,0,0,0,0,2017,3
Clay Matthews,4949,ED,1,GB,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2017,3
Kenny Britt,4953,WR,1,CLV,0,1,0,0,0,0,60.0,,,,,,0,0,0,0,0,2017,3
Ziggy Hood,4955,DI,1,WAS,0,0,0,0,0,6,60.4,,,,,,0,0,0,0,0,2017,3
Patrick Chung,4957,S,1,NE,0,6,0,0,0,0,67.6,,,,,,0,0,0,1,0,2017,3
Darius Butler,4964,S,1,IND,0,0,0,0,4,0,60.0,,,,,,0,0,0,0,0,2017,3
Connor Barwin,4969,ED,1,LA,0,0,1,0,6,0,60.4,,,,,,0,0,0,0,0,2017,3
Mike Mitchell,4970,S,1,PIT,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2017,3
Max Unger,4972,C,1,NO,0,0,0,0,0,7,60.5,,,,,,0,0,0,0,0,2017,3
