player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Joe Flacco,4332,QB,1,BLT,55,52,34,65.4,261,5.0,2,2,62.0,63.5,58.3,80.9,2,0,1,4,0,74.3,1,18,2017,9
C.J. Beathard,11859,QB,1,SF,58,51,24,47.1,294,5.8,0,1,59.6,56.6,72.1,81.6,5,1,5,0,5,57.1,2,13,2017,9
Russell Wilson,7077,QB,1,SEA,54,45,24,53.3,297,6.6,2,2,47.4,45.0,62.6,41.2,2,0,0,4,1,70.3,7,16,2017,9
Tom Savage,8770,QB,1,HST,46,44,19,43.2,219,5.0,1,0,54.6,54.4,,80.0,2,1,2,1,1,66.4,0,11,2017,9
Jay Cutler,2956,QB,1,MIA,43,42,34,81.0,311,7.4,3,0,90.8,90.1,60.0,79.9,1,1,0,1,2,121.3,0,15,2017,9
Tyrod Taylor,6332,QB,1,BUF,49,40,29,72.5,285,7.1,2,0,62.0,60.1,65.8,29.6,7,1,1,0,1,108.9,2,13,2017,9
Brett Hundley,9580,QB,1,GB,42,38,26,68.4,245,6.4,0,0,77.0,73.2,71.8,80.1,3,0,2,3,0,86.0,1,13,2017,9
Matt Ryan,4317,QB,1,ATL,40,38,24,63.2,313,8.2,2,1,84.3,82.4,60.0,79.4,2,0,2,2,2,95.6,0,13,2017,9
Brock Osweiler,7059,QB,1,DEN,41,38,19,50.0,208,5.5,1,2,33.6,36.3,58.3,79.5,3,0,4,1,0,53.4,0,12,2017,9
Blake Bortles,8638,QB,1,JAX,39,38,24,63.2,259,6.8,1,0,56.6,57.6,53.2,79.9,0,1,2,4,0,91.9,1,15,2017,9
Eli Manning,1722,QB,1,NYG,38,36,20,55.6,220,6.1,2,1,66.1,65.0,,28.5,2,0,7,0,0,80.8,0,12,2017,9
Alex Smith,2218,QB,1,KC,39,34,25,73.5,263,7.7,2,1,49.6,53.9,50.1,79.6,2,1,0,1,0,102.9,3,12,2017,9
Matthew Stafford,4924,QB,1,DET,34,33,26,78.8,361,10.9,2,0,90.6,90.2,59.7,78.5,1,0,0,0,0,132.4,0,19,2017,9
Dak Prescott,10769,QB,1,DAL,35,33,21,63.6,249,7.5,2,0,75.7,71.0,74.7,79.0,1,2,2,1,0,106.8,1,14,2017,9
Kirk Cousins,7102,QB,1,WAS,38,31,21,67.7,247,8.0,0,0,60.7,62.3,51.2,79.1,6,1,1,1,0,91.7,1,12,2017,9
Derek Carr,8671,QB,1,OAK,31,30,21,70.0,300,10.0,1,1,82.6,82.6,55.3,37.4,1,1,2,1,0,99.3,0,14,2017,9
Jacoby Brissett,10725,QB,1,IND,34,30,20,66.7,308,10.3,2,0,73.7,71.6,64.3,28.3,3,0,4,2,0,122.6,1,9,2017,9
Drew Stanton,3659,QB,1,ARZ,30,30,15,50.0,201,6.7,2,1,68.4,66.3,63.6,78.7,0,1,2,3,0,80.0,0,11,2017,9
Marcus Mariota,9435,QB,1,TEN,31,28,19,67.9,218,7.8,2,1,77.7,75.3,65.0,78.3,3,0,1,2,0,100.0,0,10,2017,9
Drew Brees,802,QB,1,NO,29,27,22,81.5,263,9.7,2,0,65.0,64.8,58.1,32.4,1,0,0,0,0,131.9,1,13,2017,9
Carson Wentz,10636,QB,1,PHI,29,27,15,55.6,199,7.4,4,0,73.0,75.0,50.1,77.8,1,1,1,1,0,118.7,1,12,2017,9
Cam Newton,6153,QB,1,CAR,27,24,13,54.2,137,5.7,0,0,56.9,47.7,74.4,78.9,1,0,1,2,0,71.0,2,7,2017,9
Jared Goff,10635,QB,1,LA,22,22,14,63.6,311,14.1,4,0,85.5,83.6,,76.3,0,1,3,0,0,146.8,0,10,2017,9
Josh McCown,1085,QB,1,NYJ,23,20,14,70.0,140,7.0,1,0,63.0,58.2,70.0,77.6,1,1,1,0,0,106.3,2,8,2017,9
Andy Dalton,6187,QB,1,CIN,20,18,10,55.6,136,7.6,0,0,64.0,67.2,51.1,76.6,2,1,0,1,0,79.9,0,5,2017,9
Ryan Fitzpatrick,2467,QB,1,TB,19,15,8,53.3,68,4.5,1,0,54.1,50.9,70.9,75.5,2,0,1,1,0,87.6,2,5,2017,9
Jameis Winston,9434,QB,1,TB,17,13,7,53.8,67,5.2,0,0,46.3,51.2,61.3,74.5,2,0,1,0,0,68.4,2,3,2017,9
Geno Smith,7820,QB,1,NYG,2,2,0,0.0,0,0.0,0,0,53.0,52.9,60.0,66.1,0,1,0,0,0,39.6,0,0,2017,9
Nick Foles,7089,QB,1,PHI,2,1,1,100.0,35,35.0,0,0,75.7,74.5,60.0,64.5,1,0,0,0,0,118.8,0,1,2017,9
Sam Koch,3148,P,1,BLT,1,1,1,100.0,16,16.0,0,0,73.1,68.8,,60.4,0,0,0,0,0,118.8,0,1,2017,9
