player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,45.7,1,2,50.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,16
Phil Dawson,422,K,1,SF,50.6,2,2,100.0,0,0,,0,0,,0,0,,1,2,50.0,0,0,,2015,16
Sebastian Janikowski,595,K,1,OAK,68.0,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2015,16
Shayne Graham,730,K,1,ATL,55.5,2,2,100.0,0,0,,0,0,,1,1,100.0,0,1,0.0,1,1,100.0,2015,16
Josh Brown,1520,K,1,NYG,63.1,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,16
Mike Nugent,2264,K,1,CIN,54.1,2,2,100.0,0,0,,0,0,,0,0,,0,1,0.0,1,1,100.0,2015,16
Robbie Gould,2607,K,1,CHI,69.3,2,2,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,1,1,100.0,2015,16
Nick Novak,2726,K,1,HST,65.5,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2015,16
Stephen Gostkowski,3063,K,1,NE,66.7,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,16
Matt Prater,3471,K,1,DET,66.7,2,2,100.0,0,0,,0,0,,4,4,100.0,0,0,,0,0,,2015,16
Stephen Hauschka,4655,K,1,SEA,63.1,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,16
Dan Carpenter,4697,K,1,BUF,45.3,1,2,50.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,16
Connor Barth,4777,K,1,TB,51.8,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2015,16
Graham Gano,5443,K,1,CAR,66.6,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,16
Dan Bailey,6796,K,1,DAL,42.8,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,0,1,0.0,2015,16
Kai Forbath,6860,K,1,NO,56.2,5,5,100.0,0,0,,0,1,0.0,1,1,100.0,0,0,,0,1,0.0,2015,16
Randy Bullock,7154,K,1,NYJ,67.8,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,16
Greg Zuerlein,7163,K,1,SL,48.8,2,3,66.7,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,16
Blair Walsh,7167,K,1,MIN,61.4,4,5,80.0,0,0,,2,2,100.0,1,1,100.0,0,0,,2,2,100.0,2015,16
Justin Tucker,7604,K,1,BLT,69.0,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2015,16
Caleb Sturgis,7948,K,1,PHI,64.5,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,16
Dustin Hopkins,7958,K,1,WAS,48.8,3,4,75.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,16
Brandon McManus,8437,K,1,DEN,42.9,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,0,0,,2015,16
Cairo Santos,8932,K,1,KC,64.6,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,16
Chris Boswell,8990,K,1,PIT,63.6,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,16
Chandler Catanzaro,9140,K,1,ARZ,65.2,5,5,100.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,2015,16
Travis Coons,9268,K,1,CLV,66.3,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,2015,16
Andrew Franks,9814,K,1,MIA,61.5,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2015,16
Josh Lambo,10133,K,1,SD,69.9,2,2,100.0,0,0,,0,0,,0,0,,2,3,66.7,0,0,,2015,16
Jason Myers,10207,K,1,JAX,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,16
