player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Blaine Gabbert,6162,QB,1,ARZ,36,26,17,65.4,178,6.8,0,0,50.9,51.4,55.3,79.2,8,0,1,0,0,85.1,2,9,2017,14
Jared Goff,10635,QB,1,LA,29,26,16,61.5,199,7.7,2,0,49.8,50.1,57.9,26.8,2,0,1,1,3,110.9,1,8,2017,14
T.J. Yates,6304,QB,1,HST,30,26,14,53.8,175,6.7,2,0,75.1,71.4,70.2,77.7,1,0,3,0,1,100.6,3,11,2017,14
Cam Newton,6153,QB,1,CAR,27,25,13,52.0,137,5.5,1,1,63.2,63.2,59.2,79.5,2,0,1,2,0,64.9,0,7,2017,14
Jacoby Brissett,10725,QB,1,IND,25,22,11,50.0,69,3.1,1,0,66.0,65.8,58.8,77.1,1,0,1,1,1,72.0,2,6,2017,14
Josh McCown,1085,QB,1,NYJ,17,12,6,50.0,46,3.8,0,1,40.2,36.1,64.7,22.5,4,1,1,0,0,25.0,1,2,2017,14
Tom Savage,8770,QB,1,HST,14,12,6,50.0,63,5.3,0,0,85.7,83.9,,73.2,2,0,1,3,1,65.6,0,3,2017,14
Nathan Peterman,11926,QB,1,BUF,12,10,5,50.0,57,5.7,1,0,71.4,75.7,55.0,73.0,0,0,3,0,0,100.8,2,4,2017,14
Nick Foles,7089,QB,1,PHI,12,10,6,60.0,42,4.2,0,0,66.0,68.5,55.6,21.2,1,0,0,0,1,69.6,1,3,2017,14
Bryce Petty,9536,QB,1,NYJ,10,9,2,22.2,14,1.6,0,0,48.5,49.8,58.3,72.4,0,1,2,0,0,39.6,1,0,2017,14
A.J. McCarron,8799,QB,1,CIN,9,8,4,50.0,47,5.9,0,0,43.5,44.7,,70.9,1,0,0,0,1,68.2,0,2,2017,14
Joe Webb III,5722,WR,1,BUF,6,6,2,33.3,35,5.8,0,1,38.7,28.8,66.2,72.8,0,0,0,0,0,14.6,0,1,2017,14
Kellen Clemens,2994,QB,1,LAC,3,3,1,33.3,3,1.0,0,1,45.1,44.4,,65.5,0,0,0,0,0,2.8,0,1,2017,14
