player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
E.J. Manuel,7797,QB,1,BUF,47,44,21,47.7,225,5.1,2,2,48.4,48.9,58.3,80.1,2,1,4,2,0,59.4,1,12,2014,4
Drew Brees,802,QB,1,NO,46,44,32,72.7,340,7.7,2,1,72.3,70.2,63.3,80.1,1,1,1,1,1,100.6,1,15,2014,4
Nick Foles,7089,QB,1,PHI,44,43,21,48.8,195,4.5,0,2,63.5,61.6,63.5,80.2,1,0,1,4,1,42.3,0,11,2014,4
Mike Glennon,7854,QB,1,TB,43,42,21,50.0,302,7.2,2,1,65.7,69.3,60.0,79.6,1,0,5,1,2,79.7,0,11,2014,4
Andrew Luck,7007,QB,1,IND,41,41,29,70.7,393,9.6,4,1,78.3,76.6,60.0,79.8,0,1,3,1,0,123.3,0,21,2014,4
Matt Ryan,4317,QB,1,ATL,44,41,25,61.0,298,7.3,3,2,65.1,67.5,45.9,79.9,1,0,3,0,1,87.2,2,17,2014,4
Ben Roethlisberger,1732,QB,1,PIT,47,40,29,72.5,325,8.1,3,0,74.4,75.9,49.3,25.0,5,1,5,1,0,121.4,1,17,2014,4
Philip Rivers,1725,QB,1,SD,41,39,29,74.4,377,9.7,3,0,89.7,90.4,60.0,28.9,2,0,1,1,1,130.0,0,16,2014,4
Eli Manning,1722,QB,1,NYG,41,39,28,71.8,300,7.7,4,1,77.9,77.7,55.9,79.5,1,0,3,0,0,117.5,1,20,2014,4
Ryan Fitzpatrick,2467,QB,1,HST,43,37,25,67.6,268,7.2,1,2,77.8,75.3,62.8,46.5,3,0,1,1,1,75.1,3,15,2014,4
Blake Bortles,8638,QB,1,JAX,41,37,29,78.4,254,6.9,1,2,55.3,53.9,62.4,80.1,3,1,1,0,1,81.8,1,12,2014,4
Matthew Stafford,4924,QB,1,DET,39,34,24,70.6,293,8.6,2,0,78.1,75.9,66.2,79.9,4,0,1,4,0,116.4,1,13,2014,4
Jay Cutler,2956,QB,1,CHI,36,34,22,64.7,256,7.5,2,2,55.4,51.8,66.3,21.3,1,0,2,1,0,82.5,1,16,2014,4
Geno Smith,7820,QB,1,NYJ,36,33,17,51.5,209,6.3,1,1,53.4,55.7,49.5,79.1,2,0,4,4,0,68.9,1,8,2014,4
Kirk Cousins,7102,QB,1,WAS,35,33,19,57.6,257,7.8,1,4,29.1,29.0,62.9,28.1,2,1,1,1,0,53.0,0,11,2014,4
Ryan Tannehill,7014,QB,1,MIA,32,31,23,74.2,278,9.0,2,1,88.9,86.8,66.8,79.0,0,0,2,1,0,109.3,1,15,2014,4
Joe Flacco,4332,QB,1,BLT,31,31,22,71.0,327,10.5,3,0,70.2,70.1,58.2,27.3,0,1,1,1,0,137.4,0,15,2014,4
Teddy Bridgewater,8667,QB,1,MIN,33,30,19,63.3,317,10.6,0,0,70.2,67.6,66.4,78.7,0,1,1,1,1,98.9,3,16,2014,4
Colin Kaepernick,6188,QB,1,SF,37,30,17,56.7,218,7.3,2,1,68.7,65.4,79.6,80.2,4,0,3,3,0,87.9,3,9,2014,4
Tony Romo,1693,QB,1,DAL,32,29,22,75.9,262,9.0,3,0,73.7,81.3,43.1,28.0,1,0,0,0,0,137.4,2,16,2014,4
Aaron Rodgers,2241,QB,1,GB,30,28,22,78.6,302,10.8,4,0,92.2,90.8,64.4,77.9,1,0,0,0,0,151.2,1,17,2014,4
Alex Smith,2218,QB,1,KC,30,26,20,76.9,248,9.5,3,0,79.5,80.7,54.9,78.1,2,0,2,1,0,144.4,2,15,2014,4
Cam Newton,6153,QB,1,CAR,28,25,14,56.0,197,7.9,1,0,78.7,84.1,39.6,26.9,2,2,0,1,0,94.9,1,11,2014,4
Derek Carr,8671,QB,1,OAK,28,25,16,64.0,146,5.8,1,1,55.1,56.4,54.5,77.2,1,1,0,1,0,76.4,2,9,2014,4
Tom Brady,698,QB,1,NE,25,23,14,60.9,159,6.9,1,2,34.4,35.5,,24.9,2,0,2,1,0,59.9,0,7,2014,4
Charlie Whitehurst,3026,QB,1,TEN,30,23,12,52.2,177,7.7,1,1,64.4,64.7,58.7,77.6,3,0,3,0,1,74.0,4,12,2014,4
Matt McGloin,8374,QB,1,OAK,20,19,12,63.2,129,6.8,1,2,52.2,53.6,57.1,75.8,1,0,1,1,0,61.0,0,7,2014,4
Derek Anderson,2430,QB,1,CAR,9,9,6,66.7,71,7.9,0,0,57.7,57.7,,70.9,0,0,0,0,0,90.5,0,5,2014,4
Jimmy Garoppolo,8697,QB,1,NE,8,7,6,85.7,70,10.0,1,0,69.6,68.7,,70.3,1,0,0,0,0,147.9,0,3,2014,4
Zach Mettenberger,8813,QB,1,TEN,5,5,2,40.0,17,3.4,0,1,38.2,39.9,,68.0,0,0,0,0,0,10.0,0,0,2014,4
Bobby Rainey Jr.,7511,HB,1,TB,1,1,0,0.0,0,0.0,0,0,50.9,58.4,45.1,70.1,0,0,0,0,0,39.6,0,0,2014,4
Antonio Brown,5718,WR,1,PIT,1,1,1,100.0,17,17.0,0,0,74.1,64.8,,70.1,0,0,0,0,0,118.8,0,1,2014,4
Jimmy Clausen,5573,QB,1,CHI,1,1,1,100.0,9,9.0,0,0,62.1,60.4,,60.4,0,0,0,0,0,104.2,0,0,2014,4
