player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,3,60.0,,,,,61.5,0,0,0,0,0,2014,15
Charles Woodson,330,S,1,OAK,0,0,2,0,7,0,60.0,,,,,,0,0,0,0,0,2014,15
Phil Dawson,422,K,1,SF,0,2,0,0,0,1,60.0,60.0,,,,60.1,0,0,0,0,0,2014,15
Sebastian Janikowski,595,K,1,OAK,0,3,0,0,0,3,60.0,60.0,,,,67.6,0,0,0,0,0,2014,15
Shane Lechler,673,P,1,HST,0,0,0,7,0,2,60.3,,,55.1,,,0,0,0,0,0,2014,15
Shayne Graham,730,K,1,NO,0,0,0,0,0,6,60.0,,,,,51.3,0,0,0,0,0,2014,15
Mike Leach,750,LS,1,ARZ,0,0,0,8,0,4,49.9,,,,,,0,0,0,0,0,2014,15
Roberto Garza,856,C,1,CHI,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2014,15
Jay Feely,955,K,1,CHI,0,2,0,0,0,1,60.0,60.0,,,,60.1,0,0,0,0,0,2014,15
Julius Peppers,1010,ED,1,GB,0,0,2,0,5,0,59.4,,,,,,0,0,0,0,0,2014,15
Larry Foote,1126,LB,1,ARZ,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2014,15
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,4,60.0,,,,,62.2,0,0,0,0,0,2014,15
Kevin Williams,1325,DI,1,SEA,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2014,15
Troy Polamalu,1332,S,1,PIT,0,0,0,0,3,0,59.9,,,,,,0,0,0,0,0,2014,15
Calvin Pace,1334,ED,1,NYJ,0,0,2,0,3,0,59.7,,,,,,0,0,0,0,0,2014,15
Rashean Mathis,1355,CB,1,DET,0,0,0,0,5,0,60.8,,,,,,0,0,0,0,0,2014,15
Osi Umenyiora,1371,ED,1,ATL,0,0,3,0,0,0,59.6,,,,,,0,0,0,0,0,2014,15
Cory Redding,1381,DI,1,IND,0,0,0,0,2,0,59.7,,,,,,0,0,0,0,0,2014,15
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,6,60.7,,,,,,0,0,0,0,0,2014,15
Jarret Johnson,1421,ED,1,SD,0,0,0,0,6,0,59.4,,,,,,0,0,0,0,0,2014,15
Josh Brown,1520,K,1,NYG,0,5,0,0,0,4,60.0,60.0,,,,61.9,0,0,0,0,0,2014,15
Chris Clemons,1585,ED,1,JAX,0,0,0,0,6,0,59.2,,,,,,0,0,0,0,0,2014,15
Jon Dorenbos,1600,LS,1,PHI,0,0,0,3,0,5,52.4,,,,,,0,0,0,0,0,2014,15
Mat McBriar,1659,P,1,SD,0,0,0,4,0,4,60.5,,,58.1,,,0,0,0,0,0,2014,15
Kassim Osgood,1676,WR,1,SF,4,2,3,5,0,0,75.3,,,,,,1,0,2,0,0,2014,15
Vince Wilfork,1742,DI,1,NE,0,0,1,0,4,0,59.2,,,,,,0,0,0,0,0,2014,15
Jason Babin,1748,ED,1,NYJ,0,0,2,0,2,0,59.7,,,,,,0,0,0,0,0,2014,15
Benjamin Watson,1753,TE,1,NO,2,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2014,15
Dwan Edwards,1772,DI,1,CAR,0,0,1,0,3,6,60.5,,,,,,0,0,0,0,0,2014,15
Randy Starks,1792,DI,1,MIA,0,0,0,0,7,0,58.7,,,,,,0,0,0,0,0,2014,15
Matt Schaub,1811,QB,1,OAK,0,0,0,0,0,3,60.0,,,,,,0,0,0,0,0,2014,15
Luke McCown,1827,QB,1,NO,0,0,0,0,0,6,60.5,,,,,,0,0,0,0,0,2014,15
Will Allen,1832,S,1,PIT,0,6,0,3,2,0,62.7,,,,,,0,0,0,0,0,2014,15
Jared Allen,1847,ED,1,CHI,0,0,2,0,6,0,60.4,,,,,,0,0,0,0,0,2014,15
Antonio Smith,1856,DI,1,OAK,0,0,1,0,7,0,59.2,,,,,,0,0,0,0,0,2014,15
Josh Scobee,1858,K,1,JAX,0,5,0,0,0,5,60.0,60.0,,,,63.6,0,0,0,0,0,2014,15
