player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,8,60.0,,,,,67.3,0,0,0,0,0,2014,3
Charles Woodson,330,S,1,OAK,0,0,0,0,4,0,59.8,,,,,,0,0,0,0,0,2014,3
Phil Dawson,422,K,1,SF,0,3,0,0,0,3,60.0,60.0,,,,55.2,0,0,0,0,0,2014,3
Sebastian Janikowski,595,K,1,OAK,0,4,0,0,0,3,60.0,60.0,,,,70.5,0,0,0,0,0,2014,3
Shane Lechler,673,P,1,HST,0,0,0,5,0,3,60.4,,,67.7,,,0,0,0,0,0,2014,3
Shayne Graham,730,K,1,NO,0,0,0,0,0,3,60.0,,,,,60.9,0,0,0,0,0,2014,3
Mike Leach,750,LS,1,ARZ,0,0,0,1,0,5,40.7,,,,,,0,0,0,0,0,2014,3
Julius Peppers,1010,ED,1,GB,0,0,0,0,4,0,59.7,,,,,,0,0,0,0,0,2014,3
Larry Foote,1126,LB,1,ARZ,0,0,1,0,3,0,59.9,,,,,,0,0,0,0,0,2014,3
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,9,60.0,,,,,55.8,0,0,0,0,0,2014,3
Billy Cundiff,1230,K,1,CLV,0,4,0,0,0,5,60.0,60.0,,,,51.0,0,0,0,0,0,2014,3
Terence Newman,1321,CB,1,CIN,0,0,0,0,2,0,60.1,,,,,,0,0,0,0,0,2014,3
Kevin Williams,1325,DI,1,SEA,0,0,0,0,2,0,59.9,,,,,,0,0,0,0,0,2014,3
Troy Polamalu,1332,S,1,PIT,1,0,0,0,3,0,59.9,,,,,,0,0,0,0,0,2014,3
Calvin Pace,1334,ED,1,NYJ,0,0,0,0,5,0,60.1,,,,,,0,0,0,0,0,2014,3
Rashean Mathis,1355,CB,1,DET,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2014,3
Osi Umenyiora,1371,ED,1,ATL,0,0,1,0,0,0,59.9,,,,,,0,0,0,0,0,2014,3
Cory Redding,1381,DI,1,IND,0,0,0,0,2,0,59.9,,,,,,0,0,0,0,0,2014,3
Lance Briggs,1383,LB,1,CHI,0,0,1,0,5,0,60.2,,,,,,0,0,0,0,0,2014,3
Jason Witten,1384,TE,1,DAL,1,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2014,3
Wade Smith,1393,G,1,PHI,0,0,0,0,0,7,60.5,,,,,,0,0,0,0,0,2014,3
Jarret Johnson,1421,ED,1,SD,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2014,3
Ike Taylor,1437,CB,1,PIT,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2014,3
Mike Scifres,1458,P,1,SD,0,0,0,6,0,4,60.6,,,60.9,,,0,0,0,0,0,2014,3
Josh Brown,1520,K,1,NYG,0,7,0,0,0,6,60.0,58.9,,,,63.7,0,0,0,0,0,2014,3
Chris Clemons,1585,ED,1,JAX,0,0,0,0,7,0,59.5,,,,,,0,0,0,0,0,2014,3
Colin Cole,1589,DI,1,CAR,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2014,3
Jon Dorenbos,1600,LS,1,PHI,0,0,0,5,0,7,42.8,,,,,,0,0,0,0,0,2014,3
Cullen Jenkins,1637,DI,1,NYG,0,0,3,0,3,0,60.1,,,,,,0,0,0,0,0,2014,3
Kassim Osgood,1676,WR,1,SF,6,3,1,4,0,0,61.5,,,,,,0,0,0,0,0,2014,3
DeAngelo Hall,1729,CB,1,WAS,0,0,0,0,4,0,60.6,,,,,,0,0,0,0,0,2014,3
Vince Wilfork,1742,DI,1,NE,0,0,0,0,3,0,59.1,,,,,,0,0,0,0,0,2014,3
Steven Jackson,1745,HB,1,ATL,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0,2014,3
Benjamin Watson,1753,TE,1,NO,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2014,3
Karlos Dansby,1754,LB,1,CLV,0,0,1,0,5,0,60.1,,,,,,0,0,0,0,0,2014,3
Dwan Edwards,1772,DI,1,CAR,0,0,0,0,7,3,60.4,,,,,,0,0,0,0,0,2014,3
