player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Le'Veon Bell,7829,HB,1,PIT,26,24,92,3.8,0,58.7,51.8,78.9,60.0,43,1.79,17,6,4,0,0,0,2014,8
Mark Ingram II,6180,HB,1,NO,29,24,172,7.2,1,85.1,85.3,78.5,60.0,118,4.92,28,9,10,0,0,0,2014,8
Andre Ellington,7968,HB,1,ARZ,23,23,71,3.1,1,42.7,48.0,27.6,,35,1.52,21,5,0,1,0,0,2014,8
Anthony Dixon,5696,HB,1,BUF,24,22,44,2.0,0,47.5,47.7,77.7,60.0,31,1.41,5,1,1,0,0,0,2014,8
LeSean McCoy,4976,HB,1,PHI,21,20,83,4.2,0,64.4,65.2,77.8,60.0,63,3.15,13,4,6,0,0,0,2014,8
Ronnie Hillman,7069,HB,1,DEN,24,20,109,5.5,0,75.4,73.7,77.6,60.0,26,1.3,37,4,4,0,0,0,2014,8
Arian Foster,5398,HB,1,HST,21,20,151,7.6,2,71.6,71.7,78.0,60.0,120,6.0,43,7,4,0,0,0,2014,8
Matt Forte,4358,HB,1,CHI,19,19,114,6.0,0,73.8,74.7,78.1,,49,2.58,19,7,2,0,0,0,2014,8
DeMarco Murray,6223,HB,1,DAL,20,19,141,7.4,0,68.1,75.6,26.3,60.0,100,5.26,51,3,2,1,0,0,2014,8
Alfred Morris,7165,HB,1,WAS,19,18,73,4.1,1,82.3,79.8,77.0,60.0,49,2.72,29,2,2,0,0,0,2014,8
Denard Robinson,7917,HB,1,JAX,20,18,108,6.0,0,54.0,53.3,76.7,60.0,33,1.83,41,2,2,0,0,0,2014,8
Steven Jackson,1745,HB,1,ATL,18,18,60,3.3,1,68.2,66.5,76.5,,58,3.22,13,4,4,0,0,0,2014,8
Justin Forsett,4547,HB,1,BLT,18,17,68,4.0,0,50.6,47.2,25.7,60.0,34,2.0,12,3,1,1,0,0,2014,8
Jonas Gray,7393,HB,1,NE,17,17,86,5.1,0,55.4,55.4,76.8,,37,2.18,19,5,1,0,0,0,2014,8
Giovani Bernard,7818,HB,1,CIN,20,16,45,2.8,1,52.6,55.5,76.6,60.0,21,1.31,8,2,0,0,1,0,2014,8
Jonathan Stewart,4327,HB,1,CAR,28,16,79,4.9,0,65.4,70.4,76.6,59.2,59,3.69,18,5,7,0,0,0,2014,8
Knile Davis,7878,HB,1,KC,16,16,49,3.1,1,59.5,59.0,76.4,,37,2.31,15,3,1,0,0,0,2014,8
Jerick McKinnon,8731,HB,1,MIN,17,16,83,5.2,0,67.2,66.1,76.4,60.0,47,2.94,28,4,5,0,0,0,2014,8
Ben Tate,5583,HB,1,CLV,16,15,26,1.7,1,42.0,41.4,75.7,60.0,22,1.47,6,1,2,0,0,0,2014,8
Joique Bell,5797,HB,1,DET,18,14,39,2.8,0,73.1,65.5,75.8,71.7,32,2.29,9,1,4,0,0,0,2014,8
Marshawn Lynch,3628,HB,1,SEA,17,14,62,4.4,0,60.7,71.8,75.7,60.0,40,2.86,25,5,4,0,0,0,2014,8
Lamar Miller,7097,HB,1,MIA,19,14,78,5.6,0,69.7,71.8,75.8,60.0,46,3.29,30,3,4,0,0,0,2014,8
Alfred Blue,8816,HB,1,HST,14,14,42,3.0,0,67.4,69.2,81.8,,28,2.0,9,1,0,0,0,0,2014,8
Jamaal Charles,4387,HB,1,KC,14,13,73,5.6,2,80.0,80.6,75.6,60.0,53,4.08,36,5,2,0,0,0,2014,8
Chris Ivory,6007,HB,1,NYJ,19,13,43,3.3,2,56.5,63.8,74.7,58.9,25,1.92,9,3,2,0,1,0,2014,8
Branden Oliver,9286,HB,1,SD,13,13,36,2.8,0,60.2,55.3,76.4,,10,0.77,23,2,2,0,0,0,2014,8
