player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Dwight Freeney,1019,ED,1,SEA,17,15,2,0,66.5,60.0,,64.5,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Terence Newman,1321,CB,1,MIN,26,3,8,15,71.2,88.3,45.9,54.0,64.2,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,5.0,4.0,24.0,6.0,15.0,11.0,0.0,0.0,0.0,86.7,0,0,2017,11
Terrell Suggs,1326,ED,1,BLT,49,33,13,3,66.3,65.0,72.4,64.4,75.4,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2017,11
DeAngelo Hall,1729,S,1,WAS,53,0,17,36,28.6,26.4,28.2,,42.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,4.0,4.0,67.0,16.8,11.0,24.0,1.0,0.0,0.0,158.3,0,0,2017,11
Karlos Dansby,1754,LB,1,ARZ,63,5,33,25,58.8,60.9,49.6,52.8,58.9,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,1.0,0.0,3.0,3.0,12.0,4.0,7.0,5.0,0.0,0.0,0.0,83.3,0,0,2017,11
Derrick Johnson,2232,LB,1,KC,35,4,16,15,85.6,80.8,77.2,51.7,76.2,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,6.0,13.0,6.0,0.0,0.0,1.0,56.3,0,0,2017,11
Lorenzo Alexander,2476,ED,1,BUF,37,9,21,7,54.3,60.4,80.5,58.2,49.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,15.0,15.0,1.0,15.0,0.0,0.0,0.0,118.8,0,0,2017,11
Ahmad Brooks,2945,ED,1,GB,26,15,11,0,84.4,78.2,73.9,62.1,68.2,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Johnathan Joseph,2969,CB,1,HST,53,0,16,37,46.1,74.8,79.4,,45.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,4.0,37.0,9.3,20.0,13.0,1.0,0.0,0.0,144.8,3,1,2017,11
Darryl Tapp,3008,ED,1,TB,18,11,7,0,56.2,61.3,69.6,52.2,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Frostee Rucker,3036,DI,1,ARZ,32,13,19,0,66.4,64.4,67.4,61.5,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Domata Peko Sr.,3068,DI,1,DEN,29,11,18,0,90.7,82.6,71.5,55.2,90.7,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Kyle Williams,3079,DI,1,BUF,38,24,14,0,72.5,73.7,,60.1,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Antoine Bethea,3152,S,1,ARZ,56,0,21,35,52.3,58.5,83.8,,58.5,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,22.0,11.0,1.0,11.0,0.0,0.0,0.0,112.5,1,0,2017,11
Tom Johnson,3378,DI,1,MIN,33,23,10,0,76.7,68.1,69.0,71.6,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Tramon Williams,3558,CB,1,ARZ,70,0,33,37,68.2,67.3,76.7,,67.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,2.0,12.0,6.0,7.0,10.0,0.0,0.0,0.0,56.3,1,0,2017,11
Brent Grimes,3589,CB,1,TB,64,0,17,47,66.4,51.3,24.0,,68.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,4.0,28.0,7.0,9.0,11.0,0.0,0.0,1.0,77.1,0,0,2017,11
Lawrence Timmons,3631,LB,1,MIA,55,7,22,26,67.2,73.7,59.3,53.3,60.1,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,5.0,2.0,7.0,3.5,7.0,6.0,0.0,0.0,0.0,47.9,0,0,2017,11
Reggie Nelson,3637,S,1,OAK,60,1,21,38,64.4,61.3,64.6,59.2,63.7,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,15.0,7.5,5.0,9.0,0.0,0.0,0.0,97.9,0,0,2017,11
Alan Branch,3649,DI,1,NE,27,13,14,0,61.2,63.8,70.1,53.5,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Paul Posluszny,3650,LB,1,JAX,13,1,7,5,79.0,74.8,76.8,59.1,65.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Eric Weddle,3653,S,1,BLT,66,2,21,43,66.4,63.8,76.9,57.2,64.4,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,16.7,0,0,2017,11
David Harris,3663,LB,1,NE,28,2,13,13,50.3,53.6,33.7,58.2,54.2,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,15.0,7.5,10.0,10.0,0.0,0.0,0.0,97.9,0,0,2017,11
Justin Durant,3664,LB,1,DAL,25,0,13,12,86.8,62.0,77.6,,88.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,-2.0,-2.0,2.0,-2.0,0.0,0.0,0.0,79.2,0,0,2017,11
Brandon Mebane,3701,DI,1,LAC,24,11,13,0,58.7,60.8,,54.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Corey Graham,3784,S,1,PHI,10,0,1,9,64.7,60.0,79.0,,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
William Gay,3786,CB,1,PIT,16,0,0,16,66.5,,,,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Chris Long,4316,ED,1,PHI,31,22,9,0,70.6,69.2,71.7,63.0,,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
Dominique Rodgers-Cromartie,4330,CB,1,NYG,48,1,13,34,81.1,53.0,80.3,58.8,85.6,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,7.0,5.0,20.0,4.0,27.0,8.0,0.0,0.0,0.0,74.1,0,0,2017,11
Aqib Talib,4334,CB,1,DEN,52,0,24,28,72.8,65.4,76.6,,72.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,4.0,34.0,8.5,17.0,13.0,0.0,0.0,1.0,95.0,0,0,2017,11
Calais Campbell,4364,ED,1,JAX,45,33,12,0,73.4,66.8,29.7,68.3,,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
William Hayes,4417,ED,1,MIA,26,12,14,0,77.1,73.5,73.0,65.4,,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,11
