player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Philip Rivers,1725,QB,1,SD,56,54,33,61.1,356,6.6,4,3,72.2,70.9,,81.4,2,0,4,3,1,82.0,0,19,2014,16
Mark Sanchez,4928,QB,1,PHI,56,50,37,74.0,370,7.4,2,1,70.7,71.3,55.0,81.7,3,0,4,0,0,99.6,3,22,2014,16
Joe Flacco,4332,QB,1,BLT,53,50,21,42.0,195,3.9,2,3,38.6,45.0,39.5,35.6,2,0,1,2,1,41.7,1,11,2014,16
Kyle Orton,2323,QB,1,BUF,51,49,32,65.3,329,6.7,3,2,57.6,57.3,,80.9,2,1,2,1,2,87.9,0,12,2014,16
Drew Brees,802,QB,1,NO,53,47,30,63.8,313,6.7,1,2,54.9,53.9,63.8,25.3,5,0,2,1,0,72.4,1,22,2014,16
Ryan Tannehill,7014,QB,1,MIA,48,47,35,74.5,396,8.4,4,1,68.4,66.1,67.1,82.0,1,0,1,2,0,118.8,0,23,2014,16
Alex Smith,2218,QB,1,KC,53,45,31,68.9,311,6.9,0,0,69.2,67.0,66.4,80.9,6,0,3,6,0,88.3,2,17,2014,16
Peyton Manning,327,QB,1,DEN,46,44,28,63.6,311,7.1,2,4,61.0,60.4,,80.4,2,0,4,1,0,61.8,0,15,2014,16
Ryan Lindley,7174,QB,1,ARZ,48,44,18,40.9,216,4.9,0,1,37.6,38.7,,31.2,4,1,1,1,0,47.2,0,12,2014,16
Case Keenum,7323,QB,1,HST,43,42,20,47.6,185,4.4,0,1,60.2,60.9,55.2,80.3,0,1,4,2,1,50.2,1,9,2014,16
Matt Ryan,4317,QB,1,ATL,41,40,30,75.0,322,8.1,1,0,89.1,89.8,51.3,79.5,0,0,3,3,0,106.5,1,15,2014,16
Aaron Rodgers,2241,QB,1,GB,41,40,31,77.5,318,8.0,1,0,78.7,78.8,,28.6,1,0,2,0,0,108.1,0,17,2014,16
Jimmy Clausen,5573,QB,1,CHI,43,39,23,59.0,181,4.6,2,1,67.6,66.8,60.7,79.8,2,0,4,2,1,77.0,2,12,2014,16
Matthew Stafford,4924,QB,1,DET,44,39,22,56.4,243,6.2,0,2,55.7,56.1,55.8,80.6,4,1,4,0,1,53.7,1,14,2014,16
Tom Brady,698,QB,1,NE,41,35,23,65.7,182,5.2,1,1,68.3,64.6,70.9,80.3,4,0,3,0,0,76.1,2,14,2014,16
Charlie Whitehurst,3026,QB,1,TEN,41,35,24,68.6,287,8.2,1,0,84.7,86.6,55.0,79.4,4,1,0,1,0,102.9,2,14,2014,16
Derek Carr,8671,QB,1,OAK,35,34,17,50.0,214,6.3,2,0,54.1,61.6,30.0,28.6,1,1,1,3,2,89.6,0,11,2014,16
Shaun Hill,1255,QB,1,SL,34,32,24,75.0,290,9.1,2,1,71.9,70.7,60.0,79.1,2,0,2,1,2,110.2,0,14,2014,16
Eli Manning,1722,QB,1,NYG,33,32,25,78.1,391,12.2,3,0,78.6,77.3,60.5,78.9,1,0,1,0,0,148.8,0,13,2014,16
Cam Newton,6153,QB,1,CAR,37,31,18,58.1,201,6.5,1,1,65.5,63.7,64.4,29.9,1,0,1,2,0,74.8,5,16,2014,16
Russell Wilson,7077,QB,1,SEA,35,31,20,64.5,339,10.9,2,0,91.6,85.7,86.4,78.9,1,1,0,3,0,122.9,3,15,2014,16
Geno Smith,7820,QB,1,NYJ,31,27,17,63.0,210,7.8,1,1,52.2,54.2,50.1,78.0,2,0,1,0,0,83.9,2,10,2014,16
Teddy Bridgewater,8667,QB,1,MIN,35,26,19,73.1,259,10.0,2,1,86.1,90.3,52.2,78.6,4,0,1,1,0,114.1,5,11,2014,16
Josh McCown,1085,QB,1,TB,33,26,12,46.2,147,5.7,0,1,41.6,42.2,,77.9,7,1,0,1,2,48.1,0,5,2014,16
Blake Bortles,8638,QB,1,JAX,33,26,13,50.0,115,4.4,1,0,61.2,62.1,61.3,78.7,4,2,2,1,0,75.0,3,8,2014,16
Ben Roethlisberger,1732,QB,1,PIT,26,25,18,72.0,220,8.8,1,0,79.5,78.1,61.0,78.0,1,1,1,0,1,112.1,0,11,2014,16
Andy Dalton,6187,QB,1,CIN,26,25,17,68.0,146,5.8,2,1,53.4,47.0,72.6,78.1,0,0,1,1,0,93.1,1,9,2014,16
Colin Kaepernick,6188,QB,1,SF,32,24,15,62.5,114,4.8,1,0,65.7,55.7,82.4,26.1,2,0,1,2,0,87.8,6,10,2014,16
Robert Griffin III,7008,QB,1,WAS,28,23,16,69.6,220,9.6,0,1,56.3,65.4,38.8,32.0,2,0,2,0,0,81.8,3,9,2014,16
Andrew Luck,7007,QB,1,IND,22,22,15,68.2,109,5.0,0,2,64.5,63.8,,76.3,0,0,2,0,0,41.7,0,3,2014,16
Matt Hasselbeck,408,QB,1,IND,23,21,15,71.4,126,6.0,1,0,70.4,69.4,,76.6,2,0,1,0,0,102.5,0,9,2014,16
Tony Romo,1693,QB,1,DAL,24,20,18,90.0,218,10.9,4,0,96.0,94.6,74.8,76.3,1,1,0,0,0,151.7,3,15,2014,16
Brian Hoyer,5277,QB,1,CLV,18,13,7,53.8,134,10.3,1,1,63.7,62.4,61.8,74.8,3,0,0,0,0,83.5,2,4,2014,16
Johnny Manziel,8657,QB,1,CLV,9,8,3,37.5,32,4.0,0,0,62.3,67.1,52.6,71.6,0,1,0,0,0,50.0,1,1,2014,16
Logan Thomas,8755,QB,1,ARZ,1,1,0,0.0,0,0.0,0,0,60.0,60.0,,60.4,0,0,0,0,1,39.6,0,0,2014,16
Pat McAfee,5146,P,1,IND,1,1,0,0.0,0,0.0,0,0,73.0,68.7,,60.4,0,0,1,0,0,39.6,0,0,2014,16
Cecil Shorts,6266,WR,1,JAX,1,1,1,100.0,9,9.0,0,0,50.6,52.7,,65.7,0,0,0,0,0,104.2,0,1,2014,16
