player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,7,60.0,,,,,77.1,0,0,0,0,0,2016,5
Phil Dawson,422,K,1,SF,0,4,0,0,0,4,60.0,60.0,,,,73.1,0,0,0,0,0,2016,5
Sebastian Janikowski,595,K,1,OAK,0,7,0,0,0,7,60.0,58.7,,,,65.6,0,0,0,0,0,2016,5
Shane Lechler,673,P,1,HST,0,0,0,5,0,4,60.5,,,60.9,,,0,0,0,0,1,2016,5
Julius Peppers,1010,ED,1,GB,0,0,0,0,4,5,59.8,,,,,,0,0,0,0,0,2016,5
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,5,60.0,,,,,67.2,0,0,0,0,0,2016,5
James Harrison,1251,ED,1,PIT,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2016,5
Terence Newman,1321,CB,1,MIN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2016,5
Jason Witten,1384,TE,1,DAL,2,0,0,0,0,4,59.7,,,,,,0,0,0,0,0,2016,5
Josh Brown,1520,K,1,NYG,0,5,0,0,0,4,60.0,60.0,,,,59.8,0,0,0,0,0,2016,5
Jon Dorenbos,1600,LS,1,PHI,0,0,0,2,0,5,63.9,,,,,,0,0,0,0,0,2016,5
Cullen Jenkins,1637,DI,1,WAS,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2016,5
Larry Fitzgerald,1724,WR,1,ARZ,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0,2016,5
Vince Wilfork,1742,DI,1,HST,0,0,0,0,5,0,58.9,,,,,,0,0,0,0,0,2016,5
Karlos Dansby,1754,LB,1,CIN,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0,2016,5
Daryl Smith,1760,LB,1,TB,0,0,0,0,3,0,60.2,,,,,,0,0,0,0,0,2016,5
Andy Lee,1906,P,1,CAR,0,0,0,5,0,3,60.4,,,60.0,,,0,0,0,0,0,2016,5
Donnie Jones,1939,P,1,PHI,0,0,0,2,0,5,60.5,,,60.2,,,0,0,0,0,0,2016,5
Mike Adams,1972,S,1,IND,0,0,1,0,7,0,60.0,,,,,,0,0,0,0,0,2016,5
Don Muhlbach,2130,LS,1,DET,0,0,0,3,0,4,58.9,,,,,,0,0,0,0,0,2016,5
Adam Jones,2223,CB,1,CIN,2,0,1,0,0,0,59.9,,60.0,,60.1,,0,0,0,0,0,2016,5
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,5,0,60.2,,,,,,0,0,0,0,0,2016,5
Mike Nugent,2264,K,1,CIN,0,3,0,0,0,3,60.0,60.0,,,,40.8,0,0,0,0,0,2016,5
Jonathan Babineaux,2276,DI,1,ATL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2016,5
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2016,5
Darren Sproles,2347,HB,1,PHI,0,0,3,0,0,0,60.0,,,,60.7,,0,0,0,0,0,2016,5
Joe Berger,2424,C,1,MIN,0,0,0,0,0,5,60.4,,,,,,0,0,0,0,0,2016,5
Lorenzo Alexander,2476,ED,1,BUF,0,5,2,7,5,0,66.8,,,,,,0,0,1,0,0,2016,5
Jon Condo,2539,LS,1,OAK,0,0,0,3,0,7,60.4,,,,,,0,0,0,0,0,2016,5
John Denney,2561,LS,1,MIA,0,0,0,6,0,3,40.5,,,,,,0,0,0,0,0,2016,5
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,2,0,4,63.6,,,,,,0,0,0,0,0,2016,5
Nick Novak,2726,K,1,HST,0,2,0,0,0,4,60.0,60.0,,,,51.8,0,0,0,0,0,2016,5
Greg Warren,2831,LS,1,PIT,0,0,0,3,0,5,64.2,,,,,,0,0,0,0,0,2016,5
Ahmad Brooks,2945,ED,1,SF,0,0,1,0,5,0,59.4,,,,,,0,0,0,0,0,2016,5
Mario Williams,2946,ED,1,MIA,0,0,0,0,1,0,59.8,,,,,,0,0,0,0,0,2016,5
Reggie Bush,2947,HB,1,BUF,2,0,0,0,0,0,59.5,,,,,,0,0,0,0,0,2016,5
A.J. Hawk,2950,ST,1,ATL,3,6,6,0,4,0,61.6,,,,,,0,0,0,0,0,2016,5
Donte Whitner,2953,S,1,WAS,0,4,0,0,0,0,61.4,,,,,,0,0,0,0,0,2016,5
Haloti Ngata,2957,DI,1,DET,0,0,0,0,4,0,59.7,,,,,,0,0,0,0,0,2016,5
Chad Greenway,2962,LB,1,MIN,1,0,1,0,4,0,60.8,,,,,,0,0,0,0,0,2016,5
D'Qwell Jackson,2979,LB,1,IND,0,0,0,0,7,0,60.3,,,,,,0,0,0,0,0,2016,5
Anthony Fasano,2998,TE,1,TEN,0,0,0,0,0,5,28.2,,,,,,0,0,0,0,0,2016,5
Andrew Whitworth,3000,T,1,CIN,0,0,0,0,0,3,60.4,,,,,,0,0,0,0,0,2016,5
Chris Chester,3001,G,1,ATL,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2016,5
Devin Hester,3002,WR,1,BLT,4,0,6,0,0,0,60.2,,58.5,,61.7,,0,0,0,0,0,2016,5
Eric Winston,3011,T,1,CIN,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0,2016,5
Will Blackmon,3060,S,1,WAS,3,0,8,0,0,0,59.6,,71.5,,,,0,0,0,0,0,2016,5
Stephen Gostkowski,3063,K,1,NE,0,6,0,0,0,6,60.0,60.0,,,,54.4,0,0,0,0,0,2016,5
Domata Peko Sr.,3068,DI,1,CIN,0,0,0,0,4,3,59.2,,,,,,0,0,0,0,0,2016,5
Kyle Williams,3079,DI,1,BUF,0,0,0,0,5,0,59.5,,,,,,0,0,0,0,0,2016,5
Rob Ninkovich,3080,ED,1,NE,1,0,0,0,1,0,60.1,,,,,,0,0,0,0,0,2016,5
Sam Koch,3148,P,1,BLT,0,0,0,8,0,2,60.4,,,68.1,,,0,0,0,0,0,2016,5
