player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,64.6,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2016,3
Phil Dawson,422,K,1,SF,49.5,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,1,0.0,2016,3
Sebastian Janikowski,595,K,1,OAK,68.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2016,3
Matt Bryant,1223,K,1,ATL,65.8,6,6,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,3
Josh Brown,1520,K,1,NYG,64.8,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,3
Mike Nugent,2264,K,1,CIN,63.6,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,3
Stephen Gostkowski,3063,K,1,NE,64.2,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2016,3
Matt Prater,3471,K,1,DET,57.5,3,3,100.0,0,0,,0,0,,0,0,,1,2,50.0,1,1,100.0,2016,3
Nick Folk,3794,K,1,NYJ,60.3,0,0,,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,3
Mason Crosby,3809,K,1,GB,68.4,4,4,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2016,3
Stephen Hauschka,4655,K,1,SEA,65.9,4,4,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2016,3
Dan Carpenter,4697,K,1,BUF,52.1,3,4,75.0,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,2016,3
Connor Barth,4777,K,1,CHI,63.6,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,3
Ryan Succop,5180,K,1,TEN,62.4,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,3
Graham Gano,5443,K,1,CAR,53.7,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,1,0.0,2016,3
Dan Bailey,6796,K,1,DAL,56.4,4,4,100.0,0,0,,0,0,,0,0,,1,2,50.0,0,0,,2016,3
Greg Zuerlein,7163,K,1,LA,69.6,4,4,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2016,3
Blair Walsh,7167,K,1,MIN,44.9,0,1,0.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,3
Justin Tucker,7604,K,1,BLT,68.8,1,1,100.0,0,0,,0,0,,1,1,100.0,2,2,100.0,1,1,100.0,2016,3
Caleb Sturgis,7948,K,1,PHI,66.0,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,3
Dustin Hopkins,7958,K,1,WAS,71.1,2,2,100.0,0,0,,1,1,100.0,2,2,100.0,2,2,100.0,0,0,,2016,3
Brandon McManus,8437,K,1,DEN,62.7,2,3,66.7,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,3
Cairo Santos,8932,K,1,KC,64.1,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,3
Chris Boswell,8990,K,1,PIT,60.7,0,0,,0,0,,0,0,,0,1,0.0,1,1,100.0,0,0,,2016,3
Cody Parkey,9030,K,1,CLV,29.2,1,1,100.0,0,0,,0,0,,1,1,100.0,2,5,40.0,0,0,,2016,3
Chandler Catanzaro,9140,K,1,ARZ,82.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2016,3
Andrew Franks,9814,K,1,MIA,64.7,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,3
Josh Lambo,10133,K,1,SD,65.7,1,2,50.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2016,3
Jason Myers,10207,K,1,JAX,76.3,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,1,0.0,2016,3
Roberto Aguayo,10693,K,1,TB,31.3,2,3,66.7,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2016,3
Wil Lutz,11096,K,1,NO,76.6,3,3,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2016,3
