player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,6,60.0,,,,,54.4,0,0,0,0,0,2018,17
Sebastian Janikowski,595,K,1,SEA,0,5,0,0,0,5,60.0,60.0,,,,74.7,0,0,0,0,0,2018,17
Julius Peppers,1010,ED,1,CAR,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2018,17
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,6,60.0,,,,,76.8,0,0,0,0,0,2018,17
Andy Lee,1906,P,1,ARZ,0,0,0,5,0,4,60.5,,,64.2,,,0,0,0,0,0,2018,17
Donnie Jones,1939,,1,LAC,0,0,0,6,0,3,60.4,,,54.3,,,0,0,0,0,0,2018,17
Don Muhlbach,2130,LS,1,DET,0,0,0,4,0,5,60.0,,,,,,0,0,0,0,0,2018,17
Dustin Colquitt,2316,P,1,KC,0,0,0,1,0,5,60.4,,,60.0,,,0,0,0,0,0,2018,17
Darren Sproles,2347,HB,1,PHI,0,0,5,0,0,0,60.0,,,,61.0,,0,0,0,0,0,2018,17
Lorenzo Alexander,2476,LB,1,BUF,0,0,1,3,3,0,59.1,,,,,,0,0,0,0,0,2018,17
Jon Condo,2539,,1,ATL,0,0,0,5,0,6,45.6,,,,,,1,0,0,0,0,2018,17
John Denney,2561,LS,1,MIA,0,0,0,5,0,3,64.2,,,,,,0,0,0,0,0,2018,17
Robbie Gould,2607,K,1,SF,0,1,0,0,0,4,60.0,60.0,,,,64.3,0,0,0,0,0,2018,17
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,3,0,5,64.2,,,,,,0,0,0,0,0,2018,17
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,3,60.4,,,,,,0,0,0,0,0,2018,17
Frostee Rucker,3036,ED,1,OAK,0,0,1,0,0,0,59.9,,,,,,0,0,0,0,0,2018,17
Stephen Gostkowski,3063,K,1,NE,0,7,0,0,0,6,60.0,58.7,,,,66.2,0,0,0,0,0,2018,17
Domata Peko Sr.,3068,DI,1,DEN,0,0,0,0,3,0,60.2,,,,,,0,0,0,0,0,2018,17
Kyle Williams,3079,DI,1,BUF,0,0,1,0,3,0,60.3,,,,,,0,0,0,0,0,2018,17
Sam Koch,3148,P,1,BLT,0,0,0,4,0,6,60.7,,,61.3,,,0,0,0,0,1,2018,17
Matt Prater,3471,K,1,DET,0,0,0,0,0,5,60.0,,,,,66.9,0,0,0,0,0,2018,17
Tramon Williams,3558,S,1,GB,0,0,2,0,0,0,60.0,,,,60.1,,0,0,0,0,0,2018,17
Joe Staley,3644,T,1,SF,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2018,17
Zak DeOssie,3732,LS,1,NYG,0,0,0,2,0,5,63.9,,,,,,0,0,0,0,0,2018,17
Mason Crosby,3809,K,1,GB,0,1,0,0,0,0,60.0,60.0,,,,,0,0,0,0,0,2018,17
Clark Harris,3859,LS,1,CIN,0,0,0,6,0,3,80.5,,,,,,0,0,1,0,0,2018,17
Duane Brown,4340,T,1,SEA,0,0,0,0,0,5,60.8,,,,,,0,0,0,0,0,2018,17
Calais Campbell,4364,ED,1,JAX,0,0,0,0,5,1,59.5,,,,,,0,0,0,0,0,2018,17
John Greco,4379,C,1,NYG,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2018,17
Orlando Scandrick,4457,CB,1,KC,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2018,17
Matthew Slater,4467,WR,1,NE,2,7,5,4,0,0,63.0,,,,,,0,0,1,0,0,2018,17
Brett Kern,4580,P,1,TEN,0,0,0,7,0,3,60.5,,,64.5,,,0,0,0,0,0,2018,17
Wesley Woodyard,4583,LB,1,TEN,0,0,0,1,0,0,60.0,,,,,,0,0,0,0,0,2018,17
Chris Clark,4623,T,1,CAR,0,0,0,0,0,3,60.3,,,,,,0,0,0,0,0,2018,17
Stephen Hauschka,4655,K,1,BUF,0,7,0,0,0,7,60.0,58.7,,,,53.5,0,0,0,0,0,2018,17
J.J. Jansen,4712,LS,1,CAR,0,0,0,3,0,6,64.5,,,,,,0,0,0,0,0,2018,17
Danny Amendola,4717,WR,1,MIA,0,0,3,0,0,0,60.0,,,,61.1,,0,0,0,0,0,2018,17
Darrius Heyward-Bey,4930,WR,1,PIT,0,4,6,5,0,0,48.3,,,,,,1,0,0,0,0,2018,17
Malcolm Jenkins,4937,S,1,PHI,0,5,0,0,0,0,60.1,,,,,,0,0,0,0,0,2018,17
Alex Mack,4944,C,1,ATL,0,0,0,0,0,6,61.3,,,,,,0,0,0,0,0,2018,17
Clay Matthews,4949,ED,1,GB,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2018,17
Ziggy Hood,4955,DI,1,MIA,0,0,0,0,7,0,58.8,,,,,,0,0,0,0,0,2018,17
Patrick Chung,4957,S,1,NE,2,7,4,0,1,0,69.9,,59.6,,,,0,0,1,0,0,2018,17
