player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Frank Gore,2282,HB,1,IND,28,26,101,3.9,0,63.3,61.2,79.1,60.0,47,1.81,9,5,1,0,0,0,2016,15
Jonathan Stewart,4327,HB,1,CAR,25,25,132,5.3,0,69.4,67.4,27.4,,86,3.44,34,5,5,1,0,0,2016,15
Le'Veon Bell,7829,HB,1,PIT,29,23,93,4.0,0,60.7,64.3,78.9,59.8,60,2.61,12,6,6,0,1,0,2016,15
Ezekiel Elliott,10638,HB,1,DAL,26,23,159,6.9,1,65.2,69.0,78.1,60.0,101,4.39,42,6,3,1,1,0,2016,15
Lamar Miller,7097,HB,1,HST,23,22,63,2.9,1,61.3,60.6,77.9,60.0,46,2.09,11,5,2,0,0,0,2016,15
Thomas Rawls,9993,HB,1,SEA,26,21,34,1.6,0,62.7,61.3,77.9,60.0,45,2.14,12,3,4,0,0,0,2016,15
Jeremy Hill,8690,HB,1,CIN,21,20,43,2.2,1,59.7,59.2,77.3,60.0,30,1.5,12,4,2,0,0,0,2016,15
Ryan Mathews,5537,HB,1,PHI,23,20,128,6.4,1,63.3,61.7,26.1,60.0,61,3.05,19,8,2,1,0,0,2016,15
Devonta Freeman,8738,HB,1,ATL,20,20,139,7.0,3,87.3,83.0,26.1,,51,2.55,34,7,6,1,0,0,2016,15
LeSean McCoy,4976,HB,1,BUF,19,19,153,8.1,2,75.9,77.0,77.3,60.0,60,3.16,24,10,3,0,0,0,2016,15
Jay Ajayi,9582,HB,1,MIA,21,19,51,2.7,0,49.3,49.1,25.5,60.0,37,1.95,8,1,2,1,0,0,2016,15
Dion Lewis,6301,HB,1,NE,18,18,95,5.3,0,62.4,63.4,77.0,,48,2.67,14,5,2,1,0,0,2016,15
Spencer Ware,7975,HB,1,KC,21,18,69,3.8,0,90.4,77.1,77.0,74.7,41,2.28,9,2,3,0,0,0,2016,15
DeMarco Murray,6223,HB,1,TEN,21,18,89,4.9,0,76.0,73.5,77.3,60.0,56,3.11,12,5,1,0,0,0,2016,15
Rashad Jennings,5174,HB,1,NYG,19,18,38,2.1,0,49.5,50.2,76.5,60.0,35,1.94,6,2,0,0,0,0,2016,15
